Geolocation,Type,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2010 Annual,2011 January,2011 February,2011 March,2011 April,2011 May,2011 June,2011 July,2011 August,2011 September,2011 October,2011 November,2011 December,2011 Annual,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
PHILIPPINES,Duck,64.41,63.09,64.45,64.74,64.71,63.62,67.16,64.66,66.93,65.14,66.28,64.58,64.98,65.56,70.31,69.01,68.03,67.52,64.97,65.44,66.97,65.72,67.44,67.73,67.57,67.19,69.83,68.20,68.85,69.18,67.72,67.41,66.52,66.40,66.66,70.10,68.30,70.67,68.32,68.59,67.33,68.69,78.01,68.59,69.33,67.85,70.97,69.86,69.92,70.40,71.75,70.11,70.51,76.54,72.39,71.18,72.52,71.72,72.37,71.11,72.44,76.64,77.25,73.61,73.19,73.64,74.20,74.47,74.84,72.12,71.59,71.72,72.50,71.11,69.85,72.42,73.18,72.64,73.07,71.19,72.51,72.36,71.71,72.74,68.71,71.42,72.06,71.30,77.69,72.82,72.30,73.18,72.89,72.81,70.86,72.86,79.36,75.33,73.57,77.11,72.36,72.48,83.63,74.70,61.40,63.98,65.14,61.21,60.41,63.36,64.70,63.16,63.06,64.96,64.39,65.76,63.46,67.50,66.95,64.19,61.80,62.61,73.38,65.16,68.16,72.89,97.95,80.06,78.65,71.61,75.62,74.11,73.65,65.96,72.07,72.56,72.35,106.38,94.85,86.88,98.01,72.17,80.38,74.98,73.57,71.56,77.85,91.80,90.23,74.59,77.75,74.54,80.98,80.75,93.83,80.20,103.96,82.17,91.24,102.18,100.89,102.22,105.63,114.74,117.29,110.63,105.21,120.31,104.70,155.20,144.14,146.86,136.78,133.68,153.26,158.95,149.01,161.95,144.51,146.50,168.53,149.95,172.95,151.52,157.35,175.27,162.73,183.42,150.03,123.69,159.61,130.49,127.02,141.10,152.93,127.54,129.75,130.24,133.60,134.95,137.08,106.97,104.91,103.58,137.15,138.21,137.20,126.76,140.38,140.51,118.69,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
PHILIPPINES,"Chicken egg, Layer",4.32,4.33,4.32,4.28,4.29,4.31,4.33,4.34,4.33,4.35,4.37,4.42,4.33,4.37,4.38,4.31,4.28,4.33,4.32,4.32,4.38,4.38,4.41,4.44,4.48,4.37,4.47,4.48,4.51,4.42,4.43,4.49,4.44,4.46,4.44,4.45,4.45,4.49,4.46,4.45,4.45,4.40,4.37,4.37,4.37,4.41,4.37,4.37,4.31,4.37,4.50,4.40,4.47,4.48,4.52,4.54,4.55,4.63,4.75,4.79,4.81,4.87,4.87,4.81,4.67,4.77,4.77,4.71,4.68,4.63,4.64,4.74,4.73,4.75,4.73,4.84,4.84,4.74,4.83,4.78,4.76,4.73,4.76,4.83,4.94,5.00,5.12,5.07,5.18,5.18,4.93,5.12,5.13,5.06,4.86,4.83,4.84,4.92,4.96,4.88,4.88,4.89,4.92,4.94,4.83,4.84,4.85,4.76,4.67,4.73,4.80,4.88,4.89,4.92,4.96,5.01,4.85,4.95,5.02,5.00,5.04,4.96,5.00,5.09,5.27,5.36,5.52,5.54,5.72,5.21,5.63,5.51,5.58,5.55,5.66,5.59,5.68,5.70,5.68,5.57,5.59,5.74,5.62,5.78,5.82,5.73,5.61,5.48,5.42,5.31,5.20,5.25,5.22,5.27,5.46,5.46,5.31,5.31,5.29,5.32,5.36,5.62,6.08,6.18,6.23,6.22,6.31,6.36,5.80,7.14,7.15,7.08,6.61,6.56,6.53,6.59,6.66,6.84,7.21,7.30,7.38,6.92,6.78,6.76,6.69,6.00,6.00,6.13,6.78,6.93,7.16,7.35,7.37,7.38,6.78,6.89,6.96,7.02,6.74,6.78,6.92,7.21,7.27,7.30,6.94,6.95,6.98,7.00,6.84,6.83,6.89,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
PHILIPPINES,"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.57,8.42,7.83,7.69,7.94,8.44,8.19,8.29,8.29,8.51,8.53,8.53,8.27,8.96,9.07,9.13,7.47,8.04,7.63,7.54,7.64,7.64,8.03,7.95,8.01,8.09,8.81,9.04,8.82,8.27,8.37,8.39,8.82,8.80,8.82,8.08,8.15,8.13,8.54,9.33,9.33,9.33,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
PHILIPPINES,Duck egg,5.43,5.41,5.41,5.33,5.31,5.39,5.48,5.56,5.58,5.25,5.25,5.59,5.42,5.77,5.72,5.56,5.57,5.70,5.49,5.67,5.68,5.65,5.65,5.61,5.67,5.65,5.70,5.57,5.66,5.55,5.63,5.64,5.73,5.80,5.78,5.75,5.82,5.80,5.70,5.92,5.90,5.86,5.72,5.75,5.75,5.97,6.11,5.95,5.84,5.77,5.97,5.88,5.96,6.06,6.00,5.96,5.96,6.07,6.12,6.07,5.99,5.95,6.03,6.12,6.02,6.23,6.11,6.16,6.16,6.03,6.07,6.10,6.17,6.11,6.07,6.11,6.16,6.12,6.36,6.37,6.41,6.33,6.30,6.21,6.20,6.38,6.20,6.19,6.30,6.39,6.30,6.81,6.66,6.29,6.46,6.55,6.51,6.63,6.72,6.60,6.51,6.26,6.48,6.54,6.61,6.41,6.45,6.41,6.44,6.56,6.68,6.70,6.50,6.61,6.64,6.66,6.56,6.62,6.79,6.74,6.44,6.38,6.62,6.92,6.89,6.81,6.92,6.85,6.92,6.74,7.17,7.30,6.83,6.76,6.86,7.20,7.26,7.08,6.97,6.58,6.81,7.61,7.04,7.39,7.06,7.17,7.24,6.79,6.90,7.27,7.16,7.02,7.01,7.30,7.44,7.15,7.00,7.06,6.93,7.17,7.37,7.62,8.42,8.55,8.55,8.98,9.03,9.19,7.99,8.14,8.05,8.08,8.33,8.35,8.31,8.67,8.69,8.66,8.46,8.66,8.67,8.42,8.96,8.75,8.58,8.73,8.85,8.96,8.11,7.83,7.76,7.43,7.84,8.49,8.36,8.00,7.88,7.70,7.05,7.41,8.16,9.16,9.18,9.12,9.51,9.64,9.77,8.55,8.69,8.39,7.88,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..National Capital Region (NCR),Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..National Capital Region (NCR),Cattle for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..National Capital Region (NCR),Goat for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..National Capital Region (NCR),Hogs Upgraded for Fattening,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..National Capital Region (NCR),Hog for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..National Capital Region (NCR),Broiler Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..National Capital Region (NCR),Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3500.00,..,..,3500.00,3500.00,..,4000.00,4000.00,4000.00,3750.00,..,..,..,..,..,..,..,..,..,..,..,..,..,4000.00,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..National Capital Region (NCR),Gamefowl for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150.00,150.00,..,150.00,150.00,150.00,150.00,150.00,150.00,150.00,..,..,150.00,200.00,200.00,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..National Capital Region (NCR),Layer Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..National Capital Region (NCR),Native/Improved Chicken,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..National Capital Region (NCR),Duck,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..National Capital Region (NCR),"Chicken egg, Layer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..National Capital Region (NCR),"Chicken egg, Native",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..National Capital Region (NCR),Duck egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..Cordillera Administrative Region (CAR),Carabao for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101.00,..,100.00,112.51,..,87.00,116.25,..,106.00,..,103.79,..,..,124.98,..,99.45,113.42,..,..,127.52,94.55,109.37,93.76,109.01,..,..,123.03,98.18,97.97,111.90,..,..,123.80,..,123.77,105.28,111.99,..,..,130.02,109.85,110.00,118.90,..,..,118.49,..,130.36,114.63,118.89,..,..,130.06,..,..,124.08,..,..,..,..,122.04,123.74,124.98,..,..,129.13,..,..,121.66,134.47,132.49,130.85,133.60,123.95,131.54,129.71,126.46,124.00,130.36,131.45,133.33,123.08,129.60,128.00,123.02,125.60,..,130.00,127.72,..,..,..,..,..,165.84,..,..,..,..,156.72,..,161.28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..Cordillera Administrative Region (CAR),Cattle for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,103.93,100.60,110.59,..,104.07,109.70,..,95.00,113.94,108.98,111.49,102.76,106.11,..,..,110.24,94.34,96.77,114.14,..,..,112.62,100.81,114.26,106.78,106.25,..,..,117.94,148.00,127.81,118.21,..,..,116.92,135.00,117.04,117.33,124.78,..,..,115.63,..,111.64,116.40,..,..,124.66,..,144.54,160.51,128.90,..,..,129.37,..,..,123.28,..,..,..,..,152.86,132.82,134.58,..,..,142.72,..,..,154.25,148.40,146.65,140.22,140.00,134.22,136.40,142.86,142.60,140.80,150.79,152.34,147.01,156.58,147.62,141.06,144.74,140.70,173.10,135.72,147.76,152.83,163.09,195.59,190.67,189.43,176.83,174.06,182.32,184.24,192.83,180.70,173.89,179.71,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,250.00,250.00,230.00,250.00,250.00,230.00,260.00,260.00,260.00,280.00,280.00,280.00,256.67,250.00,250.00,250.00,..,268.75,..,288.75,287.08,289.00,..,300.00,..,272.95,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..Cordillera Administrative Region (CAR),Goat for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.00,..,..,89.52,..,90.00,..,89.17,..,..,88.00,..,..,88.00,..,..,88.00,..,90.00,..,88.50,..,..,90.00,..,..,95.00,..,..,92.60,..,97.42,..,93.76,..,..,95.00,..,..,99.12,..,..,97.46,..,110.00,114.92,103.30,..,..,190.00,..,..,150.00,..,..,..,..,170.00,114.92,156.23,..,..,165.83,..,..,170.00,177.08,170.00,170.00,170.00,200.00,175.00,174.74,170.00,160.00,160.00,160.00,244.68,..,..,..,166.67,170.45,152.17,147.83,170.20,160.00,159.09,187.50,173.91,181.82,..,..,..,..,..,..,..,172.46,..,..,..,..,..,..,167.50,..,..,..,..,..,167.50,160.00,160.00,160.00,160.00,160.00,160.00,180.00,130.00,180.00,200.00,200.00,200.00,170.83,..,..,..,..,..,..,170.00,180.00,180.00,..,..,..,176.67,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..Cordillera Administrative Region (CAR),Hogs Upgraded for Fattening,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
