Geolocation,Type,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2023 Annual,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2024 Annual,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2025 Annual,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2026 Annual
....Davao del Sur,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao del Sur,Turkey for Dressing,200.00,350.00,400.00,..,316.67,200.00,..,350.00,..,275.00,..,..,..,..,..,..,*/,*/,*/,*/
....Davao del Sur,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao Occidental,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao Occidental,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao Occidental,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,250.00,250.00,250.00,..,*/,*/,*/,*/
....Davao Occidental,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao Occidental,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao Occidental,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao Occidental,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao Oriental,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133.33,*/,*/,*/,*/
....Davao Oriental,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao Oriental,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao Oriental,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao Oriental,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao Oriental,Turkey for Dressing,..,..,400.00,..,400.00,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao Oriental,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Davao,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Davao,Rabbit for Slaughter,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,..,..,..,..,..,*/,*/,*/,*/
....City of Davao,Sheep for Slaughter,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,175.56,200.00,240.00,205.19,200.00,*/,*/,*/,*/
....City of Davao,Goose for Dressing,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,..,..,..,..,..,*/,*/,*/,*/
....City of Davao,Quail for Dressing,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,..,..,..,..,..,*/,*/,*/,*/
....City of Davao,Turkey for Dressing,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,..,..,..,..,..,*/,*/,*/,*/
....City of Davao,Quail Egg,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,..,..,..,..,..,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Rabbit for Slaughter,..,..,..,..,..,..,250.00,..,..,250.00,..,..,250.00,..,250.00,..,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Sheep for Slaughter,..,..,..,186.67,186.67,220.00,200.00,200.00,195.56,203.89,232.68,217.40,216.67,214.32,220.27,216.67,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Quail for Dressing,180.00,..,190.00,150.00,173.33,190.00,180.00,..,..,185.00,50.00,50.00,50.00,50.00,50.00,60.00,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Turkey for Dressing,180.00,..,300.00,350.00,276.67,300.00,270.00,300.00,300.00,292.50,360.00,300.00,..,..,330.00,..,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Quail Egg,1.50,..,1.70,1.60,1.60,1.60,..,1.60,1.60,1.60,1.60,1.60,1.67,1.60,1.62,1.74,*/,*/,*/,*/
....Cotabato,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cotabato,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cotabato,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cotabato,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cotabato,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cotabato,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Cotabato,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sarangani,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sarangani,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sarangani,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sarangani,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sarangani,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sarangani,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sarangani,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.00,*/,*/,*/,*/
....South Cotabato,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....South Cotabato,Rabbit for Slaughter,..,..,..,..,..,..,250.00,..,..,250.00,..,..,250.00,..,250.00,..,*/,*/,*/,*/
....South Cotabato,Sheep for Slaughter,..,..,..,186.67,186.67,220.00,200.00,200.00,236.35,214.09,229.76,217.43,216.67,213.77,219.41,216.67,*/,*/,*/,*/
....South Cotabato,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....South Cotabato,Quail for Dressing,180.00,..,190.00,150.00,173.33,190.00,180.00,..,..,185.00,..,50.00,50.00,50.00,50.00,60.00,*/,*/,*/,*/
....South Cotabato,Turkey for Dressing,180.00,..,300.00,350.00,276.67,300.00,270.00,300.00,300.00,292.50,..,300.00,..,..,300.00,..,*/,*/,*/,*/
....South Cotabato,Quail Egg,1.50,..,1.70,1.60,1.60,1.60,..,1.60,1.60,1.60,..,1.60,1.67,1.60,1.62,1.70,*/,*/,*/,*/
....Sultan Kudarat,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sultan Kudarat,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sultan Kudarat,Sheep for Slaughter,..,..,..,..,..,..,..,..,195.56,195.56,300.00,200.00,..,282.22,260.74,..,*/,*/,*/,*/
....Sultan Kudarat,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sultan Kudarat,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,50.00,..,..,..,50.00,..,*/,*/,*/,*/
....Sultan Kudarat,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,360.00,..,..,..,360.00,..,*/,*/,*/,*/
....Sultan Kudarat,Quail Egg,..,..,..,..,..,..,..,..,..,..,1.60,..,..,..,1.60,..,*/,*/,*/,*/
..REGION XIII (Caraga),Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION XIII (Caraga),Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,227.27,..,227.27,..,*/,*/,*/,*/
..REGION XIII (Caraga),Sheep for Slaughter,..,..,..,..,..,..,..,300.00,350.00,325.00,325.00,237.52,..,350.00,304.17,..,*/,*/,*/,*/
..REGION XIII (Caraga),Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..REGION XIII (Caraga),Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,10.00,10.00,..,*/,*/,*/,*/
..REGION XIII (Caraga),Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,305.00,200.00,386.67,297.22,377.06,*/,*/,*/,*/
..REGION XIII (Caraga),Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,2.00,2.00,2.00,..,*/,*/,*/,*/
....Agusan del Norte,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Norte,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Norte,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,218.80,..,..,218.80,..,*/,*/,*/,*/
....Agusan del Norte,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Norte,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Norte,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Norte,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Sur,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Sur,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Sur,Sheep for Slaughter,..,..,..,..,..,..,..,300.00,350.00,325.00,325.00,325.00,..,350.00,333.33,..,*/,*/,*/,*/
....Agusan del Sur,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Sur,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Sur,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,400.00,*/,*/,*/,*/
....Agusan del Sur,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Dinagat Islands,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Dinagat Islands,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Dinagat Islands,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Dinagat Islands,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Dinagat Islands,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Dinagat Islands,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Dinagat Islands,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Norte,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Norte,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,227.27,..,227.27,..,*/,*/,*/,*/
....Surigao del Norte,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Norte,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Norte,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,10.00,10.00,..,*/,*/,*/,*/
....Surigao del Norte,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,305.00,200.00,386.67,297.22,375.00,*/,*/,*/,*/
....Surigao del Norte,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,2.00,2.00,2.00,..,*/,*/,*/,*/
....Surigao del Sur,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Sur,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Sur,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Sur,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Sur,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Sur,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Sur,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Butuan,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Butuan,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Butuan,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Butuan,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Butuan,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Butuan,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Butuan,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Basilan,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Basilan,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Basilan,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Basilan,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Basilan,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Basilan,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Basilan,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Sur,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Sur,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Sur,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Sur,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Sur,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Sur,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Lanao del Sur,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Norte c/,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Norte c/,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Norte c/,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Norte c/,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Norte c/,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Norte c/,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Norte c/,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Sur c/,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Sur c/,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Sur c/,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Sur c/,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Sur c/,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Sur c/,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Maguindanao del Sur c/,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Sulu,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Tawi-tawi,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Tawi-tawi,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Tawi-tawi,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Tawi-tawi,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Tawi-tawi,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Tawi-tawi,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Tawi-tawi,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
