Geolocation,Type,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2023 Annual,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2024 Annual,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2025 Annual,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2026 Annual
....Bukidnon,Rabbit for Slaughter,..,..,..,340.00,340.00,350.00,300.00,300.00,300.00,312.50,300.00,300.00,300.00,300.00,300.00,250.00,*/,*/,*/,*/
....Bukidnon,Sheep for Slaughter,..,..,..,144.00,144.00,192.33,293.33,293.33,300.00,269.75,192.33,300.00,300.00,300.00,273.08,200.00,*/,*/,*/,*/
....Bukidnon,Goose for Dressing,..,..,..,..,..,350.00,220.00,250.00,250.00,267.50,206.67,206.67,206.67,206.67,206.67,200.00,*/,*/,*/,*/
....Bukidnon,Quail for Dressing,..,..,..,..,..,..,230.00,..,..,230.00,200.00,30.00,210.00,210.00,162.50,210.00,*/,*/,*/,*/
....Bukidnon,Turkey for Dressing,..,..,..,..,..,500.00,500.00,..,..,500.00,483.33,483.33,483.33,483.33,483.33,500.00,*/,*/,*/,*/
....Bukidnon,Quail Egg,..,..,..,..,..,..,2.50,..,..,2.50,2.50,2.50,2.50,2.50,2.50,2.50,*/,*/,*/,*/
....Camiguin,Horse for Slaughter,..,..,..,..,..,..,..,..,100.00,100.00,100.00,..,150.00,200.00,150.00,200.00,*/,*/,*/,*/
....Camiguin,Rabbit for Slaughter,..,..,..,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,225.00,*/,*/,*/,*/
....Camiguin,Sheep for Slaughter,..,..,..,350.00,350.00,..,..,350.00,..,350.00,..,..,..,..,..,..,*/,*/,*/,*/
....Camiguin,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,200.00,200.00,200.00,200.00,220.00,*/,*/,*/,*/
....Camiguin,Quail for Dressing,..,..,..,..,..,200.00,200.00,..,..,200.00,200.00,30.00,..,240.00,156.67,240.00,*/,*/,*/,*/
....Camiguin,Turkey for Dressing,..,..,..,..,..,600.00,..,..,..,600.00,600.00,600.00,600.00,600.00,600.00,600.00,*/,*/,*/,*/
....Camiguin,Quail Egg,..,..,..,2.50,2.50,..,..,..,..,..,3.00,3.00,3.00,3.00,3.00,3.00,*/,*/,*/,*/
....Lanao del Norte,Horse for Slaughter,..,..,..,200.00,200.00,200.00,150.00,200.00,200.00,187.50,186.67,190.00,190.00,190.00,189.17,185.00,*/,*/,*/,*/
....Lanao del Norte,Rabbit for Slaughter,..,..,..,325.00,325.00,350.00,130.00,325.00,250.00,263.75,250.00,250.00,250.00,250.00,250.00,250.00,*/,*/,*/,*/
....Lanao del Norte,Sheep for Slaughter,..,..,..,250.00,250.00,..,210.00,260.00,246.67,238.89,240.00,240.00,240.00,243.33,240.83,240.00,*/,*/,*/,*/
....Lanao del Norte,Goose for Dressing,..,..,..,..,..,..,..,..,255.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,*/,*/,*/,*/
....Lanao del Norte,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,210.00,30.00,210.00,210.00,165.00,210.00,*/,*/,*/,*/
....Lanao del Norte,Turkey for Dressing,..,..,..,..,..,750.00,..,..,..,750.00,350.00,350.00,350.00,350.00,350.00,350.00,*/,*/,*/,*/
....Lanao del Norte,Quail Egg,..,..,..,..,..,..,..,..,..,..,2.00,2.00,2.00,2.00,2.00,2.00,*/,*/,*/,*/
....Misamis Occidental,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,130.00,130.00,..,*/,*/,*/,*/
....Misamis Occidental,Rabbit for Slaughter,..,..,..,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,308.33,300.00,302.08,306.67,*/,*/,*/,*/
....Misamis Occidental,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Misamis Occidental,Goose for Dressing,..,..,..,..,..,..,..,..,250.00,250.00,266.67,260.00,260.00,260.00,261.67,270.00,*/,*/,*/,*/
....Misamis Occidental,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,35.00,..,190.00,112.50,183.33,*/,*/,*/,*/
....Misamis Occidental,Turkey for Dressing,..,..,..,500.00,500.00,400.00,..,..,..,400.00,466.67,400.00,458.33,458.33,445.83,468.33,*/,*/,*/,*/
....Misamis Occidental,Quail Egg,..,..,..,..,..,..,..,..,..,..,1.58,1.67,1.92,1.92,1.77,1.75,*/,*/,*/,*/
....Misamis Oriental,Horse for Slaughter,..,..,..,..,..,..,150.00,150.00,150.00,150.00,125.00,130.00,..,153.33,136.11,..,*/,*/,*/,*/
....Misamis Oriental,Rabbit for Slaughter,..,..,..,..,..,..,350.00,350.00,300.00,333.33,380.00,350.00,333.33,300.00,340.83,386.67,*/,*/,*/,*/
....Misamis Oriental,Sheep for Slaughter,..,..,..,..,..,..,200.00,300.00,251.43,250.48,260.00,326.67,250.00,226.67,265.83,193.33,*/,*/,*/,*/
....Misamis Oriental,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,150.00,293.33,206.67,206.67,214.17,208.33,*/,*/,*/,*/
....Misamis Oriental,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,210.00,..,..,200.00,205.00,..,*/,*/,*/,*/
....Misamis Oriental,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,545.00,230.00,350.00,350.00,368.75,400.00,*/,*/,*/,*/
....Misamis Oriental,Quail Egg,..,..,..,..,..,..,..,..,..,..,3.00,..,4.00,2.50,3.17,3.00,*/,*/,*/,*/
..REGION XI (DAVAO REGION),Horse for Slaughter,..,..,125.00,150.00,135.00,165.00,175.75,183.83,135.00,173.65,178.35,145.01,182.71,179.65,171.43,213.72,*/,*/,*/,*/
..REGION XI (DAVAO REGION),Rabbit for Slaughter,..,..,350.00,283.33,316.67,287.50,300.00,310.00,312.50,302.50,276.22,218.74,281.39,338.52,278.72,195.06,*/,*/,*/,*/
..REGION XI (DAVAO REGION),Sheep for Slaughter,..,..,250.00,250.00,250.00,..,221.33,201.67,233.06,218.69,258.10,224.75,215.98,214.02,228.21,242.06,*/,*/,*/,*/
..REGION XI (DAVAO REGION),Goose for Dressing,..,..,..,..,..,300.00,..,..,150.00,225.00,241.96,264.28,180.20,238.42,231.22,251.63,*/,*/,*/,*/
..REGION XI (DAVAO REGION),Quail for Dressing,..,..,..,60.00,60.00,60.00,60.00,60.00,60.00,60.00,69.24,87.22,170.16,192.55,129.79,61.95,*/,*/,*/,*/
..REGION XI (DAVAO REGION),Turkey for Dressing,334.09,473.49,347.50,303.33,364.60,316.87,350.00,350.00,306.52,330.85,365.21,354.49,211.70,345.76,319.29,357.49,*/,*/,*/,*/
..REGION XI (DAVAO REGION),Quail Egg,..,..,..,..,..,..,..,..,..,..,1.77,1.79,1.77,1.83,1.79,1.95,*/,*/,*/,*/
....Davao de Oro,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao de Oro,Rabbit for Slaughter,..,..,350.00,..,350.00,..,350.00,350.00,400.00,366.67,250.00,350.00,400.00,400.00,350.00,250.00,*/,*/,*/,*/
....Davao de Oro,Sheep for Slaughter,..,..,..,..,..,..,200.00,200.00,216.67,205.56,250.00,250.00,250.00,250.00,250.00,250.00,*/,*/,*/,*/
....Davao de Oro,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,250.00,250.00,250.00,250.00,250.00,266.67,*/,*/,*/,*/
....Davao de Oro,Quail for Dressing,..,..,..,..,..,..,..,60.00,60.00,60.00,100.00,150.00,120.00,150.00,130.00,..,*/,*/,*/,*/
....Davao de Oro,Turkey for Dressing,..,500.00,500.00,..,500.00,300.00,..,350.00,350.00,333.33,400.00,350.00,400.00,350.00,375.00,383.33,*/,*/,*/,*/
....Davao de Oro,Quail Egg,..,..,..,..,..,..,..,..,..,..,2.00,2.00,2.00,2.00,2.00,2.50,*/,*/,*/,*/
....Davao del Norte,Horse for Slaughter,..,..,..,..,..,..,151.50,151.50,160.00,154.33,150.00,150.00,..,..,150.00,..,*/,*/,*/,*/
....Davao del Norte,Rabbit for Slaughter,..,..,350.00,150.00,250.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,350.00,200.00,150.00,*/,*/,*/,*/
....Davao del Norte,Sheep for Slaughter,..,..,..,280.00,280.00,..,250.00,200.00,200.00,216.67,250.00,260.00,192.52,200.00,225.63,261.67,*/,*/,*/,*/
....Davao del Norte,Goose for Dressing,..,..,..,..,..,300.00,..,..,..,300.00,150.00,350.00,150.00,250.00,225.00,203.33,*/,*/,*/,*/
....Davao del Norte,Quail for Dressing,..,..,..,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,90.00,175.00,200.00,131.25,60.00,*/,*/,*/,*/
....Davao del Norte,Turkey for Dressing,334.09,..,240.00,300.00,291.36,350.00,350.00,350.00,300.00,337.50,350.00,350.00,170.00,350.00,305.00,366.67,*/,*/,*/,*/
....Davao del Norte,Quail Egg,..,..,..,..,..,..,..,..,..,..,1.70,1.70,1.70,1.82,1.73,1.87,*/,*/,*/,*/
....Davao del Sur,Horse for Slaughter,..,..,..,200.00,200.00,200.00,200.00,200.00,..,200.00,266.67,..,200.00,200.00,222.22,300.00,*/,*/,*/,*/
....Davao del Sur,Rabbit for Slaughter,..,..,350.00,350.00,350.00,300.00,300.00,350.00,350.00,325.00,350.00,333.33,323.33,350.00,339.17,333.33,*/,*/,*/,*/
....Davao del Sur,Sheep for Slaughter,..,..,..,350.00,350.00,..,196.67,193.33,250.00,213.33,213.33,121.67,123.33,123.33,145.42,220.00,*/,*/,*/,*/
....Davao del Sur,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,200.00,350.00,200.00,200.00,237.50,200.00,*/,*/,*/,*/
....Davao del Sur,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,100.00,90.00,150.00,100.00,110.00,100.00,*/,*/,*/,*/
....Davao del Sur,Turkey for Dressing,..,370.00,..,..,370.00,180.00,..,..,300.00,240.00,350.00,450.00,383.33,350.00,383.33,350.00,*/,*/,*/,*/
....Davao del Sur,Quail Egg,..,..,..,..,..,..,..,..,..,..,2.50,..,2.00,2.00,2.17,2.00,*/,*/,*/,*/
....Davao Occidental,Horse for Slaughter,..,..,120.00,120.00,120.00,..,..,200.00,110.00,155.00,120.00,131.67,176.67,176.67,151.25,175.00,*/,*/,*/,*/
....Davao Occidental,Rabbit for Slaughter,..,..,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,150.00,286.67,303.33,350.00,272.50,350.00,*/,*/,*/,*/
....Davao Occidental,Sheep for Slaughter,..,..,..,250.00,250.00,..,210.00,200.00,276.67,228.89,296.67,120.00,250.00,250.00,229.17,250.00,*/,*/,*/,*/
....Davao Occidental,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,180.00,190.00,180.00,180.00,182.50,180.00,*/,*/,*/,*/
....Davao Occidental,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,90.00,200.00,200.00,163.33,..,*/,*/,*/,*/
....Davao Occidental,Turkey for Dressing,..,..,300.00,260.00,280.00,300.00,..,..,300.00,300.00,400.00,350.00,306.67,323.33,345.00,323.33,*/,*/,*/,*/
....Davao Occidental,Quail Egg,..,..,..,..,..,..,..,..,..,..,2.00,2.00,2.00,2.00,2.00,2.00,*/,*/,*/,*/
....Davao Oriental,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Davao Oriental,Rabbit for Slaughter,..,..,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,366.67,354.17,293.33,*/,*/,*/,*/
....Davao Oriental,Sheep for Slaughter,..,..,250.00,250.00,250.00,..,250.00,250.00,250.00,250.00,260.00,253.33,253.33,230.00,249.17,266.67,*/,*/,*/,*/
....Davao Oriental,Goose for Dressing,..,..,..,..,..,..,..,..,150.00,150.00,170.00,113.33,100.00,96.67,120.00,103.33,*/,*/,*/,*/
....Davao Oriental,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,100.00,90.00,90.00,..,93.33,..,*/,*/,*/,*/
....Davao Oriental,Turkey for Dressing,..,..,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,*/,*/,*/,*/
....Davao Oriental,Quail Egg,..,..,..,..,..,..,..,..,..,..,2.00,2.00,2.00,2.00,2.00,2.00,*/,*/,*/,*/
....City of Davao,Horse for Slaughter,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,150.00,146.67,150.00,148.89,160.67,*/,*/,*/,*/
....City of Davao,Rabbit for Slaughter,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,243.33,193.33,206.67,214.44,..,*/,*/,*/,*/
....City of Davao,Sheep for Slaughter,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,180.00,200.00,213.33,197.78,200.00,*/,*/,*/,*/
....City of Davao,Goose for Dressing,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,..,..,..,..,..,*/,*/,*/,*/
....City of Davao,Quail for Dressing,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,50.00,..,200.00,125.00,200.00,*/,*/,*/,*/
....City of Davao,Turkey for Dressing,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,213.33,173.33,188.33,191.67,190.00,*/,*/,*/,*/
....City of Davao,Quail Egg,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,2/,1.00,1.50,2.00,1.50,2.00,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Horse for Slaughter,..,..,40.00,64.00,52.00,70.00,67.50,85.00,85.00,76.88,92.78,171.88,145.27,138.86,137.20,127.33,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Rabbit for Slaughter,..,..,350.00,337.50,343.75,250.00,300.00,262.50,305.00,279.38,280.55,263.88,259.01,258.27,265.43,258.53,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Sheep for Slaughter,..,..,200.00,195.00,197.50,206.67,234.65,246.25,256.67,236.06,227.43,227.33,228.36,214.81,224.48,209.25,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Goose for Dressing,200.00,200.88,200.00,..,200.29,257.50,250.00,250.00,245.00,250.63,227.12,258.29,252.08,245.15,245.66,248.63,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Quail for Dressing,..,..,..,..,..,103.33,110.00,..,..,106.67,60.45,88.66,123.12,78.47,87.68,78.25,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Turkey for Dressing,295.69,251.92,325.00,350.00,305.65,300.00,300.00,331.51,400.00,332.88,326.47,320.85,283.55,288.01,304.72,270.37,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Quail Egg,..,..,..,..,..,..,..,..,..,..,1.66,1.86,1.84,1.85,1.80,1.98,*/,*/,*/,*/
....Cotabato,Horse for Slaughter,..,..,..,50.00,50.00,60.00,50.00,50.00,50.00,52.50,50.00,50.00,50.00,50.00,50.00,70.00,*/,*/,*/,*/
....Cotabato,Rabbit for Slaughter,..,..,..,350.00,350.00,250.00,300.00,250.00,300.00,275.00,300.00,300.00,300.00,300.00,300.00,300.00,*/,*/,*/,*/
....Cotabato,Sheep for Slaughter,..,..,..,200.00,200.00,206.67,207.50,250.00,250.00,228.54,223.33,220.00,220.00,223.33,221.67,216.67,*/,*/,*/,*/
....Cotabato,Goose for Dressing,..,..,..,..,..,250.00,250.00,250.00,250.00,250.00,250.00,250.00,266.67,250.00,254.17,250.00,*/,*/,*/,*/
....Cotabato,Quail for Dressing,..,..,..,..,..,110.00,..,..,..,110.00,110.00,125.00,125.00,125.00,121.25,83.33,*/,*/,*/,*/
....Cotabato,Turkey for Dressing,..,..,..,..,..,350.00,350.00,322.17,350.00,343.04,350.00,350.00,350.00,366.67,354.17,350.00,*/,*/,*/,*/
....Cotabato,Quail Egg,..,..,..,..,..,..,..,..,..,..,1.70,1.75,1.75,1.75,1.74,1.80,*/,*/,*/,*/
....Sarangani,Horse for Slaughter,..,..,..,70.00,70.00,70.00,70.00,150.00,150.00,110.00,150.00,150.00,150.00,150.00,150.00,150.00,*/,*/,*/,*/
....Sarangani,Rabbit for Slaughter,..,..,..,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,*/,*/,*/,*/
....Sarangani,Sheep for Slaughter,..,..,..,175.00,175.00,..,231.11,230.00,230.00,230.37,230.00,230.00,230.00,230.00,230.00,230.00,*/,*/,*/,*/
....Sarangani,Goose for Dressing,..,..,..,..,..,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,*/,*/,*/,*/
....Sarangani,Quail for Dressing,..,..,..,..,..,100.00,100.00,..,..,100.00,100.00,100.00,100.00,100.00,100.00,100.00,*/,*/,*/,*/
....Sarangani,Turkey for Dressing,..,..,..,..,..,350.00,350.00,350.00,400.00,362.50,400.00,350.00,350.00,350.00,362.50,400.00,*/,*/,*/,*/
....Sarangani,Quail Egg,..,..,..,..,..,..,..,..,..,..,1.80,1.80,1.80,1.80,1.80,1.80,*/,*/,*/,*/
....South Cotabato,Horse for Slaughter,..,..,..,90.00,90.00,90.00,100.00,90.00,90.00,92.50,91.67,190.00,150.00,150.00,145.42,150.00,*/,*/,*/,*/
....South Cotabato,Rabbit for Slaughter,..,..,..,300.00,300.00,150.00,250.00,150.00,250.00,200.00,259.67,250.00,250.00,250.00,252.42,250.00,*/,*/,*/,*/
....South Cotabato,Sheep for Slaughter,..,..,..,200.00,200.00,..,200.00,215.00,240.00,218.33,226.67,230.00,230.00,200.00,221.67,193.33,*/,*/,*/,*/
....South Cotabato,Goose for Dressing,200.00,210.00,200.00,..,203.33,300.00,200.00,250.00,200.00,237.50,283.33,280.00,250.00,250.00,265.83,250.00,*/,*/,*/,*/
....South Cotabato,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,110.00,75.00,50.00,63.33,74.58,75.00,*/,*/,*/,*/
....South Cotabato,Turkey for Dressing,295.69,251.92,300.00,350.00,299.40,300.00,300.00,250.00,300.00,287.50,500.00,309.85,250.00,250.00,327.46,250.00,*/,*/,*/,*/
....South Cotabato,Quail Egg,..,..,..,..,..,..,..,..,..,..,1.80,2.00,2.00,2.00,1.95,2.00,*/,*/,*/,*/
....Sultan Kudarat,Horse for Slaughter,..,..,40.00,46.00,43.00,60.00,50.00,50.00,50.00,52.50,50.00,93.33,156.00,66.67,91.50,70.00,*/,*/,*/,*/
....Sultan Kudarat,Rabbit for Slaughter,..,..,350.00,350.00,350.00,250.00,300.00,300.00,320.00,292.50,300.00,260.00,253.33,250.00,265.83,260.00,*/,*/,*/,*/
....Sultan Kudarat,Sheep for Slaughter,..,..,200.00,205.00,202.50,..,300.00,290.00,306.67,298.89,276.67,236.67,250.00,250.00,253.33,270.00,*/,*/,*/,*/
....Sultan Kudarat,Goose for Dressing,..,200.00,..,..,200.00,280.00,280.00,300.00,330.00,297.50,200.00,270.00,246.67,250.00,241.67,300.00,*/,*/,*/,*/
....Sultan Kudarat,Quail for Dressing,..,..,..,..,..,100.00,120.00,..,..,110.00,50.00,123.33,..,43.33,72.22,55.00,*/,*/,*/,*/
....Sultan Kudarat,Turkey for Dressing,..,..,350.00,..,350.00,350.00,300.00,350.00,350.00,337.50,300.00,316.67,..,283.33,300.00,290.00,*/,*/,*/,*/
....Sultan Kudarat,Quail Egg,..,..,..,..,..,..,..,..,..,..,1.60,1.72,1.73,1.75,1.70,2.50,*/,*/,*/,*/
..REGION XIII (Caraga),Horse for Slaughter,..,..,..,100.00,100.00,..,..,..,..,..,85.00,..,..,..,85.00,..,*/,*/,*/,*/
..REGION XIII (Caraga),Rabbit for Slaughter,..,..,..,..,..,250.00,458.00,..,..,354.00,250.00,250.00,249.81,250.00,249.95,223.40,*/,*/,*/,*/
..REGION XIII (Caraga),Sheep for Slaughter,..,..,..,..,..,280.00,..,..,..,280.00,..,319.38,350.00,350.78,340.05,..,*/,*/,*/,*/
..REGION XIII (Caraga),Goose for Dressing,..,..,350.00,..,350.00,350.00,350.00,300.00,350.00,337.50,300.00,350.00,450.00,414.30,378.57,389.80,*/,*/,*/,*/
..REGION XIII (Caraga),Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,75.00,75.00,79.48,*/,*/,*/,*/
..REGION XIII (Caraga),Turkey for Dressing,..,250.00,500.00,400.00,383.33,500.00,500.00,425.00,425.00,462.50,423.45,379.69,364.37,427.13,398.66,457.21,*/,*/,*/,*/
..REGION XIII (Caraga),Quail Egg,..,..,2.00,..,2.00,2.00,2.00,2.00,2.00,2.00,2.10,2.22,2.35,2.46,2.28,2.33,*/,*/,*/,*/
....Agusan del Norte,Horse for Slaughter,..,..,..,100.00,100.00,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Norte,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Norte,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Norte,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Norte,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Norte,Turkey for Dressing,..,..,..,350.00,350.00,..,..,..,..,..,420.00,380.00,350.00,..,383.33,500.00,*/,*/,*/,*/
....Agusan del Norte,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,2.00,2.50,2.50,2.33,2.91,*/,*/,*/,*/
....Agusan del Sur,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Agusan del Sur,Rabbit for Slaughter,..,..,..,..,..,250.00,250.00,..,..,250.00,250.00,250.00,250.00,250.00,250.00,223.33,*/,*/,*/,*/
....Agusan del Sur,Sheep for Slaughter,..,..,..,..,..,280.00,..,..,..,280.00,..,325.00,350.00,366.67,347.22,..,*/,*/,*/,*/
....Agusan del Sur,Goose for Dressing,..,..,350.00,..,350.00,350.00,350.00,350.00,350.00,350.00,300.00,350.00,450.00,416.67,379.17,400.00,*/,*/,*/,*/
....Agusan del Sur,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,75.00,75.00,70.00,*/,*/,*/,*/
....Agusan del Sur,Turkey for Dressing,..,..,500.00,450.00,475.00,500.00,500.00,500.00,425.00,481.25,450.00,360.00,500.00,433.33,435.83,450.00,*/,*/,*/,*/
....Agusan del Sur,Quail Egg,..,..,..,..,..,..,2.00,..,..,2.00,2.00,2.00,2.00,2.00,2.00,2.00,*/,*/,*/,*/
....Dinagat Islands,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,85.00,..,..,..,85.00,..,*/,*/,*/,*/
....Dinagat Islands,Rabbit for Slaughter,..,..,..,..,..,..,666.00,..,..,666.00,..,..,200.00,250.00,225.00,250.00,*/,*/,*/,*/
....Dinagat Islands,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,250.00,..,220.00,235.00,..,*/,*/,*/,*/
....Dinagat Islands,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,300.00,300.00,300.00,*/,*/,*/,*/
....Dinagat Islands,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Dinagat Islands,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,350.00,350.00,350.00,350.00,*/,*/,*/,*/
....Dinagat Islands,Quail Egg,..,..,2.00,..,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,*/,*/,*/,*/
....Surigao del Norte,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Norte,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Norte,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Norte,Goose for Dressing,..,..,..,..,..,..,..,250.00,..,250.00,..,..,..,..,..,133.33,*/,*/,*/,*/
....Surigao del Norte,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,119.00,*/,*/,*/,*/
....Surigao del Norte,Turkey for Dressing,..,250.00,..,..,250.00,..,..,350.00,..,350.00,400.00,376.67,316.67,366.67,365.00,400.00,*/,*/,*/,*/
....Surigao del Norte,Quail Egg,..,..,..,..,..,..,..,..,..,..,2.50,3.00,2.83,3.00,2.83,3.00,*/,*/,*/,*/
....Surigao del Sur,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Sur,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Sur,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Sur,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,290.67,*/,*/,*/,*/
....Surigao del Sur,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Sur,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....Surigao del Sur,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Butuan,Horse for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Butuan,Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Butuan,Sheep for Slaughter,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Butuan,Goose for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Butuan,Quail for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Butuan,Turkey for Dressing,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,*/,*/,*/,*/
....City of Butuan,Quail Egg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.00,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Horse for Slaughter,..,..,..,..,..,..,110.00,..,..,110.00,..,110.00,120.00,120.88,116.96,146.49,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Rabbit for Slaughter,..,..,..,..,..,..,..,..,..,..,350.00,350.00,315.38,303.33,329.68,350.00,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Sheep for Slaughter,..,..,250.00,..,250.00,250.00,250.00,300.00,235.00,258.75,233.33,302.59,311.18,165.33,253.11,195.22,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Goose for Dressing,723.08,..,225.52,..,474.30,..,..,334.12,330.00,332.06,325.00,325.00,307.67,300.00,314.42,303.23,*/,*/,*/,*/
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Quail for Dressing,..,..,..,..,..,..,..,..,..,..,118.00,..,..,..,118.00,..,*/,*/,*/,*/
