Geolocation,Type,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
....Davao del Sur,Layer Chicken,120.48,120.48,120.48,110.00,110.00,120.00,170.00,170.00,170.00,120.00,120.00,120.00,130.95,120.00,120.00,120.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao del Sur,Native/Improved Chicken,200.31,200.39,198.40,200.08,199.34,200.00,180.00,180.00,180.00,180.00,180.00,180.00,189.88,205.04,205.08,206.13,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao del Sur,Duck,140.96,143.01,150.00,150.00,150.00,150.00,100.00,100.00,100.00,101.56,101.56,101.56,124.05,137.25,150.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao del Sur,"Chicken egg, Layer",7.00,7.29,7.32,7.68,7.71,7.82,6.79,6.79,6.79,7.06,7.06,7.06,7.20,5.30,5.30,5.30,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao del Sur,"Chicken egg, Native",7.15,7.50,7.50,9.00,9.00,9.00,7.00,7.00,7.00,7.00,7.00,7.00,7.60,7.32,7.50,7.50,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao del Sur,Duck egg,8.54,9.07,9.07,..,..,..,5.00,5.00,5.00,5.00,5.00,5.00,6.30,5.00,5.00,5.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,Carabao for Slaughter,115.00,120.00,125.00,125.00,125.00,130.00,150.00,150.07,164.90,160.00,160.00,165.00,140.83,160.00,160.00,160.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,Cattle for Slaughter,218.30,224.92,230.16,230.32,230.32,230.32,209.94,204.95,209.94,210.00,210.00,220.00,219.10,210.00,210.00,210.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,Goat for Slaughter,220.34,234.24,240.34,263.92,264.20,263.92,223.43,218.89,219.91,219.84,219.84,220.24,234.09,264.29,188.48,216.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,Hog for Slaughter,185.00,229.23,235.03,196.63,202.73,206.63,205.15,210.00,200.15,190.52,190.52,190.52,203.51,174.72,158.82,169.67,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,Broiler Chicken,161.00,152.01,161.00,158.69,158.69,158.69,140.00,130.00,130.00,130.00,130.00,130.46,145.05,130.00,150.00,117.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,Gamefowl for Other Purposes,2800.00,2800.00,2800.00,..,..,..,500.00,500.00,500.00,500.00,500.00,500.00,1266.67,..,1546.58,2000.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,Gamefowl for Dressing,160.00,165.00,150.00,200.00,200.00,200.00,300.00,300.00,300.00,300.00,300.00,300.00,239.58,300.00,300.00,300.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,Layer Chicken,..,..,..,85.00,85.00,85.00,85.00,85.00,85.00,120.00,120.00,130.00,97.78,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,Native/Improved Chicken,185.00,195.00,195.00,190.00,190.00,190.00,199.50,198.47,199.05,200.23,199.31,202.42,195.33,189.50,196.58,202.35,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,Duck,156.00,150.00,160.00,160.00,165.00,160.00,145.00,200.00,150.00,145.00,145.00,180.00,159.67,152.08,155.64,158.92,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,"Chicken egg, Layer",7.30,7.30,7.30,8.65,8.65,8.65,6.94,6.60,6.60,6.82,6.45,6.45,7.31,7.62,7.49,6.89,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,"Chicken egg, Native",8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,6.04,6.72,7.30,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Occidental,Duck egg,12.88,12.88,12.88,12.50,12.50,12.50,12.00,12.00,12.00,12.00,12.00,12.00,12.34,12.00,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Carabao for Slaughter,150.00,150.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,130.00,130.00,140.00,140.00,150.00,150.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Cattle for Slaughter,229.07,198.75,199.81,198.41,200.00,200.00,198.97,199.44,200.00,200.00,199.65,219.29,203.62,200.00,200.00,219.99,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Goat for Slaughter,299.74,279.85,299.74,299.81,299.81,200.56,250.00,250.00,280.01,230.01,249.99,250.00,265.79,300.00,284.97,279.98,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Hog for Slaughter,219.79,214.81,229.67,260.00,180.00,199.99,249.99,218.44,200.00,170.00,196.92,250.00,215.80,182.00,180.00,180.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Broiler Chicken,110.04,95.17,90.26,100.00,110.00,100.00,100.00,100.00,100.00,109.92,99.92,100.00,101.28,..,100.00,100.04,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2305.68,2500.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Gamefowl for Dressing,2200.00,1500.00,1800.00,1800.00,1500.00,1500.00,350.00,350.00,350.00,300.00,300.00,350.00,1025.00,300.00,280.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Layer Chicken,120.00,90.00,70.00,100.00,100.00,100.00,110.00,110.00,110.00,79.00,73.00,73.00,94.58,106.67,106.67,106.67,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Native/Improved Chicken,243.84,244.51,244.26,220.00,220.00,250.00,230.00,230.00,250.00,238.49,243.63,237.11,237.65,256.90,254.87,261.53,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Duck,150.00,150.00,130.00,130.00,130.00,130.00,150.00,150.00,180.00,100.00,150.00,100.00,137.50,180.87,180.87,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,"Chicken egg, Layer",7.23,7.22,7.10,7.18,7.12,7.15,7.26,7.26,7.26,6.70,6.69,6.69,7.07,7.01,6.92,6.89,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,"Chicken egg, Native",..,..,..,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.87,11.13,10.91,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Davao Oriental,Duck egg,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Carabao for Slaughter,..,..,..,130.00,130.00,130.00,150.00,150.00,160.00,160.00,160.00,170.00,148.89,160.00,160.00,160.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Cattle for Slaughter,146.36,150.39,153.30,151.55,151.40,151.68,171.61,179.90,179.87,170.07,175.14,175.20,163.04,175.06,175.06,175.06,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Goat for Slaughter,..,..,..,220.00,220.00,220.00,..,..,..,250.00,280.00,280.00,245.00,280.00,280.00,280.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Hog for Slaughter,177.19,167.72,158.64,187.43,187.31,184.66,182.92,191.11,191.60,184.59,185.10,188.82,182.26,176.70,183.80,186.36,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Broiler Chicken,..,..,..,..,150.00,..,150.00,150.00,150.00,..,165.95,160.00,154.32,160.00,150.00,150.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Gamefowl for Other Purposes,7600.00,6000.00,10000.00,3966.59,3785.33,3791.67,3283.63,3712.72,3641.82,7496.53,8496.53,8328.71,5841.96,4300.00,1000.00,5000.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Gamefowl for Dressing,..,..,..,180.00,180.00,180.00,100.33,100.33,100.33,140.39,150.39,150.39,142.46,150.00,150.00,160.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Layer Chicken,..,..,..,90.00,90.00,100.00,95.00,77.46,85.00,..,80.00,76.41,86.73,83.75,80.00,80.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Native/Improved Chicken,..,..,..,207.82,194.75,241.03,210.00,210.00,210.00,..,..,200.00,210.51,188.63,208.40,230.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Duck,150.00,150.00,150.00,135.08,140.05,140.05,150.18,150.35,150.35,150.02,150.02,160.01,148.01,160.07,130.07,130.07,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,"Chicken egg, Layer",7.00,7.29,7.32,7.53,7.53,7.66,6.16,6.19,6.36,6.15,6.13,6.02,6.78,6.60,6.59,6.56,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,"Chicken egg, Native",..,..,..,10.00,10.00,10.00,10.00,10.50,10.50,10.00,12.50,12.50,10.67,10.72,10.72,10.72,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....City of Davao,Duck egg,10.00,10.00,10.00,8.93,8.93,8.93,8.42,8.42,8.42,9.52,9.52,9.52,9.22,10.05,10.05,10.05,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Carabao for Slaughter,159.68,160.74,158.90,159.55,160.99,159.72,159.97,162.05,162.06,156.25,152.38,164.97,159.77,169.85,167.74,173.17,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Cattle for Slaughter,178.11,169.68,164.56,176.29,179.09,185.09,179.78,175.53,184.85,176.36,180.64,180.85,177.57,183.46,180.13,185.85,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Goat for Slaughter,206.23,227.76,255.64,191.33,208.24,204.23,208.42,200.48,201.02,218.97,193.66,215.28,210.94,219.31,209.25,220.27,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Hog for Slaughter,190.96,195.47,203.19,188.68,193.08,190.88,157.97,157.64,154.67,148.50,152.62,163.01,174.72,147.29,149.16,152.63,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Broiler Chicken,151.16,147.53,145.38,119.95,120.07,120.06,98.01,97.15,97.16,96.88,97.86,103.60,116.23,100.03,104.48,100.39,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Gamefowl for Other Purposes,3000.00,3000.00,3500.00,2642.86,2642.86,2642.86,3500.00,3500.00,3500.00,3618.04,3440.68,4027.83,3251.26,3975.37,3975.37,3041.77,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Gamefowl for Dressing,215.69,221.42,225.38,231.69,231.69,239.86,286.58,287.78,286.14,227.59,232.07,232.07,243.16,251.07,251.07,251.07,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Layer Chicken,88.98,88.98,88.98,81.25,81.47,81.30,76.48,76.67,76.91,66.50,66.27,66.75,78.38,88.05,93.00,94.26,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Native/Improved Chicken,217.05,221.34,224.57,219.07,221.29,218.60,219.78,217.14,226.54,222.81,221.07,224.07,221.11,219.40,228.96,229.60,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Duck,200.22,203.04,207.25,208.09,205.31,206.58,226.52,229.90,232.61,206.19,209.19,220.91,212.99,229.27,248.85,229.81,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),"Chicken egg, Layer",7.02,7.15,7.48,7.10,7.18,7.41,7.04,7.06,7.05,6.52,6.47,6.54,7.00,6.19,6.12,6.29,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),"Chicken egg, Native",8.87,8.81,8.89,9.13,9.24,9.24,9.36,9.36,9.36,8.60,8.60,8.60,9.01,9.13,9.10,9.24,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XII (SOCCSKSARGEN),Duck egg,10.41,10.14,10.97,10.59,10.63,10.93,10.51,10.51,10.51,11.13,11.13,11.53,10.75,9.83,10.05,9.05,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cotabato,Carabao for Slaughter,129.92,130.03,130.06,129.55,129.55,130.30,129.96,131.21,129.96,129.92,120.00,149.83,130.86,140.07,130.00,149.93,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cotabato,Cattle for Slaughter,180.06,160.14,140.06,160.24,170.12,180.00,170.60,160.13,183.07,170.00,180.00,180.48,169.57,180.11,170.17,180.11,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cotabato,Goat for Slaughter,200.00,240.00,280.00,200.92,233.34,220.01,230.15,230.09,220.02,250.00,200.09,250.04,229.56,250.00,230.03,250.05,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cotabato,Hog for Slaughter,197.40,202.97,240.00,161.09,180.00,189.46,181.78,180.00,169.98,130.27,149.73,180.00,180.22,150.50,160.00,143.10,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cotabato,Broiler Chicken,116.11,116.11,116.11,116.75,97.22,110.97,113.45,103.95,103.95,96.27,102.11,116.71,109.14,100.72,100.29,100.37,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cotabato,Gamefowl for Other Purposes,..,..,..,1500.00,1500.00,1500.00,..,..,..,..,350.00,..,1212.50,..,..,..,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cotabato,Gamefowl for Dressing,224.81,226.30,233.47,250.00,250.00,250.00,250.00,260.00,250.00,250.00,250.00,250.00,245.38,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cotabato,Layer Chicken,120.30,120.30,120.30,110.58,120.44,110.58,111.75,121.31,121.31,121.23,108.44,135.61,118.51,83.65,95.82,85.86,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cotabato,Native/Improved Chicken,224.81,226.30,233.47,221.54,218.81,219.08,211.60,206.58,219.10,226.06,220.94,220.55,220.74,244.54,246.41,244.32,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cotabato,Duck,200.00,208.79,200.00,203.77,210.00,215.00,250.00,265.86,250.00,191.67,200.00,210.40,217.12,216.67,212.57,209.57,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cotabato,"Chicken egg, Layer",7.52,7.75,7.86,7.87,7.87,7.88,7.50,7.69,7.71,7.19,7.18,7.18,7.60,6.78,6.81,6.99,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cotabato,"Chicken egg, Native",10.50,10.17,10.50,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.10,9.36,9.17,10.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Cotabato,Duck egg,10.75,11.33,11.33,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.28,12.00,12.00,10.50,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sarangani,Carabao for Slaughter,200.00,200.00,200.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,185.00,200.00,200.00,200.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sarangani,Cattle for Slaughter,182.09,181.99,182.05,191.60,191.60,191.60,190.05,190.05,190.05,200.07,200.07,200.07,190.94,200.45,200.45,200.45,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sarangani,Goat for Slaughter,239.87,230.00,230.00,229.92,229.92,239.85,229.94,229.94,229.94,232.09,220.30,230.10,230.99,230.00,230.00,240.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sarangani,Hog for Slaughter,180.01,190.01,180.01,180.01,189.99,189.97,169.98,160.00,150.02,175.67,181.60,173.73,176.75,179.95,184.94,183.37,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sarangani,Broiler Chicken,140.88,131.75,131.75,120.06,130.06,130.06,110.00,110.00,110.00,92.86,100.31,110.25,118.17,99.03,100.04,104.37,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sarangani,Gamefowl for Other Purposes,..,..,..,3500.00,3500.00,3500.00,3500.00,3500.00,3500.00,3750.00,3500.00,3500.00,3527.78,3509.04,3509.04,3509.04,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sarangani,Gamefowl for Dressing,200.00,200.00,200.00,220.00,220.00,220.00,250.00,250.00,250.00,250.33,250.33,250.33,230.08,269.93,269.93,269.93,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sarangani,Layer Chicken,90.00,90.00,90.00,..,..,..,90.00,90.00,90.00,70.00,70.00,70.00,83.33,90.00,90.00,90.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sarangani,Native/Improved Chicken,200.01,200.01,200.01,220.01,220.01,220.01,219.99,219.99,219.99,213.83,203.12,213.04,212.50,182.42,188.65,193.33,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sarangani,Duck,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,220.00,220.00,220.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sarangani,"Chicken egg, Layer",7.04,7.04,7.04,7.12,7.12,7.12,6.83,6.83,6.83,6.33,6.33,6.33,6.83,6.33,6.33,6.33,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sarangani,"Chicken egg, Native",..,..,..,9.00,9.50,9.50,9.50,9.50,9.50,9.50,9.50,9.50,9.44,8.75,8.75,8.75,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sarangani,Duck egg,10.50,10.50,11.00,10.50,10.50,10.50,10.17,10.17,10.17,10.17,10.17,10.17,10.37,10.67,10.67,10.67,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....South Cotabato,Carabao for Slaughter,165.00,170.00,170.00,170.00,170.01,170.01,170.00,170.00,170.00,170.00,170.00,170.00,169.58,165.00,165.00,170.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....South Cotabato,Cattle for Slaughter,184.80,185.16,184.69,186.15,185.26,190.57,190.09,190.09,190.09,180.30,180.30,180.30,185.65,179.88,179.88,186.06,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....South Cotabato,Goat for Slaughter,220.00,230.00,230.00,175.27,175.32,180.34,175.01,160.74,175.01,195.44,180.03,180.03,189.77,170.11,166.78,170.12,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....South Cotabato,Hog for Slaughter,191.30,192.12,192.99,198.42,195.84,192.03,149.98,151.60,151.84,150.85,152.49,161.21,173.39,140.91,142.96,152.06,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....South Cotabato,Broiler Chicken,154.91,151.18,148.73,150.00,121.99,150.00,95.46,95.46,95.46,96.95,97.07,101.46,121.56,100.00,105.66,100.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....South Cotabato,Gamefowl for Other Purposes,3000.00,3000.00,3500.00,..,..,..,..,..,..,3500.00,3500.00,4500.00,3500.00,4000.00,4000.00,4000.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....South Cotabato,Gamefowl for Dressing,216.20,222.77,227.20,230.00,230.00,240.00,300.00,300.00,300.00,225.00,230.00,230.00,245.93,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....South Cotabato,Layer Chicken,86.00,86.00,86.00,80.00,80.00,80.00,74.75,74.75,75.00,65.00,65.00,65.00,76.46,88.32,92.50,95.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....South Cotabato,Native/Improved Chicken,216.21,222.77,227.20,219.99,222.61,222.19,225.06,227.69,231.96,224.96,228.32,230.09,224.92,218.24,236.98,233.86,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....South Cotabato,Duck,193.57,195.10,202.50,200.47,202.35,199.75,181.77,187.18,188.79,200.00,202.40,201.95,196.32,226.06,259.24,227.24,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....South Cotabato,"Chicken egg, Layer",6.95,7.08,7.46,7.03,7.12,7.38,7.01,7.02,7.01,6.47,6.41,6.49,6.95,6.14,6.06,6.23,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....South Cotabato,"Chicken egg, Native",..,..,..,9.50,9.50,9.50,9.50,9.50,9.50,7.17,7.17,7.17,8.72,7.00,7.00,7.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....South Cotabato,Duck egg,10.00,9.00,11.00,10.50,11.00,11.50,0.00,0.00,0.00,12.00,12.00,13.00,8.33,8.50,9.00,7.50,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sultan Kudarat,Carabao for Slaughter,160.00,160.00,155.00,165.00,170.00,165.00,170.00,174.19,175.00,175.00,175.00,180.00,168.68,175.00,175.00,175.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sultan Kudarat,Cattle for Slaughter,165.02,160.04,170.04,175.00,175.00,175.00,175.00,175.00,175.00,175.06,175.06,175.06,172.52,190.31,190.32,190.32,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sultan Kudarat,Goat for Slaughter,188.78,200.06,250.03,170.00,166.67,175.00,..,..,..,180.05,185.04,185.04,188.96,210.19,210.19,211.08,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sultan Kudarat,Hog for Slaughter,180.00,220.00,240.00,175.00,201.84,184.98,150.01,140.01,130.01,140.00,135.00,135.00,169.32,204.48,159.94,150.05,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sultan Kudarat,Broiler Chicken,190.00,195.00,200.00,195.00,195.00,195.00,195.00,195.00,200.00,200.00,200.00,200.00,196.67,110.00,110.00,110.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sultan Kudarat,Gamefowl for Other Purposes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,750.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sultan Kudarat,Gamefowl for Dressing,214.05,220.49,216.79,250.00,250.00,250.00,260.00,250.00,250.00,250.00,250.00,250.00,242.61,250.00,250.00,250.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sultan Kudarat,Layer Chicken,240.00,240.00,240.00,230.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,239.17,140.00,140.00,140.00,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sultan Kudarat,Native/Improved Chicken,214.05,220.49,216.79,205.86,229.31,206.22,221.25,208.96,230.55,212.58,213.18,225.66,217.08,197.08,207.06,218.04,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sultan Kudarat,Duck,232.76,234.06,244.95,237.98,210.13,219.32,267.73,265.16,275.16,249.78,246.30,298.22,248.46,269.67,272.66,279.63,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sultan Kudarat,"Chicken egg, Layer",7.19,7.19,7.19,7.34,7.34,7.34,7.21,7.21,7.21,7.52,7.52,7.52,7.32,6.57,6.88,7.28,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sultan Kudarat,"Chicken egg, Native",8.30,8.33,8.33,8.42,8.44,8.44,8.50,8.50,8.50,8.50,8.50,8.50,8.44,10.01,10.01,10.01,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
....Sultan Kudarat,Duck egg,10.68,10.68,10.68,11.01,10.68,11.01,11.01,11.01,11.01,11.00,11.00,11.00,10.90,10.01,10.01,10.01,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XIII (Caraga),Carabao for Slaughter,133.49,130.65,130.78,135.55,135.06,134.79,134.82,134.97,134.98,138.72,139.26,139.28,135.20,145.43,145.53,145.58,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XIII (Caraga),Cattle for Slaughter,169.58,169.53,168.88,157.38,167.03,158.54,170.71,170.27,170.25,166.16,169.44,169.41,167.27,182.58,187.80,190.91,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XIII (Caraga),Goat for Slaughter,250.54,252.24,245.48,264.45,264.42,266.72,284.49,282.31,276.45,285.44,293.21,293.11,271.57,284.95,285.08,286.53,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XIII (Caraga),Hog for Slaughter,203.43,206.05,207.04,207.70,217.60,210.16,200.62,190.15,188.21,185.37,176.09,184.19,198.05,194.19,199.20,198.09,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XIII (Caraga),Broiler Chicken,187.90,125.37,198.98,126.28,126.59,126.30,126.90,131.99,130.39,120.50,120.26,120.29,136.81,121.22,121.25,130.89,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XIII (Caraga),Gamefowl for Other Purposes,2529.94,3000.42,2417.17,3359.76,3280.47,3406.51,2975.61,3078.92,3078.92,2555.39,2561.53,2082.85,2860.62,2500.00,1791.58,1694.94,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XIII (Caraga),Gamefowl for Dressing,208.45,208.45,208.45,246.08,245.80,254.93,220.07,228.77,228.77,228.76,229.13,229.07,228.06,238.09,239.78,241.08,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XIII (Caraga),Layer Chicken,115.97,107.67,116.95,77.11,76.78,109.60,95.88,84.10,79.15,94.94,96.17,113.45,97.31,88.17,72.37,72.51,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XIII (Caraga),Native/Improved Chicken,247.09,232.87,241.38,234.10,236.96,235.06,225.40,227.17,227.81,222.41,226.83,222.30,231.62,222.42,226.04,227.13,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XIII (Caraga),Duck,241.42,244.70,272.90,196.29,217.73,197.78,182.98,213.51,203.07,200.23,202.74,202.74,214.67,134.90,153.23,156.58,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XIII (Caraga),"Chicken egg, Layer",7.55,7.57,7.53,7.49,7.49,7.53,7.57,7.57,7.33,7.35,7.35,7.34,7.47,8.03,8.04,8.05,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
..REGION XIII (Caraga),"Chicken egg, Native",7.42,7.42,7.42,9.07,9.02,9.02,9.23,9.23,9.23,9.66,9.62,9.62,8.83,9.95,10.40,9.95,*/,*/,*/,*/,*/,*/,*/,*/,*/,*/
