Sector,Geolocation,At Current Prices 2022,At Current Prices 2023,At Current Prices 2024,At Constant 2018 Prices 2022,At Constant 2018 Prices 2023,At Constant 2018 Prices 2024
Public Administration and Defense; Compulsory Social Activities,..Isabela,5359627.64,5871053.24,6335503.63,4802882.75,5061402.83,5295553.32
Public Administration and Defense; Compulsory Social Activities,..Nueva Vizcaya,1977158.40,2143060.13,2415631.15,1771776.07,1847520.40,2019113.92
Public Administration and Defense; Compulsory Social Activities,..Quirino,1089412.67,1185043.38,1324980.68,976247.17,1021619.40,1107489.83
Public Administration and Defense; Compulsory Social Activities,Region III (Central Luzon),52774121.63,52531050.66,60335863.87,47292076.21,45286731.00,50376105.42
Public Administration and Defense; Compulsory Social Activities,..Aurora,2397875.51,2443414.21,3000083.18,2148790.13,2106454.01,2504853.62
Public Administration and Defense; Compulsory Social Activities,..Bataan,4210280.63,4220779.45,4846614.75,3772927.07,3638710.84,4046574.62
Public Administration and Defense; Compulsory Social Activities,..Bulacan,9459066.57,9207629.51,10413450.45,8476482.10,7937846.96,8694481.92
Public Administration and Defense; Compulsory Social Activities,..Nueva Ecija,10181892.49,10102133.80,11530372.17,9124222.64,8708994.21,9627031.20
Public Administration and Defense; Compulsory Social Activities,..Pampanga,15367222.70,15286983.18,17393101.77,13770913.56,13178824.45,14521988.61
Public Administration and Defense; Compulsory Social Activities,..Tarlac,4881253.04,4824048.56,5610522.79,4374200.53,4158785.84,4684382.87
Public Administration and Defense; Compulsory Social Activities,..Zambales,3399895.59,3388363.40,3981266.63,3046722.84,2921089.52,3324071.20
Public Administration and Defense; Compulsory Social Activities,..City of Angeles,1180595.51,1175682.47,1297787.88,1057958.16,1013549.42,1083559.51
Public Administration and Defense; Compulsory Social Activities,..City of Olongapo,1696039.59,1882016.09,2262664.26,1519859.18,1622475.76,1889161.87
Public Administration and Defense; Compulsory Social Activities,Region IV-A (CALABARZON),75286148.95,83455542.87,96199571.49,67465609.73,71946566.33,80387033.67
Public Administration and Defense; Compulsory Social Activities,..Batangas,17823518.54,19666309.19,22930802.13,16036757.29,17014734.74,19219531.52
Public Administration and Defense; Compulsory Social Activities,..Cavite,17603548.59,18862604.49,21185091.82,15766711.43,16254097.75,17695959.17
Public Administration and Defense; Compulsory Social Activities,..Laguna,18953178.59,21463981.35,25550105.93,16962248.26,18483029.58,21329605.14
Public Administration and Defense; Compulsory Social Activities,..Quezon,10417938.98,11518553.98,13188664.40,9356743.22,9949816.84,11039314.78
Public Administration and Defense; Compulsory Social Activities,..Rizal,9217010.42,10558835.87,11759838.68,8236727.99,9080701.28,9806537.39
Public Administration and Defense; Compulsory Social Activities,..City of Lucena,1270953.83,1385257.99,1585068.53,1106421.54,1164186.13,1296085.66
Public Administration and Defense; Compulsory Social Activities,MIMAROPA Region,14972940.74,17725337.85,18818785.67,13417588.63,15280916.66,15710280.00
Public Administration and Defense; Compulsory Social Activities,..Marinduque,725793.19,881115.71,887888.11,639200.49,745734.04,727198.73
Public Administration and Defense; Compulsory Social Activities,..Occidental Mindoro,2171925.77,2551281.38,2669399.98,1953287.16,2207875.87,2237428.30
Public Administration and Defense; Compulsory Social Activities,..Oriental Mindoro,4145377.76,4875801.42,5273832.87,3711469.69,4199530.74,4398651.06
Public Administration and Defense; Compulsory Social Activities,..Palawan,5448992.84,6453163.95,6791964.93,4906710.35,5592126.98,5700882.06
Public Administration and Defense; Compulsory Social Activities,..Romblon,1780428.34,2120221.38,2311863.80,1572630.94,1800070.18,1899618.99
Public Administration and Defense; Compulsory Social Activities,..City of Puerto Princesa,700422.83,843754.02,883835.97,634289.99,735578.85,746500.86
Public Administration and Defense; Compulsory Social Activities,Region V (Bicol Region),30345231.57,35055374.87,37758659.46,27193043.86,30221046.64,31528402.19
Public Administration and Defense; Compulsory Social Activities,..Albay,9798429.42,11393362.74,12185702.28,8780592.78,9822155.60,10175036.08
Public Administration and Defense; Compulsory Social Activities,..Camarines Norte,2478726.49,2931829.01,3246790.07,2221242.50,2527513.73,2711062.96
Public Administration and Defense; Compulsory Social Activities,..Camarines Sur,8067340.11,9310265.46,9971287.71,7229324.74,8026328.85,8326004.52
Public Administration and Defense; Compulsory Social Activities,..Catanduanes,1852752.96,2133347.80,2275694.37,1660293.56,1839147.45,1900200.07
Public Administration and Defense; Compulsory Social Activities,..Masbate,4709626.41,5397126.94,5958912.27,4220402.05,4652833.57,4975679.36
Public Administration and Defense; Compulsory Social Activities,..Sorsogon,3438356.19,3889442.93,4120272.77,3081188.24,3353067.44,3440419.20
Public Administration and Defense; Compulsory Social Activities,Region VI (Western Visayas),26133298.86,30201014.96,32261362.99,23313067.68,25921690.92,26847029.93
Public Administration and Defense; Compulsory Social Activities,..Aklan,3810110.58,4332556.95,4528166.16,3482379.84,3807476.15,3858592.20
Public Administration and Defense; Compulsory Social Activities,..Antique,3314922.83,3859790.06,4000179.29,3031492.81,3393882.17,3410510.06
Public Administration and Defense; Compulsory Social Activities,..Capiz,3515689.35,4088242.11,4375207.47,3241790.18,3624066.79,3759798.33
Public Administration and Defense; Compulsory Social Activities,..Guimaras,1298413.23,1548070.17,1609345.76,1187376.54,1361182.22,1372088.10
Public Administration and Defense; Compulsory Social Activities,..Iloilo,7649492.62,8881699.95,9519143.62,6995884.80,7810081.96,8116399.66
Public Administration and Defense; Compulsory Social Activities,..City of Iloilo,6544670.24,7490655.74,8229320.70,5374143.51,5925001.63,6329641.58
Public Administration and Defense; Compulsory Social Activities,Negros Island Region (NIR),22253325.63,25161943.78,27996241.63,20347581.97,22114153.39,23848595.72
Public Administration and Defense; Compulsory Social Activities,..Negros Occidental,13310902.67,15436531.82,17102821.18,12144453.44,13542172.13,14538305.05
Public Administration and Defense; Compulsory Social Activities,..Negros Oriental,6464309.89,6997853.89,7791785.74,6020778.31,6268043.50,6764582.95
Public Administration and Defense; Compulsory Social Activities,..Siquijor,1161393.62,1222538.46,1421455.32,1113094.17,1126452.58,1268794.35
Public Administration and Defense; Compulsory Social Activities,..City of Bacolod,1316719.45,1505019.60,1680179.39,1069256.05,1177485.18,1276913.37
Public Administration and Defense; Compulsory Social Activities,Region VII (Central Visayas),31099267.51,33847730.47,36791910.30,27568444.19,28872202.15,30448959.25
Public Administration and Defense; Compulsory Social Activities,..Bohol,7047984.48,7606809.86,9085329.51,6524571.15,6772597.71,7834607.92
Public Administration and Defense; Compulsory Social Activities,..Cebu,15770561.16,17310827.67,18132461.46,14003232.21,14789681.76,15012850.62
Public Administration and Defense; Compulsory Social Activities,..City of Cebu,6393613.35,6871318.22,7336744.10,5368387.63,5554507.61,5751529.22
Public Administration and Defense; Compulsory Social Activities,..City of Lapu-Lapu,1011536.36,1103473.75,1174862.50,870796.92,914316.05,943756.52
Public Administration and Defense; Compulsory Social Activities,..City of Mandaue,875572.16,955300.97,1062512.73,801456.28,841099.02,906214.97
Public Administration and Defense; Compulsory Social Activities,Region VIII (Eastern Visayas),17945171.65,19275783.31,22256129.38,16081071.54,16617547.19,18619290.61
Public Administration and Defense; Compulsory Social Activities,..Biliran,842655.27,940314.02,1080491.55,790150.46,848057.43,944491.22
Public Administration and Defense; Compulsory Social Activities,..Eastern Samar,2355663.43,2547442.56,2863066.33,2139026.73,2225872.66,2426123.48
Public Administration and Defense; Compulsory Social Activities,..Leyte,5308825.16,5599934.26,6628963.72,4727259.27,4799607.94,5511999.99
Public Administration and Defense; Compulsory Social Activities,..Northern Samar,1934004.92,2050332.81,2383613.13,1789724.20,1825275.70,2057180.43
Public Administration and Defense; Compulsory Social Activities,..Samar,3049039.58,3228209.85,3755456.31,2827361.83,2879670.75,3247577.84
Public Administration and Defense; Compulsory Social Activities,..Southern Leyte,1833066.28,1991522.93,2303381.89,1642453.20,1717411.53,1926844.44
Public Administration and Defense; Compulsory Social Activities,..City of Tacloban,2621917.01,2918026.88,3241156.45,2165095.84,2321651.19,2505073.20
Public Administration and Defense; Compulsory Social Activities,Region IX (Zamboanga Peninsula),19462275.37,20997563.03,22246944.60,17440582.27,18101884.06,18615355.73
Public Administration and Defense; Compulsory Social Activities,..Zamboanga del Norte,5326692.70,5813676.44,6179181.23,4773369.02,5011938.61,5170492.34
Public Administration and Defense; Compulsory Social Activities,..Zamboanga del Sur,5925648.20,6206844.14,6477325.21,5310106.50,5350886.33,5419967.33
Public Administration and Defense; Compulsory Social Activities,..Zamboanga Sibugay,3351716.34,3656317.23,3917742.33,3003548.33,3152091.06,3278210.49
Public Administration and Defense; Compulsory Social Activities,..City of Isabela,632990.49,664311.07,714764.30,567237.00,572698.93,598086.25
Public Administration and Defense; Compulsory Social Activities,..City of Zamboanga,4225227.64,4656414.15,4957931.53,3786321.43,4014269.13,4148599.32
Public Administration and Defense; Compulsory Social Activities,Region X (Northern Mindanao),34853360.61,40734892.66,44734356.25,31232879.59,35117327.81,37344205.41
Public Administration and Defense; Compulsory Social Activities,..Bukidnon,9020634.35,10811689.05,11727270.23,8090026.94,9328758.01,9797922.46
Public Administration and Defense; Compulsory Social Activities,..Camiguin,1009692.67,1182548.75,1302315.40,896859.72,1009894.66,1076461.54
Public Administration and Defense; Compulsory Social Activities,..Lanao del Norte,4878232.30,5997666.31,7012451.93,4356593.02,5151745.71,5831350.20
Public Administration and Defense; Compulsory Social Activities,..Misamis Occidental,5026460.08,5597263.31,6204327.69,4488368.56,4807125.86,5158566.80
Public Administration and Defense; Compulsory Social Activities,..Misamis Oriental,6987645.74,7994375.50,8489240.40,6324248.28,6965678.93,7165206.21
Public Administration and Defense; Compulsory Social Activities,..City of Cagayan de Oro,6329100.92,7293990.57,7770305.70,5603863.22,6207757.01,6399897.49
Public Administration and Defense; Compulsory Social Activities,..City of Iligan,1601594.55,1857359.17,2228444.90,1472919.84,1646367.63,1914800.71
Public Administration and Defense; Compulsory Social Activities,Region XI (Davao Region),35558610.14,39278588.55,42592503.45,31864869.54,33861856.01,35530725.47
Public Administration and Defense; Compulsory Social Activities,..Davao de Oro,5332202.47,5787526.15,6290139.87,4690365.55,4894505.44,5149651.71
Public Administration and Defense; Compulsory Social Activities,..Davao del Norte,8430302.20,9300203.07,10250296.00,7243254.69,7678300.92,8189565.77
Public Administration and Defense; Compulsory Social Activities,..Davao del Sur,5087989.57,5407933.91,6008378.70,4289181.60,4378815.19,4706690.86
Public Administration and Defense; Compulsory Social Activities,..Davao Occidental,1832543.74,2142963.07,2421999.70,1600308.46,1798900.34,1967983.89
Public Administration and Defense; Compulsory Social Activities,..Davao Oriental,5618492.32,6433073.43,6745955.08,4896140.78,5388583.97,5469418.27
Public Administration and Defense; Compulsory Social Activities,..City of Davao,9257079.83,10206888.92,10875734.11,9145618.46,9722750.15,10047414.98
Public Administration and Defense; Compulsory Social Activities,Region XII (SOCCSKSARGEN),25317971.72,27992186.19,29888796.12,22688003.35,24131910.37,25021802.71
Public Administration and Defense; Compulsory Social Activities,..Cotabato,6719549.52,7732921.35,8479292.06,5882803.39,6518119.89,6943545.31
Public Administration and Defense; Compulsory Social Activities,..Sarangani,3379031.84,3557886.33,3843851.71,3166318.30,3207990.48,3363600.83
Public Administration and Defense; Compulsory Social Activities,..South Cotabato,9065477.22,9933868.23,10560162.32,8052044.68,8494064.39,8770378.53
Public Administration and Defense; Compulsory Social Activities,..Sultan Kudarat,3182867.34,3480025.17,3633865.78,3020234.68,3177122.84,3219078.39
Public Administration and Defense; Compulsory Social Activities,..City of General Santos,2971045.80,3287485.11,3371624.24,2566602.29,2734612.77,2725199.65
Public Administration and Defense; Compulsory Social Activities,Region XIII (Caraga),18065338.13,20867123.02,22960875.86,16188755.42,17989432.45,19186097.23
Public Administration and Defense; Compulsory Social Activities,..Agusan del Norte,1580217.92,1857418.00,2067637.03,1416068.78,1601269.88,1727716.54
Public Administration and Defense; Compulsory Social Activities,..Agusan del Sur,3004611.48,3454275.24,3791590.74,2692499.86,2977911.76,3168251.46
Public Administration and Defense; Compulsory Social Activities,..Dinagat Islands,954911.52,1121293.92,1193164.45,855717.67,966661.35,997007.66
Public Administration and Defense; Compulsory Social Activities,..Surigao del Norte,5981986.30,6896093.34,7643825.05,5360592.34,5945084.29,6387176.67
Public Administration and Defense; Compulsory Social Activities,..Surigao del Sur,2913652.76,3353117.54,3665085.16,2610989.71,2890704.26,3062543.46
Public Administration and Defense; Compulsory Social Activities,..City of Butuan,3629958.16,4184924.98,4599573.43,3252887.07,3607800.90,3843401.42
Public Administration and Defense; Compulsory Social Activities,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),28647138.27,31866137.90,33511316.78,25671344.29,27471622.91,28066874.25
Public Administration and Defense; Compulsory Social Activities,..Basilan,2683925.82,2872246.70,3009363.99,2405126.24,2476148.15,2520445.29
Public Administration and Defense; Compulsory Social Activities,..Lanao del Sur,7223199.66,7751082.70,8133613.96,6472871.52,6682165.93,6812179.95
Public Administration and Defense; Compulsory Social Activities,..Maguindanao del Norte,9207577.63,10565605.95,11119181.72,8251117.21,9108551.01,9312695.09
Public Administration and Defense; Compulsory Social Activities,..Maguindanao del Sur,3980164.34,4576307.32,4789455.52,3566714.69,3945209.47,4011332.85
Public Administration and Defense; Compulsory Social Activities,..Sulu,3064305.53,3404594.67,3576179.33,2745993.04,2935082.41,2995172.53
Public Administration and Defense; Compulsory Social Activities,..Tawi-Tawi,2487965.27,2696300.55,2883522.25,2229521.59,2324465.93,2415048.53
Education,National Capital Region (NCR),141931543.98,158683762.34,174135237.87,121671155.53,129743974.51,137052851.63
Education,..City of Caloocan,7461943.19,8078239.71,8770110.53,6365684.10,6653868.69,6957486.29
Education,..City of Las Piñas,3685327.53,3948219.83,4183817.33,3147866.22,3253361.33,3310480.73
Education,..City of Makati,7316612.74,7847561.74,8450516.12,6298348.63,6413145.66,6641119.27
Education,..City of Malabon,2843042.59,3047639.24,3331093.72,2429464.78,2488295.43,2613674.36
Education,..City of Mandaluyong,4700809.23,5284710.82,5692196.23,4015429.22,4302698.52,4471231.33
Education,..City of Manila,38833444.66,42443190.05,46681475.28,33339263.62,34710127.95,36887209.25
Education,..City of Marikina,2737847.93,3069600.31,3268672.24,2336382.16,2500351.04,2554827.88
Education,..City of Muntinlupa,5147233.54,5597066.76,6076326.02,4406063.47,4560964.27,4755677.62
Education,..City of Navotas,1297266.48,1374269.99,1429733.64,1101016.26,1119990.20,1120523.04
Education,..City of Parañaque,4744547.27,5422689.75,5832598.49,4073096.44,4428094.87,4578316.05
Education,..Pasay City,4794238.22,5548275.31,6004671.77,4110818.63,4529962.15,4714131.31
Education,..City of Pasig,7353322.45,9565928.52,11281957.14,6304602.53,7759442.30,8759511.12
Education,..Quezon City,35509218.25,40316242.41,44123508.23,30458029.11,33036132.59,34786466.26
Education,..City of San Juan,2855629.46,3128332.87,3277567.96,2443034.71,2544654.94,2570063.24
Education,..City of Taguig,8343529.45,9272257.43,10573892.03,7172571.87,7578802.70,8288479.52
Education,..City of Valenzuela,3855586.10,4232780.25,4620907.22,3284660.61,3451151.60,3622904.87
Education,..Pateros,451944.90,506757.36,536193.92,384823.16,412930.27,420749.49
Education,Cordillera Administrative Region (CAR),21419977.57,23202099.24,25469373.84,18764978.34,19621699.77,20685780.70
Education,..Abra,1950473.62,2122340.62,2265801.38,1685034.09,1763276.19,1827620.52
Education,..Apayao,861578.87,926729.91,1005080.06,748789.27,775828.70,813297.38
Education,..Benguet,5022820.54,5585003.14,5968660.56,4409656.60,4736695.65,4909671.21
Education,..Ifugao,1673251.29,1824134.77,1985127.27,1456881.84,1529953.36,1607930.18
Education,..Kalinga,2116225.88,2242198.34,2444850.90,1837780.69,1867959.19,1973966.71
Education,..Mountain Province,1588379.85,1678077.14,1783791.29,1382565.77,1405998.71,1446118.84
Education,..City of Baguio,8207247.50,8823615.32,10016062.38,7244270.07,7541987.98,8107175.85
Education,Region I (Ilocos Region),42406353.13,45918301.22,49297140.69,38562198.83,40306911.88,41627727.95
Education,..Ilocos Norte,5239117.70,5916099.19,6553165.80,4776398.14,5188227.98,5532833.07
Education,..Ilocos Sur,6079808.48,6685457.66,7112483.35,5524738.29,5861038.69,5997914.40
Education,..La Union,6511213.36,7055399.95,7633943.93,6021735.08,6306927.98,6605799.90
Education,..Pangasinan,24576213.59,26261344.41,27997547.61,22239327.32,22950717.23,23491180.58
Education,Region II (Cagayan Valley),30963130.13,33368716.37,35388341.54,29525237.72,30694821.50,31429338.34
Education,..Batanes,418126.07,449430.41,470851.93,394503.18,408453.72,412473.06
Education,..Cagayan,10458368.22,11106004.42,11914434.31,9934585.77,10130947.13,10422863.29
Education,..Isabela,13383494.04,14464333.02,15250624.36,12768483.70,13361092.58,13681464.72
Education,..Nueva Vizcaya,4784850.87,5270925.01,5555104.93,4596920.13,4886048.77,4971771.98
Education,..Quirino,1918290.93,2078023.51,2197326.00,1830744.95,1908279.30,1940765.28
Education,Region III (Central Luzon),88115027.27,96096421.84,102477357.30,80336165.02,84514462.76,86626268.82
Education,..Aurora,2103862.92,2304045.38,2447771.93,1876703.89,1976814.15,2011992.40
Education,..Bataan,6407819.34,7004000.48,7371245.78,5724500.69,6033902.87,6129041.11
Education,..Bulacan,23794456.09,25994570.07,28016724.86,22372153.91,23657165.15,24267328.22
Education,..Nueva Ecija,18023887.34,19618843.23,20560736.41,16289921.94,17101996.02,17213901.22
Education,..Pampanga,15926101.83,17374301.34,18865033.99,14148866.41,14778727.15,15478850.95
Education,..Tarlac,10694186.40,11700916.74,12396253.55,9778864.77,10319622.84,10636811.41
Education,..Zambales,4940236.61,5367540.14,5618932.54,4408909.49,4626676.08,4691357.71
Education,..City of Angeles,4314400.65,4671349.01,5014270.70,3990954.63,4192458.11,4315407.83
Education,..City of Olongapo,1910076.08,2060855.44,2186387.55,1745289.29,1827100.39,1881577.96
Education,Region IV-A (CALABARZON),118681328.06,132685136.38,148826602.01,106421448.33,116179708.47,125405164.20
Education,..Batangas,23399721.47,26601138.54,29297068.84,20779527.53,22739964.46,23782411.69
Education,..Cavite,33280062.27,36326914.90,40949897.10,30171388.08,32370492.37,34539004.31
Education,..Laguna,28181981.54,32659369.60,36957793.67,25257103.08,28838316.28,32062621.09
Education,..Quezon,12018180.21,13201006.01,14417895.77,10563438.77,11063272.49,11641043.45
Education,..Rizal,18963304.27,20785339.94,23576639.01,17056452.77,18402405.53,20285051.34
Education,..City of Lucena,2838078.30,3111367.38,3627307.62,2593538.11,2765257.35,3095032.31
Education,MIMAROPA Region,24257499.77,26771475.43,28498107.56,21585693.05,22985296.67,23616071.34
Education,..Marinduque,2016348.22,2168163.94,2269660.94,1875645.77,1946011.78,1964581.91
Education,..Occidental Mindoro,3775043.73,4097039.43,4306858.22,3410645.34,3564787.52,3612347.04
Education,..Oriental Mindoro,7018556.55,7873460.46,8460633.68,6327563.84,6875788.32,7144574.98
Education,..Palawan,6433746.98,7176357.58,7569427.08,5514343.42,5913288.02,6005874.20
Education,..Romblon,2745002.79,3035756.91,3239035.05,2490847.71,2656137.06,2736222.99
Education,..City of Puerto Princesa,2268801.50,2420697.11,2652492.59,1966646.98,2029283.97,2152470.22
Education,Region V (Bicol Region),41122156.61,44858942.47,47856063.89,40024311.75,42094436.56,43330758.83
Education,..Albay,9502779.94,10468578.57,11318627.64,9128366.11,9649151.83,10063239.48
Education,..Camarines Norte,3684065.14,4017797.06,4239420.75,3574993.00,3769904.13,3845479.32
Education,..Camarines Sur,14126883.20,15347435.04,16288435.73,13931659.03,14657149.24,15020553.70
Education,..Catanduanes,2294900.12,2499136.39,2642001.12,2214960.05,2316322.79,2365736.62
Education,..Masbate,5964908.51,6512614.87,6954298.55,5779418.10,6069829.75,6265142.17
Education,..Sorsogon,5548619.71,6013380.54,6413280.11,5394915.46,5632078.82,5770607.54
Education,Region VI (Western Visayas),41777623.75,45746449.88,49113561.20,37002896.50,39117278.41,40442037.84
Education,..Aklan,4440025.86,4888498.40,5212585.00,4005196.08,4275010.77,4435585.75
Education,..Antique,4421500.20,4747664.43,4997652.49,3939584.04,4084995.93,4163025.45
Education,..Capiz,5873254.78,6225107.40,6581662.78,5164630.81,5272084.63,5373066.29
Education,..Guimaras,1213254.81,1299504.53,1376770.39,1069997.28,1107219.98,1137150.90
Education,..Iloilo,13422496.85,14697200.24,15620287.99,11858462.30,12508361.03,12786611.74
Education,..City of Iloilo,12407091.25,13888474.88,15324602.55,10965025.98,11869606.08,12546597.71
Education,Negros Island Region (NIR),34120817.26,37326298.14,40213326.24,29936360.79,31474185.03,32091406.41
Education,..Negros Occidental,15164333.38,16366686.49,17617057.40,13471145.47,14009540.34,14340308.11
Education,..Negros Oriental,12071714.96,13264224.57,14159697.53,10254341.83,10829881.17,11047874.49
Education,..Siquijor,929005.99,988820.56,1046908.82,831313.31,850543.04,869117.63
Education,..City of Bacolod,5955762.93,6706566.51,7389662.49,5379560.18,5784220.48,5834106.19
Education,Region VII (Central Visayas),62391998.28,69402639.24,75161752.62,57199122.76,60985931.02,63527107.86
Education,..Bohol,12767179.09,14183422.81,15046112.39,10954418.66,11621551.12,11766678.20
Education,..Cebu,21314710.33,23660395.72,25417558.56,19344055.82,20649833.73,21399674.22
Education,..City of Cebu,17894936.87,20287949.70,22442379.30,17099744.78,18533289.87,19564304.58
Education,..City of Lapu-Lapu,3777634.50,4055415.42,4316650.86,3487751.01,3602417.98,3750989.91
Education,..City of Mandaue,6637537.49,7215455.58,7939051.51,6313152.49,6578838.31,7045460.95
Education,Region VIII (Eastern Visayas),42167536.18,45727969.98,48536873.32,40212827.35,42079975.29,42868405.99
Education,..Biliran,1529330.78,1710470.66,1834969.64,1457453.49,1569076.59,1621950.90
Education,..Eastern Samar,4136969.79,4594200.94,4841508.88,3956096.89,4226237.33,4294795.42
Education,..Leyte,18162279.36,19453498.32,20469704.48,17264335.48,17872476.80,18018136.96
Education,..Northern Samar,5061369.12,5506195.03,5819102.86,4831693.15,5057224.81,5148581.74
Education,..Samar,6612693.44,7171481.01,7732829.22,6297379.48,6567299.99,6815078.63
Education,..Southern Leyte,3746803.91,4066800.62,4295711.24,3590819.25,3750022.32,3799076.07
Education,..City of Tacloban,2918089.78,3225323.40,3543047.00,2815049.60,3037637.45,3170786.27
Education,Region IX (Zamboanga Peninsula),31370944.03,34267315.74,36976677.13,32363776.12,33966176.45,35169515.86
Education,..Zamboanga del Norte,8991840.14,9901774.17,10540206.73,9238831.44,9812897.21,10104960.83
Education,..Zamboanga del Sur,8299916.80,9099188.88,9936816.77,8585170.82,9078266.02,9564312.90
Education,..Zamboanga Sibugay,4830893.06,5228671.09,5554295.00,4998970.17,5221848.33,5366694.40
Education,..City of Isabela,1029160.41,1138551.65,1221449.27,1060055.05,1126877.52,1164086.26
Education,..City of Zamboanga,8219133.62,8899129.95,9723909.36,8480748.63,8726287.37,8969461.47
Education,Region X (Northern Mindanao),39528841.26,43474238.61,47504348.62,36970181.00,39316797.63,41516838.64
Education,..Bukidnon,9557515.04,10398725.35,11182322.82,9165303.18,9539111.46,9790555.85
Education,..Camiguin,846929.52,918405.92,981496.93,777016.23,813643.88,839475.61
Education,..Lanao del Norte,2940015.73,3109192.30,3351936.55,2542311.86,2598079.77,2709615.78
Education,..Misamis Occidental,5361799.66,6010260.10,6524488.61,5081760.79,5538801.17,5822358.13
Education,..Misamis Oriental,5733124.55,6069802.38,6443757.58,5464180.44,5597456.02,5754231.73
Education,..City of Cagayan de Oro,11167543.91,12548739.25,14176922.87,10482577.84,11434296.47,12541963.40
Education,..City of Iligan,3921912.86,4419113.32,4843423.25,3457030.64,3795408.86,4058638.15
Education,Region XI (Davao Region),42944766.18,47770382.43,53263363.71,38492057.35,40983248.10,43678672.82
Education,..Davao de Oro,4157698.04,4522744.39,4949764.41,3659592.93,3846192.20,4070700.31
Education,..Davao del Norte,6755248.81,7527754.42,8277372.53,6035380.03,6489899.02,6914178.80
Education,..Davao del Sur,4097441.67,4662446.84,5107649.60,3682683.88,4076885.15,4312676.66
Education,..Davao Occidental,1346438.24,1552251.51,1732136.15,1188866.98,1322550.91,1426890.17
Education,..Davao Oriental,4038850.77,4683200.23,5353802.22,3545614.33,3926509.51,4315250.91
Education,..City of Davao,22549088.66,24821985.04,27842638.80,20379919.20,21321211.33,22638975.98
Education,Region XII (SOCCSKSARGEN),32915630.30,36376344.10,39125325.44,28321319.58,30277861.76,31439205.80
Education,..Cotabato,10539173.17,11858400.83,12676289.02,9223550.74,10040272.00,10420965.44
Education,..Sarangani,3936819.42,4331330.74,4622385.25,3350810.79,3556277.08,3667776.48
Education,..South Cotabato,7730914.90,8392043.92,9144473.71,6581769.04,6894211.10,7229058.91
Education,..Sultan Kudarat,5875587.53,6595479.72,7007117.65,5052056.49,5477277.46,5638436.06
Education,..City of General Santos,4833135.28,5199088.88,5675059.82,4113132.51,4309824.12,4482968.91
Education,Region XIII (Caraga),22016279.26,23839787.60,25579425.05,18469502.81,19303803.63,20006999.02
Education,..Agusan del Norte,2892046.08,3101179.92,3317348.16,2429031.40,2517583.51,2604746.79
Education,..Agusan del Sur,5623478.24,6121865.01,6595499.95,4772667.43,5028395.07,5240234.75
Education,..Dinagat Islands,748125.27,799247.43,840662.29,628565.88,648669.82,659690.71
Education,..Surigao del Norte,4137295.24,4507865.45,4833444.28,3396587.15,3580217.05,3699183.63
Education,..Surigao del Sur,5360003.32,5766017.26,6131545.44,4539813.26,4713717.04,4847547.18
Education,..City of Butuan,3255331.11,3543612.54,3860924.92,2702837.69,2815221.14,2955595.95
Education,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),22258359.46,24033857.52,25657539.75,20294407.22,21071125.71,21536870.83
Education,..Basilan,1523366.18,1698561.09,1841513.26,1344932.83,1437690.68,1470126.91
Education,..Lanao del Sur,7703884.01,8032541.35,8388488.47,7053325.76,7089417.46,7084676.13
Education,..Maguindanao del Norte,5394555.68,6020721.93,6551290.73,4936516.29,5299211.28,5512062.04
Education,..Maguindanao del Sur,2322871.50,2540403.40,2714177.35,2116862.79,2218757.98,2275239.90
Education,..Sulu,3229989.35,3512664.78,3737565.81,2945428.82,3071278.45,3143488.68
Education,..Tawi-Tawi,2083692.73,2228964.97,2424504.13,1897340.73,1954769.85,2051277.17
Human Health and Social Work Activities,National Capital Region (NCR),129781500.05,146604350.54,165183066.67,115178295.83,125901956.11,137152986.38
Human Health and Social Work Activities,..City of Caloocan,2840655.15,3215309.48,3678861.83,2522146.32,2759201.90,3046537.72
Human Health and Social Work Activities,..City of Las Piñas,2967697.78,3377409.53,3799815.02,2680687.09,2949671.21,3211565.10
Human Health and Social Work Activities,..City of Makati,17517419.88,19686831.72,22504845.22,15421618.40,16791029.87,18582009.48
Human Health and Social Work Activities,..City of Malabon,908832.28,1025488.72,1156094.81,806571.04,879253.24,957591.40
Human Health and Social Work Activities,..City of Mandaluyong,10940231.87,12337470.17,13600615.10,9839256.59,10737094.58,11450840.04
Human Health and Social Work Activities,..City of Manila,25899622.85,28704173.15,32305632.57,22643429.03,24286615.44,26375229.14
Human Health and Social Work Activities,..City of Marikina,2831107.37,3293048.91,3802291.81,2543953.10,2859179.91,3202731.01
Human Health and Social Work Activities,..City of Muntinlupa,6301682.09,7155686.72,8198618.58,5578646.01,6131537.95,6787073.56
Human Health and Social Work Activities,..City of Navotas,531168.13,607267.88,712057.10,469839.27,518962.16,586198.40
Human Health and Social Work Activities,..City of Parañaque,3543446.87,4054352.35,4577896.09,3153992.95,3490076.77,3814865.71
Human Health and Social Work Activities,..Pasay City,3615512.31,4099982.49,4518039.00,3211279.45,3525848.06,3746010.34
Human Health and Social Work Activities,..City of Pasig,11157476.34,12901498.98,14745959.50,10053864.13,11253127.93,12481761.26
Human Health and Social Work Activities,..Quezon City,26574526.99,29858318.58,33152523.39,23568406.10,25588265.15,27420396.46
