Geolocation,Commodity,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual
....Camiguin,"ONION RED CREOLE (BERMUDA RED), 1 KG",175.27,193.57,186.53,188.88,190.04,187.70,194.73,208.81,217.03,217.03,205.30,202.95,197.32,201.77,199.43,195.92,195.92,187.70,183.00,173.62,168.93,170.11,168.93,165.42,171.27,181.83,175.96,184.19,188.88,188.88,198.26,219.38,219.38,225.23,236.97,255.73,269.81,290.93,221.13,283.89,279.20,302.66,281.54,276.85,267.47,269.81,270.99,272.16,263.96,278.03,301.72,279.02,341.38,226.50,171.38,138.75,126.25,133.75,134.50,154.75,162.25,258.00,278.50,351.25,206.44,475.50,415.00,246.25,189.13,223.63,240.75,238.25,238.25,238.25,230.75,230.75,218.75,265.44,228.75,216.25,155.00,153.75,147.50,148.75,147.50,151.25,148.75,147.50,147.50,148.75,161.77,182.50,198.75,235.00,178.75,176.25,187.50,182.50,196.25,212.50,200.00,215.00,321.25,207.19
....Camiguin,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Camiguin,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Camiguin,"GINGER, LOOSE, 1 KG",94.11,93.34,87.22,87.22,91.05,84.93,63.51,88.75,93.34,97.17,93.34,84.16,88.18,83.40,80.34,78.04,77.28,81.10,84.16,89.52,94.11,98.70,103.29,104.82,107.88,90.22,112.47,115.53,116.29,126.24,128.53,135.42,146.13,150.72,153.78,157.60,137.71,125.47,133.83,123.94,122.41,125.47,128.53,133.12,138.48,140.01,140.01,140.01,142.30,127.77,125.47,132.29,127.00,120.38,117.88,111.25,113.25,115.72,116.79,115.43,115.43,106.00,109.75,103.50,114.37,106.00,104.75,104.75,105.63,114.50,104.00,120.50,148.75,136.25,141.25,136.25,122.50,120.43,123.75,122.50,121.25,128.75,217.50,302.50,298.75,262.50,213.75,201.25,187.50,187.50,197.29,182.50,176.25,160.00,160.00,168.75,171.25,177.50,175.00,181.25,178.75,178.75,178.75,174.06
....Lanao del Norte,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Lanao del Norte,"GARLIC, LOCAL, 1 KG",156.35,156.35,157.98,156.35,156.35,156.35,128.67,127.04,97.72,100.16,97.72,97.72,132.40,97.72,95.28,97.72,109.94,105.05,102.61,113.60,118.49,118.49,116.05,118.49,118.49,109.33,116.66,148.42,139.87,142.51,145.36,134.37,108.72,111.16,116.05,112.39,117.28,120.94,126.14,119.72,124.61,119.72,119.72,119.72,105.06,107.50,110.00,110.88,110.75,114.50,114.50,114.72,121.25,111.25,101.75,105.00,107.50,107.50,105.00,104.29,111.67,125.00,164.17,143.33,117.31,143.33,121.25,122.50,102.50,122.50,125.50,136.25,143.75,140.00,140.00,140.00,137.67,131.27,138.33,133.33,140.00,135.83,139.17,130.00,135.00,135.00,130.00,137.50,141.67,156.67,137.71,152.50,147.50,151.25,146.25,147.50,151.25,146.88,149.38,144.38,148.75,145.00,152.50,148.60
....Lanao del Norte,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Lanao del Norte,"ONION RED CREOLE (BERMUDA RED), 1 KG",151.11,166.89,160.82,162.85,163.85,161.83,167.89,180.03,187.12,187.12,177.01,174.98,170.13,173.96,171.94,168.91,168.91,161.83,157.78,149.69,145.64,146.66,145.64,142.62,147.67,156.77,151.71,158.80,162.85,162.85,170.94,189.14,189.14,194.19,204.31,220.49,232.63,250.83,190.66,244.76,240.72,260.95,242.74,238.69,230.60,232.63,233.65,234.65,227.58,239.71,260.14,240.57,294.33,131.67,100.00,81.67,82.50,91.25,102.50,118.75,133.75,204.38,228.75,311.25,156.73,532.50,365.00,215.00,151.25,177.50,191.25,187.50,183.75,181.25,163.75,170.00,182.50,225.10,182.50,175.00,163.75,150.50,138.75,137.50,139.38,134.38,125.00,127.50,120.00,117.50,142.65,125.63,140.63,157.50,138.75,135.00,137.50,138.75,149.38,160.00,155.00,155.00,177.50,147.55
....Lanao del Norte,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Lanao del Norte,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Lanao del Norte,"GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.50,28.50,26.00,23.13,68.13,67.50,70.00,71.25,68.75,68.25,73.38,74.63,75.88,77.88,63.73,77.88,78.00,78.00,80.25,82.25,85.00,87.88,90.25,90.13,90.38,90.50,89.93,85.04,90.00,90.00,90.50,91.88,95.75,97.75,99.40,102.15,105.15,108.03,110.03,113.28,99.49
....Misamis Occidental,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Misamis Occidental,"GARLIC, LOCAL, 1 KG",178.92,178.92,180.78,178.92,178.92,178.92,147.24,145.38,111.82,114.62,111.82,111.82,151.51,111.82,109.03,111.82,125.81,120.21,117.42,130.00,135.59,135.59,132.80,135.59,135.59,125.11,133.50,169.84,160.06,163.08,166.34,153.76,124.41,127.20,132.80,128.61,134.21,138.40,144.35,137.00,142.59,137.00,137.00,137.00,120.22,123.02,125.88,126.88,126.73,131.03,131.03,131.28,138.75,141.25,131.25,133.75,136.38,144.00,136.50,160.00,162.50,162.50,157.50,162.50,147.24,166.25,130.11,123.75,123.75,132.50,143.75,151.25,158.75,155.00,146.25,146.25,152.50,144.18,148.75,163.75,160.00,153.75,146.25,157.50,156.25,157.50,157.50,170.00,176.25,182.50,160.83,183.75,180.00,196.25,186.25,186.25,185.00,186.25,186.25,181.25,180.00,175.00,201.25,185.63
....Misamis Occidental,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Misamis Occidental,"ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Misamis Occidental,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Misamis Occidental,"ONION, NATIVE, 1 KG",128.32,128.32,121.03,121.03,115.20,118.12,118.12,121.04,125.42,123.96,121.04,121.04,121.89,118.12,118.12,119.58,116.66,106.45,110.82,109.36,104.26,103.53,99.16,115.20,121.03,111.86,141.45,138.53,129.78,136.49,102.81,107.91,103.54,108.88,122.49,124.44,126.38,120.55,121.94,112.78,112.78,114.72,118.62,116.67,114.72,105.00,112.50,112.50,126.25,132.50,132.50,117.63,263.75,200.00,155.00,130.00,107.38,108.50,107.25,115.00,128.75,172.50,172.50,212.50,156.09,468.75,428.02,265.00,198.75,208.75,227.50,223.75,227.50,208.75,191.25,177.50,211.25,253.06,215.00,202.50,186.25,165.00,156.25,155.63,158.13,159.38,158.13,158.75,165.00,166.63,170.55,178.75,181.25,206.25,175.00,173.75,175.00,175.00,180.00,182.50,180.00,175.00,277.50,188.33
....Misamis Occidental,"GINGER, LOOSE, 1 KG",86.14,85.44,79.83,79.83,83.34,77.74,58.13,81.23,85.44,88.94,85.44,77.03,80.71,76.34,73.54,71.43,70.74,74.23,77.03,81.94,86.14,90.34,94.55,95.95,98.75,82.58,102.95,105.75,106.45,115.56,117.65,123.96,133.76,137.96,140.77,144.26,126.05,114.85,122.50,113.45,112.05,114.85,117.65,121.85,126.76,128.16,128.16,128.16,130.26,116.96,114.85,121.10,116.25,113.75,110.00,110.00,110.00,103.75,101.25,88.75,85.00,83.75,85.00,87.50,99.58,87.50,83.69,77.50,77.50,78.75,78.75,77.50,83.75,87.50,87.50,87.50,85.00,82.70,88.75,87.50,91.25,112.50,148.75,183.75,171.25,165.00,175.00,171.88,168.13,174.38,144.85,181.25,176.25,172.50,167.50,182.50,198.75,185.00,183.44,172.50,170.00,156.25,156.25,175.18
....Misamis Oriental,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Misamis Oriental,"GARLIC, LOCAL, 1 KG",186.64,181.66,181.66,179.17,185.39,174.19,139.35,146.81,149.30,160.50,156.77,160.50,166.83,145.57,160.50,179.16,179.16,167.96,167.96,176.67,184.14,174.19,156.77,164.86,176.06,169.42,186.63,218.98,199.07,194.92,186.63,181.65,195.34,175.43,174.81,174.18,167.96,162.98,184.88,159.25,173.47,173.47,159.25,159.25,157.83,124.09,124.09,126.59,124.09,124.09,124.09,144.13,124.86,156.89,156.89,156.89,125.64,124.07,120.00,123.75,128.75,123.13,121.25,131.25,132.78,121.25,123.75,132.50,125.00,125.63,128.13,140.63,140.63,136.88,140.63,161.38,164.88,136.77,167.00,169.50,173.75,161.50,164.00,166.38,165.25,162.75,162.50,162.75,166.13,170.25,165.98,170.63,156.00,153.50,153.50,154.75,157.50,151.00,153.50,154.75,152.25,153.50,157.25,155.68
....Misamis Oriental,"GARLIC, NATIVE, 1 KG",197.46,197.46,197.46,197.46,197.46,197.46,150.49,150.49,150.49,150.49,143.52,143.52,172.81,143.52,143.52,143.52,143.52,143.52,143.52,143.52,143.52,146.31,146.31,146.31,146.31,144.45,146.31,154.66,157.45,156.06,156.06,156.06,142.12,148.62,153.27,157.45,161.63,157.45,153.93,154.66,157.45,157.45,157.45,157.45,157.45,160.24,165.45,171.20,168.95,170.79,175.42,162.83,185.54,231.25,231.25,231.25,218.75,216.48,216.48,221.43,224.29,212.50,207.50,181.25,214.83,183.75,183.75,190.00,166.00,138.38,142.75,147.71,161.29,148.00,148.00,148.00,147.14,158.73,143.57,140.86,136.71,167.14,166.14,171.86,173.43,169.29,165.14,165.14,163.86,163.57,160.56,168.14,183.00,181.29,179.14,179.14,172.71,164.86,168.00,163.57,157.86,165.43,172.43,171.30
....Misamis Oriental,"ONION RED CREOLE (BERMUDA RED), 1 KG",155.94,172.23,165.96,168.05,169.09,167.00,173.26,185.79,193.10,193.10,182.66,180.58,175.56,179.53,177.44,174.31,174.31,167.00,162.83,154.48,150.30,151.35,150.30,147.18,152.39,161.78,156.56,163.88,168.05,168.05,176.40,195.19,195.19,200.40,210.84,227.54,240.06,258.85,196.75,252.59,248.41,269.29,250.50,246.33,237.98,240.06,241.11,242.15,234.85,247.38,268.45,248.26,303.74,164.99,156.24,156.24,137.49,118.75,128.75,129.92,126.25,131.25,231.25,309.38,174.52,499.63,425.63,299.50,202.25,201.75,201.18,207.11,214.81,208.25,195.75,200.38,220.13,256.36,212.25,197.25,171.00,137.00,123.00,121.75,125.50,126.50,123.25,126.50,122.50,126.25,142.73,162.75,166.88,156.25,146.25,143.75,151.25,146.25,165.63,165.63,165.63,175.96,274.49,168.39
....Misamis Oriental,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Misamis Oriental,"ONION, NATIVE, 1 KG",54.56,54.56,51.46,51.46,48.98,50.22,50.22,51.46,53.33,52.70,51.46,51.46,51.82,50.22,50.22,50.84,49.60,45.26,47.12,46.50,44.33,44.02,42.16,48.98,51.46,47.56,60.14,58.90,55.18,58.03,43.71,45.88,44.02,46.29,52.08,52.91,53.73,51.25,51.84,47.95,47.95,48.78,50.43,49.61,48.78,44.64,47.83,47.83,53.68,56.34,56.34,50.01,112.14,122.50,128.75,128.75,105.00,108.75,111.25,106.88,117.14,125.71,161.25,195.00,126.93,236.25,211.25,182.86,171.43,178.25,180.06,197.27,198.92,207.50,190.75,186.50,200.57,195.13,199.57,180.00,152.86,131.57,131.86,134.86,137.14,138.71,137.43,137.43,110.00,111.14,141.88,150.29,156.29,183.57,133.57,132.14,146.71,148.86,164.71,181.71,187.43,207.86,297.29,174.20
....Misamis Oriental,"GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Cagayan De Oro,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Cagayan De Oro,"GARLIC, LOCAL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Cagayan De Oro,"GARLIC, NATIVE, 1 KG",183.25,183.25,183.25,183.25,183.25,183.25,139.66,139.66,139.66,139.66,133.19,133.19,160.38,133.19,133.19,133.19,133.19,133.19,133.19,133.19,133.19,135.78,135.78,135.78,135.78,134.05,135.78,143.53,146.12,144.83,144.83,144.83,131.90,137.93,142.24,146.12,150.00,146.12,142.85,143.53,146.12,146.12,146.12,146.12,146.12,148.71,153.54,158.88,156.80,158.50,162.80,151.11,172.19,198.33,185.83,195.83,195.83,195.83,195.83,175.21,178.33,178.33,162.83,166.58,183.41,161.78,162.61,142.07,136.14,142.25,145.00,153.50,166.00,173.42,173.42,184.83,201.25,161.86,199.83,192.25,191.50,189.33,184.17,178.17,192.00,183.08,181.92,171.08,176.25,179.00,184.88,174.42,180.11,171.17,168.08,172.67,168.58,153.83,156.33,156.25,145.00,151.67,156.00,162.84
....City of Cagayan De Oro,"ONION RED CREOLE (BERMUDA RED), 1 KG",140.95,155.66,150.00,151.89,152.83,150.94,156.60,167.92,174.53,174.53,165.10,163.21,158.68,162.26,160.37,157.55,157.55,150.94,147.17,139.62,135.85,136.80,135.85,133.02,137.73,146.23,141.51,148.12,151.89,151.89,159.44,176.42,176.42,181.13,190.56,205.66,216.98,233.96,177.83,228.30,224.52,243.39,226.41,222.64,215.09,216.98,217.93,218.86,212.27,223.59,242.64,224.38,274.53,251.58,241.66,251.66,250.83,248.33,252.16,240.00,234.42,234.42,268.33,345.42,257.78,542.75,468.00,324.83,261.83,258.00,258.63,232.85,229.52,293.15,290.83,295.75,306.33,313.54,303.79,282.94,219.92,205.50,130.33,126.00,131.00,134.50,128.83,135.42,123.67,124.17,170.51,151.67,168.17,159.50,130.17,138.92,146.00,147.84,159.67,166.34,164.43,175.51,219.64,160.66
....City of Cagayan De Oro,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Cagayan De Oro,"ONION, NATIVE, 1 KG",136.23,136.23,128.49,128.49,122.30,125.40,125.40,128.50,133.15,131.60,128.50,128.50,129.40,125.40,125.40,126.95,123.85,113.01,117.65,116.10,110.68,109.91,105.27,122.30,128.49,118.75,150.16,147.07,137.78,144.90,109.14,114.56,109.92,115.59,130.04,132.11,134.17,127.98,129.45,119.73,119.73,121.79,125.93,123.86,121.79,111.47,119.43,119.43,134.03,140.66,140.66,124.88,280.00,195.83,183.33,185.83,170.58,159.50,159.50,146.25,173.83,173.83,175.00,218.33,185.15,370.33,348.92,275.88,247.21,239.58,256.62,278.41,299.65,298.80,282.00,282.00,262.60,286.83,217.10,168.60,144.10,139.10,132.30,133.40,135.00,131.10,128.20,129.75,116.58,125.83,141.76,163.75,169.08,177.25,121.67,131.25,143.50,149.08,160.25,171.83,173.25,208.75,272.50,170.18
....City of Cagayan De Oro,"GINGER, LOOSE, 1 KG",64.45,63.93,59.73,59.73,62.36,58.17,43.49,60.78,63.93,66.55,63.93,57.64,60.39,57.12,55.02,53.45,52.93,55.54,57.64,61.31,64.45,67.60,70.74,71.79,73.88,61.79,77.03,79.12,79.64,86.46,88.03,92.75,100.08,103.23,105.32,107.94,94.32,85.93,91.65,84.88,83.84,85.93,88.03,91.17,94.84,95.89,95.89,95.89,97.46,87.51,85.93,90.61,86.98,93.17,89.83,89.83,90.42,93.50,97.42,99.83,97.67,97.67,90.63,91.47,93.20,91.13,92.55,89.76,90.65,92.71,92.38,97.02,96.94,102.78,109.76,111.74,113.83,98.44,118.75,115.83,132.04,156.75,158.67,218.50,240.42,216.83,202.92,194.75,161.83,151.25,172.38,142.33,127.58,128.50,138.33,161.92,166.92,158.33,142.17,134.83,130.00,120.00,120.08,139.25
....City of Iligan,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Iligan,"GARLIC, LOCAL, 1 KG",144.42,144.42,145.93,144.42,144.42,144.42,118.85,117.35,90.27,92.52,90.27,90.27,122.30,90.27,88.01,90.27,101.55,97.04,94.78,104.93,109.45,109.45,107.20,109.45,109.45,100.99,107.76,137.10,129.20,131.64,134.27,124.12,100.43,102.68,107.20,103.82,108.33,111.71,116.52,110.59,115.10,110.59,110.59,110.59,97.05,99.30,101.61,102.42,102.30,105.76,105.76,105.97,112.00,109.66,104.83,110.79,110.79,103.83,108.58,103.92,109.00,119.17,114.17,114.17,110.08,120.00,114.17,109.17,93.83,102.83,110.00,125.08,153.67,133.33,132.92,133.33,139.50,122.32,143.67,143.92,135.67,133.17,136.17,132.17,132.00,133.83,136.17,134.42,138.92,144.67,137.07,150.42,151.25,153.75,154.42,154.42,158.58,151.17,148.92,148.08,151.17,149.33,148.08,151.63
....City of Iligan,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Iligan,"ONION RED CREOLE (BERMUDA RED), 1 KG",201.60,222.65,214.56,217.26,218.59,215.90,223.99,240.18,249.64,249.64,236.15,233.45,226.97,232.09,229.39,225.35,225.35,215.90,210.50,199.70,194.31,195.67,194.31,190.27,197.00,209.15,202.40,211.86,217.26,217.26,228.05,252.34,252.34,259.07,272.57,294.16,310.35,334.64,254.36,326.54,321.14,348.13,323.84,318.45,307.65,310.35,311.71,313.05,303.61,319.81,347.05,320.94,392.67,392.67,346.73,283.42,313.03,331.17,342.66,430.76,139.58,170.58,210.42,303.17,304.74,533.83,364.00,195.83,118.25,164.75,182.08,203.75,206.67,203.33,181.00,156.75,193.92,225.35,189.17,182.50,157.33,149.17,143.42,138.33,125.83,129.17,126.67,125.83,125.42,121.58,142.87,127.92,143.25,148.33,135.83,140.00,149.92,148.50,156.17,165.67,163.33,165.42,183.75,152.34
....City of Iligan,"ONION WHITE (YELLOW GRANEX), 1 KG",79.66,74.27,73.07,75.47,75.47,73.07,89.84,91.04,84.45,76.67,75.47,82.06,79.21,79.07,75.47,75.47,68.28,69.48,73.07,80.02,99.78,95.83,95.83,97.02,95.23,83.71,83.85,82.65,79.54,86.70,83.13,79.54,80.74,83.13,89.13,86.73,95.12,97.52,85.65,97.52,95.60,93.08,95.12,86.26,80.26,83.86,62.86,100.00,87.75,88.63,66.30,86.44,115.83,101.17,90.00,90.00,98.75,112.00,115.50,137.25,122.50,102.00,103.00,202.60,115.88,525.00,353.33,192.60,136.80,208.10,208.00,200.50,195.50,190.00,186.00,166.00,161.80,226.97,160.00,160.00,158.00,156.20,156.40,158.80,143.00,125.20,127.20,130.50,127.00,122.00,143.69,126.00,127.00,134.60,138.60,139.50,146.60,145.40,148.60,144.80,126.30,123.00,123.00,135.28
....City of Iligan,"ONION, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....City of Iligan,"GINGER, LOOSE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.13,15.13,15.13,48.50,49.33,60.42,51.67,52.08,66.08,80.50,79.17,81.80,82.60,80.00,62.27,80.50,79.95,79.80,80.45,80.90,81.25,83.20,86.40,91.30,94.60,98.20,102.20,86.56,106.90,107.90,108.95,111.30,114.10,117.65,120.88,122.10,124.25,125.10,126.50,127.80,117.79
