Geolocation,Commodity Group,Weights
….Zamboanga Sibugay,……Paramedical services (S),0.000147
….Zamboanga Sibugay,….Hospital Services,0.006795
….Zamboanga Sibugay,……Hospital services (In-Patient Services),0.006795
….Zamboanga Sibugay,..TRANSPORT,0.026392
….Zamboanga Sibugay,….Purchase Of Vehicles,0.004643
….Zamboanga Sibugay,……Motorcycle,0.004624
….Zamboanga Sibugay,……Bicycle and tricycle,0.000019
….Zamboanga Sibugay,….Operation Of Personal Transport Equipment,0.006118
….Zamboanga Sibugay,……Spare parts and accessories for personal transport equipment (SD),0.000814
….Zamboanga Sibugay,……Fuel and lubricants for personal transport equipment (ND),0.004817
….Zamboanga Sibugay,……Maintenance and repair of personal transport equipment (S),0.000488
….Zamboanga Sibugay,……Other services with respect of personal transport equipment (S),..
….Zamboanga Sibugay,….Transport Services,0.015631
….Zamboanga Sibugay,……Passenger transport by railway,..
….Zamboanga Sibugay,……Passenger transport by road,0.013420
….Zamboanga Sibugay,……Passenger transport by air,0.001268
….Zamboanga Sibugay,……Passenger transport by sea and inland waterway,0.000943
….Zamboanga Sibugay,..COMMUNICATION,0.007848
….Zamboanga Sibugay,….Postal Services,0.000004
….Zamboanga Sibugay,……Postal services (S),0.000004
….Zamboanga Sibugay,….Telephone And Telefax Equipment,0.001660
….Zamboanga Sibugay,……Telephone and telefax equipment (S),0.001660
….Zamboanga Sibugay,….Telephone And Telefax Services,0.006183
….Zamboanga Sibugay,……Telephone and telefax services (S),0.006183
….Zamboanga Sibugay,..RECREATION AND CULTURE,0.003804
….Zamboanga Sibugay,….Audio-Visual Photography And Information Processing Equipment,0.001546
….Zamboanga Sibugay,"……Equipment for the reception, recording and reproduction of sound and pictures (D)",0.000789
….Zamboanga Sibugay,……Photographic and cinematographic equipment and optical instruments (D),0.000003
….Zamboanga Sibugay,……Information processing equipment (D),0.000695
….Zamboanga Sibugay,……Recording media (SD),0.000022
….Zamboanga Sibugay,"……Repair of audio-visual, photographic and information processing equipment (S)",0.000037
….Zamboanga Sibugay,….Other Major Durables For Recreation And Culture,0.000051
….Zamboanga Sibugay,……Musical instruments and major durables for indoor recreation (D),0.000051
….Zamboanga Sibugay,"….Other Recreational Items And Equipment, Gardens And Pets",0.000261
….Zamboanga Sibugay,"……Games, toys and hobbies (SD)",0.000105
….Zamboanga Sibugay,"……Equipment for sport, camping and open-air recreation (SD)",..
….Zamboanga Sibugay,"……Gardens, plants and flowers (ND)",0.000056
….Zamboanga Sibugay,……Pets and related products (ND),0.000099
….Zamboanga Sibugay,….Recreational And Cultural Services,0.000452
….Zamboanga Sibugay,……Recreational and sporting services (S),..
….Zamboanga Sibugay,……Cultural services (S),0.000091
….Zamboanga Sibugay,……Games of chance (S),0.000362
….Zamboanga Sibugay,….Newspapers. Books And Stationery,0.001493
….Zamboanga Sibugay,……Books (SD),0.000382
….Zamboanga Sibugay,……Newspapers and periodicals (ND),0.000015
….Zamboanga Sibugay,……Miscellaneous printed matter (ND),0.000026
….Zamboanga Sibugay,……Stationery and drawing materials (ND),0.001070
….Zamboanga Sibugay,.. EDUCATION,0.006358
….Zamboanga Sibugay,….Pre-Primary (Pre-School) And Primary (Elementary) Education,0.001496
….Zamboanga Sibugay,……Pre-primary education services (S),0.000455
….Zamboanga Sibugay,……Primary education services (S),0.001041
….Zamboanga Sibugay,….Secondary (High School) Education,0.001371
….Zamboanga Sibugay,……Secondary education services (S),0.001371
….Zamboanga Sibugay,….Post-Secondary Non-Tertiary (Technical-Vocational) Education,..
….Zamboanga Sibugay,……Post-secondary non-tertiary education services (S),..
….Zamboanga Sibugay,….Tertiary (Baccalaureate And Post-Graduate) Education,0.003492
….Zamboanga Sibugay,……First stage of tertiary education services (S),0.003492
….Zamboanga Sibugay,……Second stage of tertiary education services (S),..
….Zamboanga Sibugay,….Education Not Definable By Level,..
….Zamboanga Sibugay,……Education services not definable by level (S),..
….Zamboanga Sibugay,..RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.032904
….Zamboanga Sibugay,….Catering Services,0.018302
….Zamboanga Sibugay,"……Restaurants, cafes and the like (S)",0.018302
….Zamboanga Sibugay,….Personal Care,0.012563
….Zamboanga Sibugay,……Hairdressing salons and personal grooming establishments (S),0.001467
….Zamboanga Sibugay,……Electric appliances for personal care (SD),..
….Zamboanga Sibugay,"……Other appliances, articles and products for personal care (ND)",0.011095
….Zamboanga Sibugay,"….Personal Effects, N.E.C.",0.002040
….Zamboanga Sibugay,"……Jewellery, clocks and watches (D)",0.000151
….Zamboanga Sibugay,……Other personal effects (SD),0.001889
….Zamboanga Sibugay,"….Other Services, N.E.C.",..
….Zamboanga Sibugay,"……Other services, n.e.c.",..
….City of Isabela,ALL ITEMS,0.082086
….City of Isabela,..FOOD AND NON-ALCOHOLIC BEVERAGES,0.029781
….City of Isabela,….Food,0.027391
….City of Isabela,……Bread and cereals (ND),0.010999
….City of Isabela,……..Rice,0.008928
….City of Isabela,……..Corn,0.000073
….City of Isabela,"……..Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.001998
….City of Isabela,……Meat (ND),0.002339
….City of Isabela,……Fish  and Seafood (ND),0.006202
….City of Isabela,"……Milk, cheese and eggs (ND)",0.002257
….City of Isabela,……Oils and fats (ND),0.000722
….City of Isabela,……Fruit (ND),0.000925
….City of Isabela,……Vegetables (ND),0.002229
….City of Isabela,"……Sugar, jam, honey, chocolate and confectionery (ND)",0.000841
….City of Isabela,……Food products n.e.c. (ND),0.000878
….City of Isabela,….Non-Alcoholic Beverages,0.002390
….City of Isabela,"……Coffee, tea and cocoa (ND)",0.001603
….City of Isabela,"……Mineral water, soft drinks, fruit and vegetable juices (ND)",0.000787
….City of Isabela,".. ALCOHOLIC BEVERAGES, TOBACCO AND OTHER VEGETABLE-BASED TOBACCO PRODUCTS",0.001905
….City of Isabela,….Alcoholic Beverages,0.000855
….City of Isabela,……Spirits (ND),0.000076
….City of Isabela,……Wine (ND),0.000616
….City of Isabela,……Beer (ND),0.000163
….City of Isabela,….Tobacco,0.001050
….City of Isabela,……Tobacco (ND),0.001050
….City of Isabela,….Other Vegetable-Based Tobacco Products,..
….City of Isabela,……Other vegetable-based tobacco products,..
….City of Isabela,NON-FOOD,0.050401
….City of Isabela,..CLOTHING AND FOOTWEAR,0.002958
….City of Isabela,….Clothing,0.002205
….City of Isabela,……Clothing materials (SD),0.000098
….City of Isabela,……Garments (SD),0.002047
….City of Isabela,……Other articles of clothing and clothing accessories (SD),0.000029
….City of Isabela,"……Cleaning, repair and hire of clothing (S)",0.000031
….City of Isabela,….Footwear,0.000752
….City of Isabela,……Shoes and other footwear (SD),0.000752
….City of Isabela,……Repair and hire of footwear (S),..
….City of Isabela,"..HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.016063
….City of Isabela,….Actual Rentals For Housing,0.010016
….City of Isabela,……Actual rentals paid by tenants (S),0.010016
….City of Isabela,….Maintenance And Repair Of The Dwelling,0.000255
….City of Isabela,……Materials for the maintenance and repair of the dwelling (ND),..
….City of Isabela,……Services for the maintenance and repair of the dwelling (S),0.000255
….City of Isabela,….Water Supply And Miscellaneous Services Relating To The Dwelling,0.000804
….City of Isabela,……Water supply (ND),0.000804
….City of Isabela,"….Electricity, Gas And Other Fuels",0.004988
….City of Isabela,……Electricity (ND),0.003152
….City of Isabela,……Gas (ND),0.000586
….City of Isabela,……Liquid fuels (ND),0.000078
….City of Isabela,……Solid fuels (ND),0.001172
….City of Isabela,"..FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.001990
….City of Isabela,"….Furniture And Furnishings, Carpets And Other Floor Coverings",0.000018
….City of Isabela,……Furniture and furnishings (D),0.000018
….City of Isabela,……Carpets and other floor coverings (D),..
….City of Isabela,….Household Textiles,0.000148
….City of Isabela,……Household textiles (SD),0.000148
….City of Isabela,….Household Appliances,0.000286
….City of Isabela,……Major household appliances whether electric or not (D),0.000286
….City of Isabela,……Small electric household appliances (SD),..
….City of Isabela,……Repair of household appliances (S),..
….City of Isabela,"….Glassware, Tableware And Household Utensils",0.000146
….City of Isabela,"……Glassware, tableware and household utensils (SD)",0.000146
….City of Isabela,….Tools And Equipment For House And Garden,..
….City of Isabela,……Major tools and equipment (D),..
….City of Isabela,……Small tools and miscellaneous accessories (SD),..
….City of Isabela,….Goods And Services For Routine Household Maintenance,0.001393
….City of Isabela,……Non-durable household goods (ND),0.000853
….City of Isabela,……Domestic services and household services (S),0.000540
….City of Isabela,..HEALTH,0.004698
….City of Isabela,"….Medical Products, Appliances And Equipment",0.000887
….City of Isabela,……Pharmaceutical Products (ND),0.000880
….City of Isabela,……Other medical products (ND),0.000007
….City of Isabela,……Therapeutic appliances and equipment (D),..
….City of Isabela,….Outpatient Services,0.000492
….City of Isabela,……Medical services,0.000342
….City of Isabela,……Dental services (S),0.000150
….City of Isabela,……Paramedical services (S),..
….City of Isabela,….Hospital Services,0.003318
….City of Isabela,……Hospital services (In-Patient Services),0.003318
….City of Isabela,..TRANSPORT,0.009952
….City of Isabela,….Purchase Of Vehicles,..
….City of Isabela,……Motorcycle,..
….City of Isabela,……Bicycle and tricycle,..
….City of Isabela,….Operation Of Personal Transport Equipment,0.003480
….City of Isabela,……Spare parts and accessories for personal transport equipment (SD),..
….City of Isabela,……Fuel and lubricants for personal transport equipment (ND),0.003480
….City of Isabela,……Maintenance and repair of personal transport equipment (S),..
….City of Isabela,……Other services with respect of personal transport equipment (S),..
….City of Isabela,….Transport Services,0.006473
….City of Isabela,……Passenger transport by railway,..
….City of Isabela,……Passenger transport by road,0.005004
….City of Isabela,……Passenger transport by air,..
….City of Isabela,……Passenger transport by sea and inland waterway,0.001469
….City of Isabela,..COMMUNICATION,0.001908
….City of Isabela,….Postal Services,0.000002
….City of Isabela,……Postal services (S),0.000002
….City of Isabela,….Telephone And Telefax Equipment,..
….City of Isabela,……Telephone and telefax equipment (S),..
….City of Isabela,….Telephone And Telefax Services,0.001906
….City of Isabela,……Telephone and telefax services (S),0.001906
….City of Isabela,..RECREATION AND CULTURE,0.001014
….City of Isabela,….Audio-Visual Photography And Information Processing Equipment,..
….City of Isabela,"……Equipment for the reception, recording and reproduction of sound and pictures (D)",..
….City of Isabela,……Photographic and cinematographic equipment and optical instruments (D),..
….City of Isabela,……Information processing equipment (D),..
….City of Isabela,……Recording media (SD),..
….City of Isabela,"……Repair of audio-visual, photographic and information processing equipment (S)",..
….City of Isabela,….Other Major Durables For Recreation And Culture,..
….City of Isabela,……Musical instruments and major durables for indoor recreation (D),..
….City of Isabela,"….Other Recreational Items And Equipment, Gardens And Pets",0.000018
….City of Isabela,"……Games, toys and hobbies (SD)",0.000018
….City of Isabela,"……Equipment for sport, camping and open-air recreation (SD)",..
….City of Isabela,"……Gardens, plants and flowers (ND)",..
….City of Isabela,……Pets and related products (ND),..
….City of Isabela,….Recreational And Cultural Services,0.000244
….City of Isabela,……Recreational and sporting services (S),0.000079
….City of Isabela,……Cultural services (S),..
….City of Isabela,……Games of chance (S),0.000165
….City of Isabela,….Newspapers. Books And Stationery,0.000753
….City of Isabela,……Books (SD),0.000258
….City of Isabela,……Newspapers and periodicals (ND),0.000007
….City of Isabela,……Miscellaneous printed matter (ND),0.000004
….City of Isabela,……Stationery and drawing materials (ND),0.000484
….City of Isabela,.. EDUCATION,0.002044
….City of Isabela,….Pre-Primary (Pre-School) And Primary (Elementary) Education,0.000574
….City of Isabela,……Pre-primary education services (S),0.000117
….City of Isabela,……Primary education services (S),0.000456
….City of Isabela,….Secondary (High School) Education,..
….City of Isabela,……Secondary education services (S),..
….City of Isabela,….Post-Secondary Non-Tertiary (Technical-Vocational) Education,..
….City of Isabela,……Post-secondary non-tertiary education services (S),..
….City of Isabela,….Tertiary (Baccalaureate And Post-Graduate) Education,0.001470
….City of Isabela,……First stage of tertiary education services (S),0.001470
….City of Isabela,……Second stage of tertiary education services (S),..
….City of Isabela,….Education Not Definable By Level,..
….City of Isabela,……Education services not definable by level (S),..
….City of Isabela,..RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.009775
….City of Isabela,….Catering Services,0.003299
….City of Isabela,"……Restaurants, cafes and the like (S)",0.003299
….City of Isabela,….Personal Care,0.006159
….City of Isabela,……Hairdressing salons and personal grooming establishments (S),0.000634
….City of Isabela,……Electric appliances for personal care (SD),..
….City of Isabela,"……Other appliances, articles and products for personal care (ND)",0.005526
….City of Isabela,"….Personal Effects, N.E.C.",0.000317
….City of Isabela,"……Jewellery, clocks and watches (D)",..
….City of Isabela,……Other personal effects (SD),0.000317
….City of Isabela,"….Other Services, N.E.C.",..
….City of Isabela,"……Other services, n.e.c.",..
..REGION X (NORTHERN MINDANAO),ALL ITEMS,3.340141
..REGION X (NORTHERN MINDANAO),..FOOD AND NON-ALCOHOLIC BEVERAGES,1.479997
..REGION X (NORTHERN MINDANAO),….Food,1.376040
..REGION X (NORTHERN MINDANAO),……Bread and cereals (ND),0.617793
..REGION X (NORTHERN MINDANAO),……..Rice,0.419953
..REGION X (NORTHERN MINDANAO),……..Corn,0.094114
..REGION X (NORTHERN MINDANAO),"……..Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.103727
..REGION X (NORTHERN MINDANAO),……Meat (ND),0.196323
..REGION X (NORTHERN MINDANAO),……Fish  and Seafood (ND),0.200088
..REGION X (NORTHERN MINDANAO),"……Milk, cheese and eggs (ND)",0.122066
..REGION X (NORTHERN MINDANAO),……Oils and fats (ND),0.026548
..REGION X (NORTHERN MINDANAO),……Fruit (ND),0.049693
..REGION X (NORTHERN MINDANAO),……Vegetables (ND),0.098131
..REGION X (NORTHERN MINDANAO),"……Sugar, jam, honey, chocolate and confectionery (ND)",0.032261
..REGION X (NORTHERN MINDANAO),……Food products n.e.c. (ND),0.033136
..REGION X (NORTHERN MINDANAO),….Non-Alcoholic Beverages,0.103958
..REGION X (NORTHERN MINDANAO),"……Coffee, tea and cocoa (ND)",0.056935
..REGION X (NORTHERN MINDANAO),"……Mineral water, soft drinks, fruit and vegetable juices (ND)",0.047022
..REGION X (NORTHERN MINDANAO),".. ALCOHOLIC BEVERAGES, TOBACCO AND OTHER VEGETABLE-BASED TOBACCO PRODUCTS",0.053032
..REGION X (NORTHERN MINDANAO),….Alcoholic Beverages,0.024761
..REGION X (NORTHERN MINDANAO),……Spirits (ND),0.011191
..REGION X (NORTHERN MINDANAO),……Wine (ND),0.002853
..REGION X (NORTHERN MINDANAO),……Beer (ND),0.010717
..REGION X (NORTHERN MINDANAO),….Tobacco,0.028271
..REGION X (NORTHERN MINDANAO),……Tobacco (ND),0.028271
..REGION X (NORTHERN MINDANAO),….Other Vegetable-Based Tobacco Products,..
..REGION X (NORTHERN MINDANAO),……Other vegetable-based tobacco products,..
..REGION X (NORTHERN MINDANAO),NON-FOOD,1.807111
..REGION X (NORTHERN MINDANAO),..CLOTHING AND FOOTWEAR,0.115074
..REGION X (NORTHERN MINDANAO),….Clothing,0.081881
..REGION X (NORTHERN MINDANAO),……Clothing materials (SD),0.001056
..REGION X (NORTHERN MINDANAO),……Garments (SD),0.079169
..REGION X (NORTHERN MINDANAO),……Other articles of clothing and clothing accessories (SD),0.000723
..REGION X (NORTHERN MINDANAO),"……Cleaning, repair and hire of clothing (S)",0.000932
..REGION X (NORTHERN MINDANAO),….Footwear,0.033193
..REGION X (NORTHERN MINDANAO),……Shoes and other footwear (SD),0.033107
..REGION X (NORTHERN MINDANAO),……Repair and hire of footwear (S),0.000086
..REGION X (NORTHERN MINDANAO),"..HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.627044
..REGION X (NORTHERN MINDANAO),….Actual Rentals For Housing,0.360883
..REGION X (NORTHERN MINDANAO),……Actual rentals paid by tenants (S),0.360883
..REGION X (NORTHERN MINDANAO),….Maintenance And Repair Of The Dwelling,0.021124
..REGION X (NORTHERN MINDANAO),……Materials for the maintenance and repair of the dwelling (ND),0.016976
..REGION X (NORTHERN MINDANAO),……Services for the maintenance and repair of the dwelling (S),0.004149
..REGION X (NORTHERN MINDANAO),….Water Supply And Miscellaneous Services Relating To The Dwelling,0.032331
..REGION X (NORTHERN MINDANAO),……Water supply (ND),0.032331
..REGION X (NORTHERN MINDANAO),"….Electricity, Gas And Other Fuels",0.212706
..REGION X (NORTHERN MINDANAO),……Electricity (ND),0.120218
..REGION X (NORTHERN MINDANAO),……Gas (ND),0.030664
..REGION X (NORTHERN MINDANAO),……Liquid fuels (ND),0.005333
..REGION X (NORTHERN MINDANAO),……Solid fuels (ND),0.056491
..REGION X (NORTHERN MINDANAO),"..FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.104420
..REGION X (NORTHERN MINDANAO),"….Furniture And Furnishings, Carpets And Other Floor Coverings",0.008022
..REGION X (NORTHERN MINDANAO),……Furniture and furnishings (D),0.007942
..REGION X (NORTHERN MINDANAO),……Carpets and other floor coverings (D),0.000079
..REGION X (NORTHERN MINDANAO),….Household Textiles,0.004170
..REGION X (NORTHERN MINDANAO),……Household textiles (SD),0.004170
..REGION X (NORTHERN MINDANAO),….Household Appliances,0.016573
..REGION X (NORTHERN MINDANAO),……Major household appliances whether electric or not (D),0.012741
..REGION X (NORTHERN MINDANAO),……Small electric household appliances (SD),0.002418
..REGION X (NORTHERN MINDANAO),……Repair of household appliances (S),0.001414
..REGION X (NORTHERN MINDANAO),"….Glassware, Tableware And Household Utensils",0.001272
..REGION X (NORTHERN MINDANAO),"……Glassware, tableware and household utensils (SD)",0.001272
..REGION X (NORTHERN MINDANAO),….Tools And Equipment For House And Garden,0.000367
..REGION X (NORTHERN MINDANAO),……Major tools and equipment (D),0.000131
..REGION X (NORTHERN MINDANAO),……Small tools and miscellaneous accessories (SD),0.000235
..REGION X (NORTHERN MINDANAO),….Goods And Services For Routine Household Maintenance,0.074016
..REGION X (NORTHERN MINDANAO),……Non-durable household goods (ND),0.040689
..REGION X (NORTHERN MINDANAO),……Domestic services and household services (S),0.033327
..REGION X (NORTHERN MINDANAO),..HEALTH,0.131156
..REGION X (NORTHERN MINDANAO),"….Medical Products, Appliances And Equipment",0.069119
..REGION X (NORTHERN MINDANAO),……Pharmaceutical Products (ND),0.066808
..REGION X (NORTHERN MINDANAO),……Other medical products (ND),0.000938
..REGION X (NORTHERN MINDANAO),……Therapeutic appliances and equipment (D),0.001373
..REGION X (NORTHERN MINDANAO),….Outpatient Services,0.011894
..REGION X (NORTHERN MINDANAO),……Medical services,0.009825
..REGION X (NORTHERN MINDANAO),……Dental services (S),0.000564
..REGION X (NORTHERN MINDANAO),……Paramedical services (S),0.001504
..REGION X (NORTHERN MINDANAO),….Hospital Services,0.050143
..REGION X (NORTHERN MINDANAO),……Hospital services (In-Patient Services),0.050143
..REGION X (NORTHERN MINDANAO),..TRANSPORT,0.270629
..REGION X (NORTHERN MINDANAO),….Purchase Of Vehicles,0.021004
..REGION X (NORTHERN MINDANAO),……Motorcycle,0.018055
..REGION X (NORTHERN MINDANAO),……Bicycle and tricycle,0.002949
..REGION X (NORTHERN MINDANAO),….Operation Of Personal Transport Equipment,0.105921
..REGION X (NORTHERN MINDANAO),……Spare parts and accessories for personal transport equipment (SD),0.012740
..REGION X (NORTHERN MINDANAO),……Fuel and lubricants for personal transport equipment (ND),0.082612
..REGION X (NORTHERN MINDANAO),……Maintenance and repair of personal transport equipment (S),0.010570
..REGION X (NORTHERN MINDANAO),……Other services with respect of personal transport equipment (S),..
..REGION X (NORTHERN MINDANAO),….Transport Services,0.143704
..REGION X (NORTHERN MINDANAO),……Passenger transport by railway,..
..REGION X (NORTHERN MINDANAO),……Passenger transport by road,0.108551
..REGION X (NORTHERN MINDANAO),……Passenger transport by air,0.027250
..REGION X (NORTHERN MINDANAO),……Passenger transport by sea and inland waterway,0.007903
..REGION X (NORTHERN MINDANAO),..COMMUNICATION,0.098777
..REGION X (NORTHERN MINDANAO),….Postal Services,0.000091
..REGION X (NORTHERN MINDANAO),……Postal services (S),0.000091
..REGION X (NORTHERN MINDANAO),….Telephone And Telefax Equipment,0.019851
..REGION X (NORTHERN MINDANAO),……Telephone and telefax equipment (S),0.019851
..REGION X (NORTHERN MINDANAO),….Telephone And Telefax Services,0.078836
..REGION X (NORTHERN MINDANAO),……Telephone and telefax services (S),0.078836
..REGION X (NORTHERN MINDANAO),..RECREATION AND CULTURE,0.059665
..REGION X (NORTHERN MINDANAO),….Audio-Visual Photography And Information Processing Equipment,0.031922
..REGION X (NORTHERN MINDANAO),"……Equipment for the reception, recording and reproduction of sound and pictures (D)",0.012063
..REGION X (NORTHERN MINDANAO),……Photographic and cinematographic equipment and optical instruments (D),0.001498
..REGION X (NORTHERN MINDANAO),……Information processing equipment (D),0.018276
..REGION X (NORTHERN MINDANAO),……Recording media (SD),0.000077
..REGION X (NORTHERN MINDANAO),"……Repair of audio-visual, photographic and information processing equipment (S)",0.000008
..REGION X (NORTHERN MINDANAO),….Other Major Durables For Recreation And Culture,0.000044
..REGION X (NORTHERN MINDANAO),……Musical instruments and major durables for indoor recreation (D),0.000044
..REGION X (NORTHERN MINDANAO),"….Other Recreational Items And Equipment, Gardens And Pets",0.007112
..REGION X (NORTHERN MINDANAO),"……Games, toys and hobbies (SD)",0.002180
..REGION X (NORTHERN MINDANAO),"……Equipment for sport, camping and open-air recreation (SD)",0.000287
..REGION X (NORTHERN MINDANAO),"……Gardens, plants and flowers (ND)",0.000955
..REGION X (NORTHERN MINDANAO),……Pets and related products (ND),0.003690
..REGION X (NORTHERN MINDANAO),….Recreational And Cultural Services,0.005435
..REGION X (NORTHERN MINDANAO),……Recreational and sporting services (S),0.000346
..REGION X (NORTHERN MINDANAO),……Cultural services (S),0.001967
..REGION X (NORTHERN MINDANAO),……Games of chance (S),0.003122
..REGION X (NORTHERN MINDANAO),….Newspapers. Books And Stationery,0.015152
..REGION X (NORTHERN MINDANAO),……Books (SD),0.006588
..REGION X (NORTHERN MINDANAO),……Newspapers and periodicals (ND),0.000392
..REGION X (NORTHERN MINDANAO),……Miscellaneous printed matter (ND),0.000137
..REGION X (NORTHERN MINDANAO),……Stationery and drawing materials (ND),0.008036
..REGION X (NORTHERN MINDANAO),.. EDUCATION,0.116774
..REGION X (NORTHERN MINDANAO),….Pre-Primary (Pre-School) And Primary (Elementary) Education,0.021893
..REGION X (NORTHERN MINDANAO),……Pre-primary education services (S),0.004943
..REGION X (NORTHERN MINDANAO),……Primary education services (S),0.016950
..REGION X (NORTHERN MINDANAO),….Secondary (High School) Education,0.019952
..REGION X (NORTHERN MINDANAO),……Secondary education services (S),0.019952
..REGION X (NORTHERN MINDANAO),….Post-Secondary Non-Tertiary (Technical-Vocational) Education,0.002495
..REGION X (NORTHERN MINDANAO),……Post-secondary non-tertiary education services (S),0.002495
..REGION X (NORTHERN MINDANAO),….Tertiary (Baccalaureate And Post-Graduate) Education,0.071657
..REGION X (NORTHERN MINDANAO),……First stage of tertiary education services (S),0.069366
..REGION X (NORTHERN MINDANAO),……Second stage of tertiary education services (S),0.002291
..REGION X (NORTHERN MINDANAO),….Education Not Definable By Level,0.000778
..REGION X (NORTHERN MINDANAO),……Education services not definable by level (S),0.000778
..REGION X (NORTHERN MINDANAO),..RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.283571
..REGION X (NORTHERN MINDANAO),….Catering Services,0.134794
..REGION X (NORTHERN MINDANAO),"……Restaurants, cafes and the like (S)",0.134794
..REGION X (NORTHERN MINDANAO),….Personal Care,0.113093
..REGION X (NORTHERN MINDANAO),……Hairdressing salons and personal grooming establishments (S),0.017020
..REGION X (NORTHERN MINDANAO),……Electric appliances for personal care (SD),..
..REGION X (NORTHERN MINDANAO),"……Other appliances, articles and products for personal care (ND)",0.096073
..REGION X (NORTHERN MINDANAO),"….Personal Effects, N.E.C.",0.025108
..REGION X (NORTHERN MINDANAO),"……Jewellery, clocks and watches (D)",0.005394
..REGION X (NORTHERN MINDANAO),……Other personal effects (SD),0.019713
..REGION X (NORTHERN MINDANAO),"….Other Services, N.E.C.",0.010577
..REGION X (NORTHERN MINDANAO),"……Other services, n.e.c.",0.010577
….Bukidnon,ALL ITEMS,0.855038
….Bukidnon,..FOOD AND NON-ALCOHOLIC BEVERAGES,0.421201
….Bukidnon,….Food,0.395680
….Bukidnon,……Bread and cereals (ND),0.197943
….Bukidnon,……..Rice,0.126890
….Bukidnon,……..Corn,0.044427
….Bukidnon,"……..Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.026626
….Bukidnon,……Meat (ND),0.057041
….Bukidnon,……Fish  and Seafood (ND),0.058240
….Bukidnon,"……Milk, cheese and eggs (ND)",0.027151
….Bukidnon,……Oils and fats (ND),0.004885
….Bukidnon,……Fruit (ND),0.014802
….Bukidnon,……Vegetables (ND),0.023586
….Bukidnon,"……Sugar, jam, honey, chocolate and confectionery (ND)",0.004676
….Bukidnon,……Food products n.e.c. (ND),0.007356
….Bukidnon,….Non-Alcoholic Beverages,0.025521
….Bukidnon,"……Coffee, tea and cocoa (ND)",0.014179
….Bukidnon,"……Mineral water, soft drinks, fruit and vegetable juices (ND)",0.011342
….Bukidnon,".. ALCOHOLIC BEVERAGES, TOBACCO AND OTHER VEGETABLE-BASED TOBACCO PRODUCTS",0.011940
….Bukidnon,….Alcoholic Beverages,0.006686
….Bukidnon,……Spirits (ND),0.002234
….Bukidnon,……Wine (ND),0.000989
….Bukidnon,……Beer (ND),0.003462
….Bukidnon,….Tobacco,0.005255
….Bukidnon,……Tobacco (ND),0.005255
….Bukidnon,….Other Vegetable-Based Tobacco Products,..
….Bukidnon,……Other vegetable-based tobacco products,..
….Bukidnon,NON-FOOD,0.421897
….Bukidnon,..CLOTHING AND FOOTWEAR,0.028383
….Bukidnon,….Clothing,0.019420
….Bukidnon,……Clothing materials (SD),0.000306
….Bukidnon,……Garments (SD),0.018638
….Bukidnon,……Other articles of clothing and clothing accessories (SD),0.000217
….Bukidnon,"……Cleaning, repair and hire of clothing (S)",0.000259
….Bukidnon,….Footwear,0.008963
….Bukidnon,……Shoes and other footwear (SD),0.008933
….Bukidnon,……Repair and hire of footwear (S),0.000029
….Bukidnon,"..HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.164737
….Bukidnon,….Actual Rentals For Housing,0.096340
….Bukidnon,……Actual rentals paid by tenants (S),0.096340
….Bukidnon,….Maintenance And Repair Of The Dwelling,0.006319
….Bukidnon,……Materials for the maintenance and repair of the dwelling (ND),0.005505
….Bukidnon,……Services for the maintenance and repair of the dwelling (S),0.000814
….Bukidnon,….Water Supply And Miscellaneous Services Relating To The Dwelling,0.006147
….Bukidnon,……Water supply (ND),0.006147
….Bukidnon,"….Electricity, Gas And Other Fuels",0.055931
….Bukidnon,……Electricity (ND),0.027571
….Bukidnon,……Gas (ND),0.003785
….Bukidnon,……Liquid fuels (ND),0.002006
….Bukidnon,……Solid fuels (ND),0.022568
….Bukidnon,"..FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.023186
….Bukidnon,"….Furniture And Furnishings, Carpets And Other Floor Coverings",0.000237
….Bukidnon,……Furniture and furnishings (D),0.000220
….Bukidnon,……Carpets and other floor coverings (D),0.000016
….Bukidnon,….Household Textiles,0.001185
….Bukidnon,……Household textiles (SD),0.001185
….Bukidnon,….Household Appliances,0.003094
….Bukidnon,……Major household appliances whether electric or not (D),0.002345
….Bukidnon,……Small electric household appliances (SD),0.000504
….Bukidnon,……Repair of household appliances (S),0.000245
….Bukidnon,"….Glassware, Tableware And Household Utensils",0.000230
….Bukidnon,"……Glassware, tableware and household utensils (SD)",0.000230
