Crop,Geolocation,2010 Quarter1,2010 Quarter2,2010 Semester1,2010 Quarter3,2010 Quarter4,2010 Semester2,2010 Annual,2011 Quarter1,2011 Quarter2,2011 Semester1,2011 Quarter3,2011 Quarter4,2011 Semester2,2011 Annual,2012 Quarter1,2012 Quarter2,2012 Semester1,2012 Quarter3,2012 Quarter4,2012 Semester2,2012 Annual,2013 Quarter1,2013 Quarter2,2013 Semester1,2013 Quarter3,2013 Quarter4,2013 Semester2,2013 Annual,2014 Quarter1,2014 Quarter2,2014 Semester1,2014 Quarter3,2014 Quarter4,2014 Semester2,2014 Annual,2015 Quarter1,2015 Quarter2,2015 Semester1,2015 Quarter3,2015 Quarter4,2015 Semester2,2015 Annual,2016 Quarter1,2016 Quarter2,2016 Semester1,2016 Quarter3,2016 Quarter4,2016 Semester2,2016 Annual,2017 Quarter1,2017 Quarter2,2017 Semester1,2017 Quarter3,2017 Quarter4,2017 Semester2,2017 Annual,2018 Quarter1,2018 Quarter2,2018 Semester1,2018 Quarter3,2018 Quarter4,2018 Semester2,2018 Annual,2019 Quarter1,2019 Quarter2,2019 Semester1,2019 Quarter3,2019 Quarter4,2019 Semester2,2019 Annual,2020 Quarter1,2020 Quarter2,2020 Semester1,2020 Quarter3,2020 Quarter4,2020 Semester2,2020 Annual,2021 Quarter1,2021 Quarter2,2021 Semester1,2021 Quarter3,2021 Quarter4,2021 Semester2,2021 Annual,2022 Quarter1,2022 Quarter2,2022 Semester1,2022 Quarter3,2022 Quarter4,2022 Semester2,2022 Annual,2023 Quarter1,2023 Quarter2,2023 Semester1,2023 Quarter3,2023 Quarter4,2023 Semester2,2023 Annual,2024 Quarter1,2024 Quarter2,2024 Semester1,2024 Quarter3,2024 Quarter4,2024 Semester2,2024 Annual,2025 Quarter1,2025 Quarter2,2025 Semester1,2025 Quarter3,2025 Quarter4,2025 Semester2,2025 Annual,2026 Quarter1,2026 Quarter2,2026 Semester1,2026 Quarter3,2026 Quarter4,2026 Semester2,2026 Annual
"....Onion, red creole (Bermuda red)",..REGION III (CENTRAL LUZON),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,70.00,70.00,..,..,11206.47,..,..,10.02,11216.49,10059.81,1149.44,11209.25,60.08,0.00,60.08,11269.33,6562.37,..,..,..,..,..,..
"....Onion, red creole (Bermuda red)",..REGION IV-A (CALABARZON),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,71.81,..,..,0.00,71.81,33.11,1.63,34.74,0.00,0.29,0.29,35.03,1.85,..,..,..,..,..,..
"....Onion, red creole (Bermuda red)",..MIMAROPA REGION,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,4885.23,..,..,0.00,4885.23,1664.08,5867.29,7531.37,23.95,35.52,59.47,7590.84,2970.80,..,..,..,..,..,..
"....Onion, red creole (Bermuda red)",..REGION V (BICOL REGION),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
"....Onion, red creole (Bermuda red)",..REGION VI (WESTERN VISAYAS),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,2.00,2.00,..,..,114.97,..,..,0.00,114.97,17.00,113.00,130.00,0.00,0.00,0.00,130.00,1.20,..,..,..,..,..,..
"....Onion, red creole (Bermuda red)",..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,4.10,..,..,0.01,4.11,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.00,..,..,..,..,..,..
"....Onion, red creole (Bermuda red)",..REGION VII (CENTRAL VISAYAS),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
"....Onion, red creole (Bermuda red)",..REGION VIII (EASTERN VISAYAS),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,1.28,..,..,0.00,1.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
"....Onion, red creole (Bermuda red)",..REGION IX (ZAMBOANGA PENINSULA),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
"....Onion, red creole (Bermuda red)",..REGION X (NORTHERN MINDANAO),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
"....Onion, red creole (Bermuda red)",..REGION XI (DAVAO REGION),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
"....Onion, red creole (Bermuda red)",..REGION XII (SOCCSKSARGEN),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,1.00,..,..,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
"....Onion, red creole (Bermuda red)",..REGION XIII (CARAGA),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",PHILIPPINES,..,..,3278.66,..,..,1168.62,4447.28,..,..,3405.61,..,..,1148.52,4554.13,..,..,3391.72,..,..,1133.60,4525.32,..,..,3343.55,..,..,1099.02,4442.56,..,..,3641.04,..,..,1093.78,4734.82,..,..,2967.02,..,..,1103.10,4070.12,..,..,2794.81,..,..,966.71,3761.52,..,..,2840.16,..,..,974.49,3814.65,..,..,2826.58,..,..,985.97,3812.55,..,..,2816.95,..,..,981.84,3798.79,..,..,2958.05,..,..,979.92,3937.97,..,..,2963.86,..,..,974.47,3938.33,..,..,2909.94,..,..,981.26,3891.20,..,..,2756.09,..,..,1391.93,4148.02,..,..,2858.77,..,..,1323.43,4182.20,2553.39,311.41,2864.80,67.72,1113.28,1181.01,4045.81,1545.76,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..CORDILLERA ADMINISTRATIVE REGION (CAR),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.42,0.42,..,..,1.76,..,..,2.52,4.28,1.30,1.24,2.54,0.00,1.16,1.16,3.70,1.42,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..REGION I (ILOCOS REGION),..,..,2709.00,..,..,1146.87,3855.87,..,..,2798.50,..,..,1133.87,3932.37,..,..,2795.11,..,..,1117.00,3912.11,..,..,2729.42,..,..,1082.07,3811.49,..,..,2672.00,..,..,1075.73,3747.73,..,..,2669.96,..,..,1085.00,3754.96,..,..,2644.96,..,..,956.21,3601.17,..,..,2691.50,..,..,965.50,3657.00,..,..,2682.77,..,..,977.05,3659.82,..,..,2678.76,..,..,971.03,3649.79,..,..,2821.30,..,..,971.73,3793.03,..,..,2824.53,..,..,966.93,3791.46,..,..,2769.53,..,..,971.93,3741.46,..,..,2607.80,..,..,978.25,3586.05,..,..,2526.22,..,..,944.30,3470.52,2329.98,153.68,2483.66,1.50,978.55,980.05,3463.71,1323.00,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..REGION II (CAGAYAN VALLEY),..,..,20.00,..,..,10.50,30.50,..,..,15.75,..,..,10.50,26.25,..,..,35.87,..,..,12.60,48.47,..,..,35.73,..,..,12.50,48.23,..,..,36.00,..,..,13.35,49.35,..,..,34.85,..,..,13.30,48.15,..,..,30.05,..,..,3.25,33.30,..,..,29.75,..,..,2.76,32.51,..,..,25.56,..,..,3.25,28.81,..,..,27.28,..,..,3.22,30.50,..,..,26.17,..,..,3.20,29.37,..,..,27.80,..,..,3.05,30.85,..,..,29.45,..,..,2.84,32.29,..,..,30.53,..,..,1.87,32.40,..,..,30.40,..,..,0.26,30.66,15.50,16.60,32.10,0.27,0.58,0.85,32.95,20.75,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..REGION III (CENTRAL LUZON),..,..,531.00,..,..,1.00,532.00,..,..,531.00,..,..,1.00,532.00,..,..,525.20,..,..,1.00,526.20,..,..,526.00,..,..,1.00,527.00,..,..,876.00,..,..,1.00,877.00,..,..,240.00,..,..,1.00,241.00,..,..,100.00,..,..,1.00,101.00,..,..,100.00,..,..,1.00,101.00,..,..,99.70,..,..,0.99,100.69,..,..,104.70,..,..,0.99,105.69,..,..,104.70,..,..,0.99,105.69,..,..,104.85,..,..,0.99,105.84,..,..,104.52,..,..,0.99,105.51,..,..,104.52,..,..,1.42,105.94,..,..,250.76,..,..,0.00,250.76,187.30,13.04,200.34,2.59,0.00,2.59,202.93,182.33,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..REGION IV-A (CALABARZON),..,..,8.00,..,..,0.00,8.00,..,..,50.00,..,..,0.00,50.00,..,..,27.00,..,..,0.00,27.00,..,..,42.69,..,..,0.30,42.99,..,..,47.00,..,..,0.30,47.30,..,..,18.00,..,..,0.20,18.20,..,..,17.00,..,..,0.20,17.20,..,..,13.00,..,..,0.00,13.00,..,..,14.00,..,..,0.00,14.00,..,..,1.64,..,..,2.00,3.64,..,..,1.64,..,..,0.00,1.64,..,..,1.64,..,..,0.00,1.64,..,..,1.68,..,..,0.00,1.68,..,..,0.00,..,..,0.00,0.00,..,..,7.17,..,..,0.00,7.17,1.80,1.00,2.80,0.00,0.00,0.00,2.80,0.35,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..MIMAROPA REGION,..,..,5.65,..,..,0.00,5.65,..,..,6.00,..,..,0.00,6.00,..,..,5.98,..,..,0.00,5.98,..,..,6.95,..,..,0.00,6.95,..,..,7.44,..,..,0.00,7.44,..,..,1.01,..,..,0.00,1.01,..,..,0.75,..,..,0.00,0.75,..,..,0.60,..,..,0.00,0.60,..,..,0.65,..,..,0.00,0.65,..,..,0.63,..,..,0.00,0.63,..,..,0.59,..,..,0.00,0.59,..,..,0.54,..,..,0.00,0.54,..,..,0.51,..,..,0.00,0.51,..,..,8.47,..,..,227.65,236.12,..,..,22.99,..,..,200.00,222.99,9.44,2.30,11.74,0.00,0.02,0.02,11.76,3.86,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..REGION V (BICOL REGION),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.05,0.05,..,..,0.07,..,..,0.00,0.07,0.10,113.60,113.70,0.28,0.03,0.31,114.01,0.16,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..REGION VI (WESTERN VISAYAS),..,..,1.00,..,..,0.00,1.00,..,..,1.00,..,..,0.00,1.00,..,..,1.00,..,..,0.00,1.00,..,..,0.75,..,..,0.00,0.75,..,..,0.50,..,..,0.00,0.50,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.80,0.80,0.21,0.32,0.53,0.35,0.00,0.35,0.88,0.00,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,4.36,..,..,35.10,39.46,1.52,2.00,3.52,32.10,3.00,35.10,38.62,1.51,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..REGION VII (CENTRAL VISAYAS),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,2.00,2.00,..,..,2.90,..,..,2.00,4.90,..,..,2.90,..,..,3.00,5.90,..,..,2.90,..,..,3.00,5.90,..,..,2.90,..,..,3.00,5.90,..,..,4.00,..,..,3.00,7.00,..,..,4.00,..,..,5.00,9.00,..,..,4.57,..,..,43.57,48.14,..,..,0.05,..,..,0.04,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..REGION VIII (EASTERN VISAYAS),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.19,..,..,0.00,0.19,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,4.59,4.59,..,..,0.48,..,..,0.74,1.22,0.00,0.33,0.33,0.46,0.43,0.89,1.22,0.24,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..REGION IX (ZAMBOANGA PENINSULA),..,..,3.50,..,..,9.00,12.50,..,..,2.90,..,..,2.00,4.90,..,..,1.00,..,..,2.00,3.00,..,..,1.00,..,..,2.00,3.00,..,..,1.00,..,..,2.00,3.00,..,..,1.00,..,..,2.00,3.00,..,..,0.90,..,..,1.80,2.70,..,..,1.00,..,..,1.48,2.48,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.66,0.66,..,..,1.07,..,..,0.05,1.12,0.01,0.00,0.01,0.11,0.25,0.36,0.37,0.08,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..REGION X (NORTHERN MINDANAO),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,131.06,131.06,..,..,1.85,..,..,137.14,138.99,1.25,0.02,1.27,14.50,111.02,125.52,126.79,1.97,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..REGION XI (DAVAO REGION),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.69,..,..,0.68,1.37,0.52,0.19,0.71,0.25,1.13,1.38,2.09,0.94,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..REGION XII (SOCCSKSARGEN),..,..,0.52,..,..,1.25,1.77,..,..,0.46,..,..,1.15,1.61,..,..,0.56,..,..,1.00,1.57,..,..,1.00,..,..,1.15,2.15,..,..,1.10,..,..,1.40,2.50,..,..,1.20,..,..,1.60,2.80,..,..,1.15,..,..,2.25,3.40,..,..,1.35,..,..,1.75,3.10,..,..,1.00,..,..,1.68,2.68,..,..,0.85,..,..,1.60,2.45,..,..,0.75,..,..,1.00,1.75,..,..,0.50,..,..,0.50,1.00,..,..,0.25,..,..,0.50,0.75,..,..,0.20,..,..,0.90,1.10,..,..,2.50,..,..,1.70,4.20,0.00,0.00,0.00,0.00,0.75,0.75,0.75,0.00,..,..,..,..,..,..
"..Onion, red shallot (Sibuyas Tagalog)",..REGION XIII (CARAGA),..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,1.00,..,..,0.00,1.00,..,..,0.00,..,..,0.00,0.00,..,..,0.06,..,..,0.00,0.06,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,0.00,0.00,..,..,0.00,..,..,1.50,1.50,..,..,0.00,..,..,0.10,0.10,0.13,0.73,0.86,0.64,0.55,1.19,2.05,0.15,..,..,..,..,..,..
Tomato,PHILIPPINES,..,..,12182.24,..,..,5480.52,17662.76,..,..,12145.58,..,..,5410.42,17556.01,..,..,11976.83,..,..,5368.57,17345.40,..,..,12060.53,..,..,5169.98,17230.51,..,..,11756.78,..,..,4985.49,16742.27,..,..,11377.26,..,..,4787.85,16165.11,..,..,11304.71,..,..,4892.73,16197.44,..,..,11570.14,..,..,4920.72,16490.86,..,..,11587.65,..,..,4906.47,16494.12,..,..,11407.95,..,..,4952.30,16360.25,..,..,11546.09,..,..,4902.10,16448.19,..,..,11535.72,..,..,4868.27,16404.00,..,..,11014.02,..,..,4890.22,15904.24,..,..,10811.40,..,..,4129.68,14937.18,..,..,9545.36,..,..,4502.28,14047.64,7529.21,7706.39,9104.03,3091.00,3560.01,5019.53,14123.56,7802.61,..,..,..,..,..,..
Tomato,..CORDILLERA ADMINISTRATIVE REGION (CAR),..,..,240.75,..,..,116.10,356.85,..,..,250.75,..,..,109.00,359.75,..,..,252.00,..,..,107.00,359.00,..,..,249.00,..,..,106.00,355.00,..,..,250.00,..,..,106.10,356.10,..,..,248.50,..,..,93.60,342.10,..,..,247.25,..,..,88.50,335.75,..,..,235.50,..,..,99.50,335.00,..,..,220.25,..,..,80.96,301.21,..,..,214.22,..,..,85.96,300.18,..,..,221.23,..,..,81.46,302.69,..,..,199.06,..,..,88.48,287.54,..,..,180.86,..,..,103.49,284.35,..,..,162.83,..,..,133.58,296.41,..,..,154.31,..,..,287.89,442.20,115.77,138.81,163.81,178.47,322.20,330.77,494.58,257.61,..,..,..,..,..,..
Tomato,..REGION I (ILOCOS REGION),..,..,3356.20,..,..,416.96,3773.17,..,..,3317.60,..,..,411.97,3729.58,..,..,3315.48,..,..,424.00,3739.48,..,..,3356.30,..,..,429.00,3785.30,..,..,3390.00,..,..,431.02,3821.02,..,..,3399.30,..,..,427.85,3827.15,..,..,3346.20,..,..,443.05,3789.25,..,..,3361.90,..,..,464.33,3826.23,..,..,3195.93,..,..,462.73,3658.65,..,..,3162.60,..,..,474.44,3637.04,..,..,3179.34,..,..,472.34,3651.68,..,..,3142.16,..,..,468.37,3610.53,..,..,2664.17,..,..,472.06,3136.23,..,..,2621.17,..,..,435.87,3057.04,..,..,2168.64,..,..,434.08,2602.72,1682.38,727.23,1815.24,59.41,477.92,477.92,2293.16,1747.50,..,..,..,..,..,..
