Crop,Geolocation,2010 Quarter1,2010 Quarter2,2010 Semester1,2010 Quarter3,2010 Quarter4,2010 Semester2,2010 Annual,2011 Quarter1,2011 Quarter2,2011 Semester1,2011 Quarter3,2011 Quarter4,2011 Semester2,2011 Annual,2012 Quarter1,2012 Quarter2,2012 Semester1,2012 Quarter3,2012 Quarter4,2012 Semester2,2012 Annual,2013 Quarter1,2013 Quarter2,2013 Semester1,2013 Quarter3,2013 Quarter4,2013 Semester2,2013 Annual,2014 Quarter1,2014 Quarter2,2014 Semester1,2014 Quarter3,2014 Quarter4,2014 Semester2,2014 Annual,2015 Quarter1,2015 Quarter2,2015 Semester1,2015 Quarter3,2015 Quarter4,2015 Semester2,2015 Annual,2016 Quarter1,2016 Quarter2,2016 Semester1,2016 Quarter3,2016 Quarter4,2016 Semester2,2016 Annual,2017 Quarter1,2017 Quarter2,2017 Semester1,2017 Quarter3,2017 Quarter4,2017 Semester2,2017 Annual,2018 Quarter1,2018 Quarter2,2018 Semester1,2018 Quarter3,2018 Quarter4,2018 Semester2,2018 Annual,2019 Quarter1,2019 Quarter2,2019 Semester1,2019 Quarter3,2019 Quarter4,2019 Semester2,2019 Annual,2020 Quarter1,2020 Quarter2,2020 Semester1,2020 Quarter3,2020 Quarter4,2020 Semester2,2020 Annual,2021 Quarter1,2021 Quarter2,2021 Semester1,2021 Quarter3,2021 Quarter4,2021 Semester2,2021 Annual,2022 Quarter1,2022 Quarter2,2022 Semester1,2022 Quarter3,2022 Quarter4,2022 Semester2,2022 Annual,2023 Quarter1,2023 Quarter2,2023 Semester1,2023 Quarter3,2023 Quarter4,2023 Semester2,2023 Annual,2024 Quarter1,2024 Quarter2,2024 Semester1,2024 Quarter3,2024 Quarter4,2024 Semester2,2024 Annual,2025 Quarter1,2025 Quarter2,2025 Semester1,2025 Quarter3,2025 Quarter4,2025 Semester2,2025 Annual,2026 Quarter1,2026 Quarter2,2026 Semester1,2026 Quarter3,2026 Quarter4,2026 Semester2,2026 Annual
Coffee (dried berries w/ pulp),..REGION XI (DAVAO REGION),4203.98,2088.64,6292.62,4934.41,11454.53,16388.94,22681.56,3771.19,2016.77,5787.96,4487.53,10189.58,14677.11,20465.07,3504.94,1894.96,5399.90,4379.88,9170.10,13549.98,18949.88,2762.94,1643.37,4406.31,2903.51,5079.17,7982.68,12388.99,2745.50,1571.37,4316.87,2307.44,5168.34,7475.78,11792.65,2726.72,1491.20,4217.92,2275.40,5187.30,7462.70,11680.62,2672.53,1464.08,4136.61,2211.17,5082.00,7293.17,11429.78,2558.76,1397.24,3956.00,2066.64,4817.31,6883.95,10839.95,2457.63,1368.19,3825.82,2050.09,4957.31,7007.40,10833.22,2409.53,1320.58,3730.11,2005.25,4980.02,6985.27,10715.38,2391.17,1317.54,3708.71,2065.60,5051.95,7117.55,10826.25,2353.18,1276.76,3629.94,2056.37,5169.77,7226.14,10856.08,2352.70,1243.86,3596.56,..,..,0.00,3596.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
Coffee (dried berries w/ pulp),..REGION XII (SOCCSKSARGEN),7748.22,4437.01,12185.23,2268.28,13307.93,15576.21,27761.44,7964.46,4532.90,12497.36,2351.08,12574.73,14925.81,27423.17,7898.01,4570.89,12468.90,2447.25,12952.38,15399.63,27868.53,8205.72,4683.56,12889.28,2576.19,13425.90,16002.09,28891.37,8047.73,4623.32,12671.05,2543.64,12785.52,15329.16,28000.21,7102.78,4285.52,11388.30,2562.17,13007.35,15569.52,26957.82,7141.22,3118.78,10260.00,1924.99,12915.79,14840.78,25100.78,7462.54,2579.73,10042.27,1536.26,10540.26,12076.52,22118.79,5318.28,2277.77,7596.05,1520.01,10785.84,12305.85,19901.90,5434.14,2096.81,7530.95,1453.01,11576.14,13029.15,20560.10,5499.51,1935.41,7434.92,1456.17,12697.38,14153.55,21588.47,6974.88,1800.92,8775.80,1304.53,10927.08,12231.61,21007.41,6257.46,1412.47,7669.92,..,..,0.00,7669.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
Coffee (dried berries w/ pulp),..REGION XIII (CARAGA),157.36,666.69,824.05,800.55,627.07,1427.62,2251.67,73.56,587.90,661.46,734.54,611.54,1346.07,2007.53,60.76,370.00,430.76,729.81,626.23,1356.04,1786.80,49.21,256.77,305.98,642.35,548.84,1191.19,1497.16,10.88,262.37,273.25,589.25,543.04,1132.29,1405.53,11.63,246.14,257.77,709.72,678.46,1388.18,1645.95,10.47,236.50,246.97,777.10,809.85,1586.95,1833.92,13.18,134.57,147.75,739.31,696.15,1435.45,1583.20,11.31,143.64,154.95,751.28,758.30,1509.58,1664.53,15.18,146.10,161.28,819.43,794.19,1613.61,1774.89,30.84,156.17,187.01,667.41,767.82,1435.23,1622.24,33.21,115.63,148.84,658.88,773.37,1432.24,1581.08,26.85,113.26,140.10,..,..,0.00,140.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
Coffee (dried berries w/ pulp),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,2099.56,1312.45,3412.01,751.96,6638.95,7390.91,10802.92,1916.00,1388.70,3304.70,766.77,6818.15,7584.92,10889.62,1983.15,1391.20,3374.35,771.90,6482.32,7254.22,10628.57,1921.47,1371.25,3292.72,747.15,6451.29,7198.44,10491.17,1921.91,1339.81,3261.72,732.85,6354.61,7087.46,10349.18,1972.61,1360.53,3333.14,723.15,6470.08,7193.23,10526.36,1902.72,1342.31,3245.03,703.30,6393.26,7096.56,10341.59,1913.69,1252.65,3166.34,711.23,6319.96,7031.19,10197.53,2052.22,1271.42,3323.64,757.45,6396.10,7153.55,10477.19,1990.92,1235.71,3226.63,756.34,6702.20,7458.54,10685.17,1888.69,1238.30,3126.99,756.45,6679.66,7436.11,10563.10,1706.63,1250.17,2956.80,764.03,6779.77,7543.80,10500.59,1722.22,1262.05,2984.27,0.00,0.00,0.00,2984.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Arabica (dried berries),..REGION XI (DAVAO REGION),423.68,244.13,667.81,963.04,1373.16,2336.20,3004.01,381.71,237.69,619.40,895.47,1283.89,2179.36,2798.76,363.55,221.25,584.80,863.63,1242.09,2105.72,2690.52,334.84,193.30,528.14,714.54,1142.17,1856.71,2384.85,332.64,189.74,522.38,662.85,1169.49,1832.34,2354.72,324.94,186.77,511.71,656.02,1162.62,1818.64,2330.35,316.37,182.47,498.84,613.19,1135.39,1748.58,2247.42,310.28,174.37,484.65,610.42,1105.40,1715.82,2200.47,295.68,168.14,463.82,638.66,1103.38,1742.04,2205.86,281.08,154.34,435.42,631.16,1110.73,1741.89,2177.31,271.04,152.37,423.41,726.81,1167.39,1894.20,2317.61,267.95,148.50,416.45,710.34,1238.42,1948.75,2365.20,289.79,142.39,432.18,..,..,0.00,432.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Arabica (dried berries),..REGION XII (SOCCSKSARGEN),3413.84,1632.60,5046.44,1220.47,5574.46,6794.93,11841.37,3485.31,1695.34,5180.65,1269.43,5262.57,6532.00,11712.65,3464.52,1680.70,5145.22,1309.91,5312.21,6622.12,11767.34,3554.70,1695.69,5250.39,1368.52,5365.62,6734.14,11984.53,3473.27,1631.65,5104.92,1347.08,5123.46,6470.54,11575.46,2990.32,1453.98,4444.30,1351.08,5228.49,6579.57,11023.87,3025.34,1253.30,4278.64,1047.21,5279.33,6326.54,10605.18,3012.56,935.09,3947.65,790.48,3936.40,4726.88,8674.53,2163.29,831.87,2995.16,756.89,4189.07,4945.96,7941.12,2430.18,787.13,3217.31,761.00,4400.72,5161.72,8379.03,2664.45,764.12,3428.57,756.53,4726.28,5482.81,8911.38,2569.23,727.10,3296.33,702.57,3793.93,4496.50,7792.83,2490.81,592.77,3083.57,..,..,0.00,3083.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Arabica (dried berries),..REGION XIII (CARAGA),0.00,1.50,1.50,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Arabica (dried berries),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,428.61,376.50,805.11,136.56,804.76,941.32,1746.43,344.05,414.56,758.61,142.50,830.05,972.55,1731.16,335.24,413.50,748.74,147.20,786.03,933.23,1681.97,329.43,407.55,736.98,133.50,776.31,909.81,1646.79,323.56,401.86,725.42,127.60,758.45,886.05,1611.47,329.93,409.90,739.83,131.75,760.96,892.71,1632.54,317.56,404.85,722.41,128.61,748.60,877.21,1599.62,328.12,409.64,737.76,131.93,756.75,888.68,1626.44,359.42,420.18,779.60,136.70,758.40,895.10,1674.70,352.08,399.58,751.66,134.62,782.20,916.82,1668.48,240.22,400.87,641.09,136.41,655.59,792.00,1433.09,241.50,404.47,645.97,139.59,661.79,801.38,1447.34,241.74,407.65,649.39,0.00,0.00,0.00,649.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Excelsa (dried berries),..REGION XI (DAVAO REGION),598.65,397.07,995.72,588.52,848.34,1436.86,2432.58,536.13,381.68,917.81,543.36,775.02,1318.38,2236.19,502.29,356.56,858.85,486.74,716.24,1202.98,2061.83,443.39,323.20,766.59,318.59,516.55,835.14,1601.73,433.25,316.74,749.99,244.57,510.27,754.84,1504.83,419.85,308.86,728.71,239.49,507.89,747.38,1476.09,400.55,303.36,703.91,230.49,492.47,722.96,1426.87,389.57,299.16,688.73,203.68,365.68,569.36,1258.09,370.71,286.43,657.14,198.03,340.40,538.43,1195.57,362.48,273.83,636.31,192.52,326.28,518.80,1155.11,347.30,272.58,619.88,190.21,314.90,505.11,1124.99,336.61,260.96,597.57,188.40,317.55,505.95,1103.53,336.15,259.74,595.89,..,..,0.00,595.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Excelsa (dried berries),..REGION XII (SOCCSKSARGEN),167.49,378.47,545.96,23.66,23.99,47.65,593.61,180.07,350.73,530.80,23.32,20.49,43.81,574.61,184.37,370.57,554.94,23.90,20.56,44.46,599.40,187.53,378.54,566.07,25.68,20.86,46.54,612.61,176.53,401.33,577.86,26.22,21.37,47.59,625.45,184.25,402.36,586.61,27.05,21.50,48.55,635.16,173.16,248.58,421.74,21.26,21.44,42.70,464.44,174.76,251.94,426.70,21.95,20.90,42.85,469.55,182.70,278.27,460.97,21.87,19.90,41.77,502.74,167.32,219.81,387.13,19.15,17.20,36.35,423.48,131.94,167.85,299.79,16.64,16.03,32.67,332.46,101.46,156.00,257.46,14.15,14.78,28.93,286.39,72.46,78.90,151.36,..,..,0.00,151.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Excelsa (dried berries),..REGION XIII (CARAGA),24.20,17.80,42.00,7.85,10.90,18.75,60.75,11.75,9.20,20.95,4.25,5.25,9.50,30.45,8.20,5.35,13.55,4.06,4.61,8.67,22.22,2.95,2.60,5.55,2.35,2.20,4.55,10.10,1.58,2.01,3.59,1.41,1.77,3.18,6.77,1.15,1.56,2.71,1.18,1.17,2.35,5.06,1.00,1.20,2.20,0.95,0.65,1.60,3.80,0.72,0.66,1.38,0.67,0.40,1.07,2.44,0.48,0.59,1.07,0.61,0.32,0.93,2.00,0.36,0.50,0.86,0.50,0.34,0.83,1.69,0.31,0.41,0.72,0.43,0.28,0.71,1.43,0.27,0.37,0.64,0.37,0.27,0.63,1.27,0.22,0.28,0.51,..,..,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Excelsa (dried berries),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,508.40,93.60,602.00,176.90,710.44,887.34,1489.34,430.70,121.64,552.34,181.90,758.10,940.00,1492.34,414.62,126.10,540.72,176.45,712.29,888.74,1429.46,408.81,115.65,524.46,172.35,700.82,873.17,1397.63,427.80,118.25,546.05,164.70,686.15,850.85,1396.90,439.35,121.45,560.80,168.90,695.07,863.97,1424.77,432.30,119.29,551.59,162.15,670.13,832.28,1383.87,447.14,123.55,570.69,164.75,679.11,843.86,1414.55,439.49,122.40,561.89,166.55,682.80,849.35,1411.24,433.90,123.59,557.49,165.37,683.00,848.37,1405.86,438.47,122.14,560.61,165.82,670.90,836.72,1397.33,421.52,124.04,545.56,167.70,682.39,850.09,1395.65,420.22,119.90,540.12,0.00,0.00,0.00,540.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Liberica (dried berries),..REGION XI (DAVAO REGION),25.54,20.05,45.59,17.95,19.80,37.75,83.34,25.29,20.02,45.31,18.15,20.15,38.30,83.61,25.69,20.36,46.05,18.15,19.20,37.35,83.40,25.29,20.08,45.37,17.92,18.33,36.25,81.62,24.67,20.77,45.44,19.25,18.85,38.10,83.54,22.36,19.62,41.98,18.39,18.11,36.50,78.48,22.08,18.89,40.97,17.60,18.18,35.78,76.75,22.06,18.80,40.86,16.86,17.75,34.61,75.47,21.95,18.61,40.56,16.39,16.97,33.36,73.92,21.54,17.49,39.03,16.18,16.61,32.79,71.82,20.84,17.36,38.20,15.88,15.96,31.84,70.04,20.08,17.03,37.11,15.69,15.55,31.24,68.34,19.87,16.59,36.47,..,..,0.00,36.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Liberica (dried berries),..REGION XII (SOCCSKSARGEN),0.18,0.36,0.54,0.09,1.33,1.42,1.96,0.17,0.35,0.52,0.08,1.70,1.78,2.30,0.16,0.37,0.53,0.09,1.82,1.91,2.44,0.17,0.38,0.55,0.10,1.91,2.01,2.56,0.16,0.45,0.61,0.12,2.05,2.17,2.78,0.15,0.44,0.59,0.10,2.00,2.10,2.69,0.13,0.00,0.13,0.00,2.08,2.08,2.21,0.14,0.11,0.25,0.50,2.10,2.60,2.85,0.15,0.12,0.27,0.53,2.25,2.78,3.05,0.14,0.10,0.24,0.48,1.36,1.84,2.08,0.10,0.07,0.17,0.40,1.25,1.65,1.82,0.08,0.06,0.14,0.25,0.80,1.05,1.19,0.04,0.05,0.09,..,..,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Liberica (dried berries),..REGION XIII (CARAGA),0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Liberica (dried berries),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,9.25,0.35,9.60,35.00,120.00,155.00,164.60,8.00,0.50,8.50,37.00,130.00,167.00,175.50,7.50,0.60,8.10,35.00,120.00,155.00,163.10,7.35,0.55,7.90,34.00,118.00,152.00,159.90,7.60,0.60,8.20,33.00,115.00,148.00,156.20,7.70,0.65,8.35,33.50,117.00,150.50,158.85,7.50,0.64,8.14,32.00,114.00,146.00,154.14,8.20,0.69,8.89,33.00,116.00,149.00,157.89,8.00,0.67,8.67,34.00,118.00,152.00,160.67,7.95,0.68,8.63,33.90,117.00,150.90,159.53,8.00,0.67,8.67,33.00,114.00,147.00,155.67,8.20,0.68,8.88,33.20,115.00,148.20,157.08,7.94,0.65,8.59,0.00,0.00,0.00,8.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..REGION XI (DAVAO REGION),3156.11,1427.39,4583.50,3364.90,9213.23,12578.13,17161.63,2828.06,1377.38,4205.44,3030.55,8110.52,11141.07,15346.51,2613.41,1296.79,3910.20,3011.36,7192.57,10203.93,14114.13,1959.42,1106.79,3066.21,1852.46,3402.12,5254.58,8320.79,1954.94,1044.12,2999.06,1380.77,3469.73,4850.50,7849.56,1959.57,975.95,2935.52,1361.50,3498.68,4860.18,7795.70,1933.53,959.36,2892.89,1349.89,3435.96,4785.85,7678.74,1836.85,904.91,2741.76,1235.68,3328.48,4564.16,7305.92,1769.29,895.01,2664.30,1197.01,3496.55,4693.56,7357.86,1744.43,874.92,2619.35,1165.39,3526.40,4691.79,7311.14,1751.99,875.23,2627.22,1132.70,3553.70,4686.40,7313.62,1728.54,850.27,2578.82,1141.94,3598.26,4740.20,7319.01,1706.88,825.14,2532.02,..,..,0.00,2532.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..REGION XII (SOCCSKSARGEN),4166.71,2425.58,6592.29,1024.06,7708.15,8732.21,15324.50,4298.91,2486.48,6785.39,1058.25,7289.97,8348.22,15133.61,4248.96,2519.25,6768.21,1113.35,7617.79,8731.14,15499.35,4463.32,2608.95,7072.27,1181.89,8037.51,9219.40,16291.67,4397.77,2589.89,6987.66,1170.22,7638.64,8808.86,15796.52,3928.06,2428.74,6356.80,1183.94,7755.36,8939.30,15296.10,3942.59,1616.90,5559.49,856.52,7612.94,8469.46,14028.95,4275.08,1392.59,5667.67,723.33,6580.86,7304.19,12971.86,2972.14,1167.51,4139.65,740.72,6574.62,7315.34,11454.99,2836.50,1089.77,3926.27,672.38,7156.86,7829.24,11755.51,2703.02,1003.37,3706.39,682.60,7953.82,8636.42,12342.81,4304.11,917.76,5221.87,587.56,7117.57,7705.13,12927.00,3694.15,740.75,4434.90,..,..,0.00,4434.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..REGION XIII (CARAGA),133.16,646.39,779.55,792.70,616.17,1408.87,2188.42,61.81,578.70,640.51,730.29,606.29,1336.57,1977.08,52.56,364.65,417.21,725.75,621.62,1347.37,1764.58,46.26,254.17,300.43,640.00,546.64,1186.64,1487.06,9.30,260.36,269.66,587.84,541.27,1129.11,1398.77,10.48,244.58,255.06,708.54,677.29,1385.83,1640.89,9.47,235.30,244.77,776.15,809.20,1585.35,1830.12,12.46,133.91,146.37,738.64,695.75,1434.39,1580.76,10.83,143.06,153.89,750.67,757.98,1508.65,1662.53,14.82,145.60,160.42,818.93,793.85,1612.78,1773.20,30.53,155.75,186.29,666.98,767.54,1434.52,1620.81,32.94,115.26,148.20,658.51,773.10,1431.61,1579.81,26.63,112.97,139.60,..,..,0.00,139.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Robusta (dried berries),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,1153.30,842.00,1995.30,403.50,5003.75,5407.25,7402.55,1133.25,852.00,1985.25,405.37,5100.00,5505.37,7490.62,1225.79,851.00,2076.79,413.25,4864.00,5277.25,7354.04,1175.88,847.50,2023.38,407.30,4856.16,5263.46,7286.84,1162.95,819.10,1982.05,407.55,4795.01,5202.56,7184.61,1195.63,828.53,2024.16,389.00,4897.05,5286.05,7310.21,1145.36,817.53,1962.89,380.54,4860.53,5241.07,7203.96,1130.23,718.77,1849.00,381.55,4768.10,5149.65,6998.65,1245.31,728.17,1973.48,420.20,4836.90,5257.10,7230.58,1196.99,711.86,1908.85,422.45,5120.00,5542.45,7451.30,1202.00,714.62,1916.62,421.22,5239.17,5660.39,7577.01,1035.41,720.98,1756.39,423.54,5320.59,5744.13,7500.52,1052.31,733.85,1786.16,0.00,0.00,0.00,1786.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Others (dried berries),..REGION XI (DAVAO REGION),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Others (dried berries),..REGION XII (SOCCSKSARGEN),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Others (dried berries),..REGION XIII (CARAGA),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
..Coffee Others (dried berries),..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,0.00,0.00,..,..,..,..,..,..
