Geolocation,Commodity,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual,2022 January,2022 February,2022 March,2022 April,2022 May,2022 June,2022 July,2022 August,2022 September,2022 October,2022 November,2022 December,2022 Annual,2023 January,2023 February,2023 March,2023 April,2023 May,2023 June,2023 July,2023 August,2023 September,2023 October,2023 November,2023 December,2023 Annual,2024 January,2024 February,2024 March,2024 April,2024 May,2024 June,2024 July,2024 August,2024 September,2024 October,2024 November,2024 December,2024 Annual,2025 January,2025 February,2025 March,2025 April,2025 May,2025 June,2025 July,2025 August,2025 September,2025 October,2025 November,2025 December,2025 Annual,2026 January,2026 February,2026 March,2026 April,2026 May,2026 June,2026 July,2026 August,2026 September,2026 October,2026 November,2026 December,2026 Annual
..XII - SOCCSKSARGEN,"MONGGO, GREEN, 1 KG",87.72,87.50,88.00,84.97,79.93,77.57,82.88,81.16,80.32,82.44,83.84,83.36,83.31,84.21,83.12,85.01,83.35,80.47,76.33,75.62,79.50,80.93,82.25,84.86,85.46,81.76,84.52,82.45,83.58,80.97,79.96,78.59,79.79,81.16,81.02,82.90,83.95,86.61,82.13,87.39,94.26,97.37,86.07,84.40,83.02,87.34,86.08,87.00,88.30,87.99,88.34,88.13,89.93,88.84,87.14,84.17,81.00,81.66,82.18,83.82,83.08,82.96,85.93,86.89,84.80,86.44,86.60,84.10,82.06,81.90,82.44,84.25,88.63,87.48,85.17,85.64,85.52,85.02,84.64,85.03,83.24,80.86,80.50,80.58,81.38,83.54,84.87,84.78,83.65,82.57,82.97,84.48,87.01,94.18,88.60,88.38,89.33,89.85,90.82,91.45,92.19,94.47,101.03,90.98,111.77,110.77,107.25,101.19,101.17,.,.,.,.,.,.,.,.
....Cotabato (North Cotabato),"RAW PEANUT, SHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Cotabato (North Cotabato),"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Cotabato (North Cotabato),"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Cotabato (North Cotabato),"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Cotabato (North Cotabato),"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Cotabato (North Cotabato),"BAGUIO BEANS, 1 KG",74.23,65.32,63.84,65.32,67.55,66.07,60.13,70.52,71.26,72.74,74.97,72.74,68.72,80.16,80.16,78.68,78.68,80.16,83.13,80.16,80.16,72.74,78.68,84.62,74.23,79.30,71.26,75.71,80.16,80.16,77.19,76.45,55.67,54.19,58.64,61.61,69.77,74.22,69.59,75.70,86.09,89.06,78.67,72.73,81.64,71.25,71.25,73.13,71.88,74.38,77.50,76.94,80.00,86.25,86.25,80.00,85.00,87.50,88.75,87.50,86.25,87.50,85.00,90.00,85.83,86.25,90.00,91.25,86.25,81.25,87.50,93.75,91.25,101.25,95.00,100.00,90.00,91.15,98.75,97.50,95.00,88.75,100.00,102.50,106.25,97.50,101.25,106.25,108.75,115.00,101.46,120.00,118.75,125.00,122.50,111.25,115.00,115.00,106.25,113.75,105.00,105.00,136.25,116.15,123.75,115.00,142.50,125.00,117.50,.,.,.,.,.,.,.,.
....Cotabato (North Cotabato),"MONGGO, GREEN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Sarangani,"RAW PEANUT, SHELLED, 1 KG",88.18,88.18,88.18,88.18,88.18,88.52,94.12,93.28,95.82,94.97,94.97,91.58,91.18,93.28,93.28,91.58,91.58,91.58,91.58,91.58,92.85,94.12,92.85,94.12,94.12,92.71,94.12,94.12,94.12,94.12,90.95,96.04,99.21,99.21,99.21,101.75,99.21,99.21,96.77,96.67,96.67,97.69,96.42,96.42,96.67,96.67,100.00,97.50,97.50,102.50,103.33,98.17,105.00,105.00,104.17,105.00,109.17,110.00,111.67,112.50,110.00,113.33,113.33,111.67,109.24,111.67,115.00,115.00,115.00,115.00,115.00,116.67,113.33,112.50,111.67,110.00,110.00,113.40,107.50,110.00,113.33,115.83,115.00,115.00,112.50,114.17,115.00,118.33,118.33,116.67,114.31,112.50,114.17,114.17,115.00,115.00,110.83,112.50,114.17,113.33,115.00,115.00,113.33,113.75,116.67,116.67,116.67,116.67,116.67,.,.,.,.,.,.,.,.
....Sarangani,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Sarangani,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Sarangani,"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Sarangani,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Sarangani,"BAGUIO BEANS, 1 KG",73.65,65.78,64.51,68.57,67.30,64.76,68.57,63.49,59.68,68.57,64.76,66.03,66.31,71.11,73.65,75.56,81.91,80.64,81.91,80.00,78.73,74.92,69.84,76.19,68.57,76.09,62.86,69.84,66.03,73.65,73.65,69.84,68.57,67.30,67.30,71.11,76.83,79.12,70.51,94.61,94.61,84.45,81.91,81.27,77.46,80.00,75.00,60.00,61.88,66.25,83.75,78.43,81.25,81.25,71.25,70.00,70.00,78.75,80.00,80.00,77.50,66.25,83.75,93.75,77.81,87.50,85.00,88.13,80.00,86.25,83.75,85.00,83.75,125.00,92.50,83.13,83.75,88.65,91.88,112.50,93.75,101.25,138.75,135.00,71.25,82.50,80.00,109.38,97.50,100.63,101.20,96.25,92.50,103.75,97.50,90.00,105.00,92.50,108.75,112.50,92.50,108.75,183.75,106.98,113.75,101.25,132.50,108.75,101.25,.,.,.,.,.,.,.,.
....Sarangani,"MONGGO, GREEN, 1 KG",80.00,78.75,81.25,78.75,76.88,76.25,79.38,76.88,78.75,75.00,72.50,75.00,77.45,73.13,71.88,73.75,72.50,74.38,73.75,75.63,76.25,78.75,75.00,76.88,80.00,75.16,80.00,77.50,79.38,75.00,73.75,73.75,77.50,83.75,77.50,77.50,75.63,79.13,77.53,80.00,85.00,87.50,85.38,83.50,81.63,79.38,83.13,81.88,81.25,80.00,81.88,82.54,85.00,84.38,80.00,81.88,80.00,80.00,81.25,82.50,81.25,79.38,84.38,85.00,82.09,85.00,83.75,80.00,78.75,78.75,80.00,81.25,86.25,88.75,80.00,81.88,81.88,82.19,78.75,81.25,82.50,79.38,80.63,80.00,80.63,76.25,81.25,80.00,81.88,79.38,80.16,84.38,83.75,91.25,92.50,93.75,98.75,93.13,90.63,88.75,87.50,91.88,98.75,91.25,103.75,105.00,103.75,103.75,97.50,.,.,.,.,.,.,.,.
....South Cotabato,"RAW PEANUT, SHELLED, 1 KG",74.31,72.26,72.72,74.32,77.40,80.03,80.94,82.31,83.68,86.19,88.24,88.12,80.04,82.99,80.36,78.31,78.43,81.28,79.68,79.68,79.68,81.73,84.01,85.38,85.38,81.41,86.52,83.67,82.53,82.53,79.11,80.94,83.68,84.25,81.97,80.49,77.46,78.09,81.77,70.78,71.92,74.66,74.20,77.85,82.87,84.13,99.00,100.38,101.75,101.75,102.00,86.77,102.50,103.00,102.13,100.00,99.88,99.75,100.50,100.50,100.00,100.00,101.75,104.00,101.17,103.63,101.50,101.63,102.50,101.75,101.50,101.13,99.25,99.38,101.75,105.50,107.00,102.21,105.75,103.25,103.88,105.38,106.63,109.38,110.00,110.00,110.63,110.63,102.50,102.50,106.71,104.38,109.38,109.38,105.00,99.38,98.88,97.88,99.38,99.50,99.25,99.25,97.63,101.61,99.38,99.50,101.88,109.00,114.88,.,.,.,.,.,.,.,.
....South Cotabato,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....South Cotabato,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....South Cotabato,"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....South Cotabato,"STRING BEANS, 1 KG",87.56,92.42,86.01,87.68,88.95,103.35,74.88,70.44,70.38,68.22,83.72,80.82,82.87,84.39,77.07,75.20,92.36,100.02,94.78,87.32,91.76,90.53,93.01,89.28,89.28,88.75,95.49,91.76,101.84,108.84,97.97,97.97,80.35,60.51,63.25,59.28,62.49,56.04,81.32,60.27,50.35,44.89,41.42,42.91,54.14,55.63,61.13,55.38,43.45,39.00,47.88,49.70,44.94,57.13,60.63,47.33,45.56,48.38,44.25,50.25,46.75,42.13,43.26,45.06,47.97,38.75,45.50,44.22,44.47,52.84,50.58,50.11,48.78,48.68,52.32,45.69,48.23,47.51,51.98,64.38,66.00,68.25,89.75,86.50,63.50,53.88,39.50,35.63,40.75,47.88,59.00,52.46,36.23,42.55,42.07,45.67,54.35,49.99,42.73,46.10,42.89,50.89,54.94,46.74,49.83,51.18,75.14,65.37,62.41,.,.,.,.,.,.,.,.
....South Cotabato,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....South Cotabato,"MONGGO, GREEN, 1 KG",89.19,88.13,86.67,84.56,81.39,77.83,81.53,80.07,79.41,80.33,84.17,83.91,83.10,83.65,81.27,84.57,83.25,79.95,72.41,70.17,77.83,78.75,81.79,84.03,84.29,80.16,84.96,81.00,82.85,81.21,78.36,77.30,79.01,77.42,80.73,81.91,83.50,86.28,81.21,87.34,95.53,96.59,83.50,83.37,80.73,88.13,84.75,83.88,85.13,83.25,84.88,86.42,88.75,84.38,84.38,82.50,79.25,77.88,75.75,79.38,78.75,80.63,81.25,84.38,81.44,81.25,82.63,79.38,76.75,75.25,77.25,80.50,83.00,81.75,82.88,83.50,82.38,80.54,81.75,82.38,80.88,79.50,76.75,75.50,75.88,78.25,80.88,81.88,80.13,80.13,79.49,79.63,83.75,94.13,87.88,86.25,84.38,87.13,91.13,94.38,94.38,93.00,101.63,89.81,114.75,108.25,103.50,95.25,96.00,.,.,.,.,.,.,.,.
....Sultan Kudarat,"RAW PEANUT, SHELLED, 1 KG",69.33,67.35,66.95,66.75,65.76,65.76,73.29,73.29,74.28,76.26,78.24,79.03,71.36,81.80,81.21,80.88,82.69,83.51,82.19,86.48,87.47,88.30,88.30,89.45,93.58,85.49,93.08,90.77,84.17,81.69,82.51,83.34,86.64,86.64,81.69,79.21,75.91,71.78,83.12,72.60,72.60,74.25,76.73,83.66,85.81,92.25,87.25,89.25,89.75,89.75,88.50,83.53,90.50,92.50,90.00,92.00,98.25,97.75,96.50,91.50,87.75,86.50,89.00,105.00,93.10,101.25,102.50,102.50,104.00,100.00,98.75,100.00,97.50,93.75,90.00,97.50,101.25,99.08,96.25,91.25,92.50,93.00,97.50,102.50,105.00,110.00,107.50,96.25,100.00,106.25,99.83,110.00,112.50,111.25,96.25,93.75,93.75,95.00,95.00,95.00,93.75,92.50,93.75,98.54,93.75,93.75,93.75,93.75,93.75,.,.,.,.,.,.,.,.
....Sultan Kudarat,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Sultan Kudarat,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Sultan Kudarat,"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Sultan Kudarat,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Sultan Kudarat,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....Sultan Kudarat,"MONGGO, GREEN, 1 KG",82.46,85.04,87.62,82.47,70.87,69.58,79.89,78.60,74.73,85.04,85.04,81.17,80.21,86.97,88.90,87.61,85.03,78.59,78.59,78.59,77.30,78.59,81.17,85.03,83.74,82.51,78.59,81.17,79.88,77.30,80.53,77.30,74.72,77.30,76.01,81.04,83.74,85.03,79.38,85.03,90.18,97.91,82.45,77.95,79.88,83.75,83.75,86.25,92.50,95.63,93.75,87.42,93.13,93.75,92.50,83.13,78.75,83.75,82.88,81.88,80.63,80.00,86.25,86.25,85.24,88.75,90.00,87.50,83.75,85.00,83.75,86.25,90.00,86.25,88.13,87.50,88.13,87.08,88.13,87.50,81.25,78.13,80.63,83.75,85.00,83.75,85.00,91.25,88.75,87.50,85.05,87.50,90.63,93.75,85.00,87.50,87.50,91.88,92.50,93.75,93.75,96.25,98.75,91.56,116.25,111.88,106.25,96.25,97.50,.,.,.,.,.,.,.,.
....City of General Santos,"RAW PEANUT, SHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of General Santos,"RAW PEANUT, SHELLED, RED COLOR, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of General Santos,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of General Santos,"RAW PEANUT, WITHOUT SHELL, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.
....City of General Santos,"STRING BEANS, 1 KG",96.86,102.24,95.15,96.99,98.39,114.32,82.83,77.91,77.84,75.45,92.59,89.39,91.66,93.34,85.24,83.18,102.17,110.64,104.85,96.60,101.52,100.16,102.90,98.77,98.77,98.18,105.64,101.51,112.66,120.41,108.38,108.38,88.89,66.94,69.97,65.58,69.14,62.01,89.96,66.69,55.71,49.67,45.83,47.48,59.91,61.56,61.06,57.59,61.44,58.87,67.40,57.77,64.91,69.32,70.12,62.88,57.37,56.44,58.24,65.87,63.12,66.59,69.17,69.98,64.50,72.66,80.99,69.33,70.17,69.50,76.33,75.53,72.79,76.46,72.49,73.23,75.59,73.76,71.79,75.93,72.35,72.94,76.63,70.92,60.04,61.24,52.19,46.57,52.50,62.08,64.60,70.34,62.02,68.98,64.41,61.33,64.88,59.02,55.83,58.37,62.73,67.14,75.98,64.25,69.92,65.04,87.83,83.58,85.51,.,.,.,.,.,.,.,.
....City of General Santos,"BAGUIO BEANS, 1 KG",62.81,59.67,60.72,58.63,55.49,56.54,41.88,43.97,59.16,83.76,83.76,76.43,61.90,78.52,64.91,58.63,60.72,59.67,59.67,55.48,57.57,60.71,60.71,60.71,61.76,61.59,59.67,59.15,57.06,67.70,65.96,71.19,68.05,63.86,69.09,82.70,98.40,100.49,71.94,115.14,102.58,70.13,70.13,65.94,94.20,78.50,63.17,63.08,61.83,63.83,75.67,77.02,84.17,80.33,74.67,75.33,77.42,89.33,80.92,79.50,78.50,76.33,77.58,80.08,79.51,80.42,88.00,88.08,82.75,74.17,78.17,81.50,77.17,93.83,81.83,78.08,77.42,81.79,92.33,102.17,95.08,81.83,102.58,132.17,101.25,70.25,69.58,94.08,82.17,98.67,93.51,88.92,81.25,93.96,80.63,77.50,76.75,78.50,78.17,80.17,83.50,82.67,129.83,85.99,95.00,101.58,127.58,96.58,95.00,.,.,.,.,.,.,.,.
....City of General Santos,"MONGGO, GREEN, 1 KG",99.24,98.06,96.44,94.09,90.56,86.60,90.72,89.10,88.37,89.39,93.66,93.37,92.47,93.08,90.43,94.10,92.63,88.96,80.57,78.08,86.61,87.63,91.02,93.51,93.80,89.20,94.54,90.13,92.19,90.37,87.19,86.01,87.92,86.16,89.84,91.16,92.92,96.01,90.37,97.19,106.31,107.49,92.93,92.79,89.85,98.08,92.67,96.00,94.33,93.08,92.83,96.13,92.83,92.83,91.67,89.17,86.00,85.00,88.83,91.50,91.67,91.83,91.83,91.92,90.42,90.75,90.00,89.50,89.00,88.58,88.75,89.00,95.25,93.17,89.67,89.67,89.67,90.25,89.92,89.00,88.33,86.42,84.00,83.08,84.00,95.92,92.33,86.00,83.83,83.25,87.17,86.42,89.92,97.58,89.00,86.00,86.67,87.25,89.00,88.92,93.13,96.75,105.00,91.30,112.33,117.93,115.51,109.50,113.67,.,.,.,.,.,.,.,.
..XIII - Caraga,"RAW PEANUT, SHELLED, 1 KG",122.16,96.24,99.39,102.34,94.98,94.98,98.61,101.56,104.49,104.49,104.49,104.49,102.35,103.03,103.03,103.03,101.57,101.57,101.57,103.03,101.57,101.57,101.57,101.57,101.57,102.06,105.98,105.98,101.57,107.15,100.08,99.34,104.49,107.44,103.77,102.29,103.77,102.29,103.68,103.77,101.57,110.39,110.39,117.03,112.60,111.88,113.13,110.63,106.02,110.63,116.88,110.41,110.63,110.63,124.48,132.08,130.83,130.83,131.45,133.95,131.67,125.00,125.00,125.00,125.96,130.00,126.67,126.67,125.00,126.67,125.00,125.00,126.67,126.67,126.67,125.00,123.33,126.11,122.50,121.67,115.00,110.00,109.17,110.00,109.17,113.33,113.33,118.33,113.33,116.67,114.38,116.67,110.00,111.67,115.00,115.00,115.00,114.17,114.17,113.33,113.33,113.33,110.00,113.47,106.67,108.33,110.00,110.63,112.50,.,.,.,.,.,.,.,.
