Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....Davao Oriental,"STRING BEANS, 1 KG",26.61,28.05,27.34,26.54,26.90,26.97,27.33,26.24,26.38,28.04,30.20,30.50,27.59,30.81,38.35,37.82,38.02,38.21,38.21,38.21,38.21,36.74,36.74,35.33,35.51,36.85,37.26,38.43,36.90,37.76,38.28,38.82,39.35,39.89,43.08,41.96,43.14,42.71,39.80,42.29,40.85,40.85,41.70,40.85,37.87,37.02,40.85,39.83,37.02,36.25,39.14,39.54,37.02,44.25,54.46,40.00,43.40,42.55,39.14,31.65,34.98,38.36,38.54,33.00,39.78,39.39,59.39,57.69,55.98,37.69,43.83,34.04,37.70,40.85,40.85,38.29,40.00,43.81,43.13,41.88,37.50,36.25,41.88,38.13,38.13,40.63,41.88,40.63,42.50,41.25,40.32,42.50,58.75,43.75,56.88,45.00,44.38,38.75,38.13,41.25,40.00,47.50,40.63,44.79,47.50,47.50,44.38,54.17,53.75,52.50,37.50,30.63,33.75,50.00,49.38,44.38,45.45,48.75,68.75,48.75,48.75,45.00,48.75,41.88,45.63,45.00,45.00,43.13,48.75,48.18
..REGION XII (SOCCSKSARGEN),"RAW PEANUT, SHELLED, 1 KG",75.94,76.04,78.27,79.50,79.62,79.84,76.86,79.97,78.41,77.16,78.53,79.31,78.29,78.49,78.84,77.15,78.50,79.59,76.07,79.28,79.36,76.94,78.47,78.47,78.40,78.30,79.36,79.29,78.67,75.35,73.68,71.85,72.25,72.65,72.91,77.31,77.77,78.46,75.80,79.31,80.84,81.78,82.28,83.26,84.05,84.05,84.05,86.99,87.18,89.38,89.85,84.42,90.03,86.44,87.56,88.50,88.06,89.91,90.16,89.70,85.29,84.66,85.18,86.39,87.66,87.99,88.24,87.04,85.95,85.34,85.13,85.67,83.50,83.55,83.83,83.63,84.23,85.34,84.51,83.45,83.48,83.03,83.31,84.76,87.74,87.91,89.16,90.14,91.20,90.53,86.60,90.25,89.38,88.31,88.80,89.79,89.21,90.52,91.08,92.17,92.48,93.46,94.50,90.83,94.69,93.33,91.35,90.72,89.21,91.17,93.53,93.69,91.81,91.41,89.12,88.67,91.56,86.31,86.62,87.94,88.13,90.88,92.86,94.83,95.69,96.12,96.58,97.76,97.71,92.62
..REGION XII (SOCCSKSARGEN),"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),"BAGUIO BEANS, 1 KG",56.16,44.89,43.49,41.61,41.09,41.56,41.36,39.91,42.59,41.30,40.60,44.09,43.22,44.84,45.53,47.31,44.56,45.30,45.30,45.05,43.85,44.79,45.92,46.75,47.22,45.54,45.86,52.05,50.47,44.81,44.43,44.13,44.85,44.17,45.42,43.96,43.96,44.58,45.72,47.17,46.88,46.88,47.71,51.67,49.38,47.50,47.79,48.96,47.71,48.54,50.21,48.37,49.17,49.79,50.21,53.33,55.42,53.33,47.92,48.75,49.17,55.00,50.83,50.42,51.11,52.92,54.79,54.38,50.42,52.08,51.25,51.67,51.67,51.67,52.50,54.17,60.42,53.16,58.33,53.25,52.42,54.17,56.18,56.74,52.71,53.96,52.92,56.25,55.63,55.42,54.83,59.17,60.00,60.21,62.29,62.29,71.04,68.47,68.06,61.39,61.39,65.14,59.72,63.26,57.02,60.56,61.11,65.00,64.17,62.71,56.46,54.24,55.49,57.57,61.74,63.74,59.98,69.24,72.15,71.46,71.18,72.22,74.17,73.19,73.53,68.13,68.41,70.17,76.88,71.73
..REGION XII (SOCCSKSARGEN),"MONGGO, GREEN, 1 KG",68.04,67.15,66.71,66.60,62.27,61.18,67.14,64.61,61.88,61.25,62.00,60.82,64.14,61.70,63.42,64.67,61.12,57.90,57.10,56.97,59.43,59.58,59.41,61.08,64.11,60.54,64.52,64.36,65.57,67.94,64.95,63.73,64.67,65.63,76.88,77.66,78.07,81.10,69.59,82.00,83.60,82.97,80.16,77.03,76.41,78.00,78.38,76.81,77.13,80.39,80.44,79.44,82.18,80.34,81.37,80.55,80.74,78.93,79.58,79.46,79.87,80.30,81.30,84.27,80.74,83.65,85.27,85.30,79.46,78.34,79.12,78.08,79.84,80.62,82.40,82.77,82.24,81.42,81.93,81.99,82.90,80.52,77.18,76.55,79.34,78.05,77.43,79.21,79.49,79.12,79.48,79.99,79.59,80.52,79.27,77.40,75.00,74.73,76.39,77.54,77.95,79.89,80.42,78.22,79.33,78.39,78.98,76.88,76.67,75.64,76.36,78.17,77.08,78.58,78.18,79.63,77.82,80.49,83.01,88.39,81.64,81.09,80.67,82.80,84.08,84.80,86.51,86.61,87.02,83.93
..REGION XII (SOCCSKSARGEN),"STRING BEANS, 1 KG",36.78,36.78,36.78,32.31,36.78,37.70,36.78,38.62,40.39,40.39,40.39,40.39,37.84,40.39,37.70,36.78,37.70,36.78,38.61,40.38,40.38,40.38,40.38,40.38,40.38,39.19,40.38,39.46,36.77,38.60,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,39.85,40.37,40.37,40.37,40.37,40.37,31.71,37.29,33.88,34.50,38.00,35.60,35.60,37.37,35.27,31.02,37.02,41.07,43.38,53.06,49.26,22.13,21.49,23.53,27.41,33.12,34.81,36.84,43.67,38.83,35.99,36.36,45.76,45.76,41.10,37.61,41.41,37.80,38.55,39.97,44.13,46.58,43.35,44.19,44.83,52.09,37.74,35.50,35.47,34.38,42.19,40.73,41.77,42.53,38.84,37.90,46.55,50.41,47.77,44.01,46.25,45.63,46.88,45.00,45.00,44.73,48.13,46.25,51.33,54.86,49.38,49.38,40.50,30.50,31.88,29.88,31.50,28.25,40.99,30.38,25.38,22.63,20.88,21.63,27.29,28.04,30.81,27.91,21.90,19.66,24.14,25.05
....North Cotabato,"RAW PEANUT, SHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....North Cotabato,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....North Cotabato,"BAGUIO BEANS, 1 KG",45.21,46.82,44.40,38.75,42.50,41.25,43.75,39.38,41.88,43.13,41.88,43.75,42.73,43.13,42.50,48.75,43.13,46.25,46.25,43.75,41.88,42.50,41.88,44.38,46.25,44.22,44.38,57.63,52.00,41.25,41.88,42.75,44.00,43.75,47.50,44.38,44.38,45.00,45.74,52.75,48.13,48.13,50.00,60.00,51.88,48.75,52.13,50.63,46.88,49.38,48.13,50.57,48.75,50.63,54.38,61.25,67.50,61.25,47.50,50.00,50.00,62.50,51.25,51.25,54.69,58.75,64.38,63.13,52.50,55.00,48.75,50.00,51.25,52.50,55.00,60.00,73.75,57.08,62.50,55.00,53.75,55.00,56.88,55.63,50.63,59.38,60.00,61.25,63.13,61.25,57.87,67.50,67.50,66.25,66.25,67.50,70.00,67.50,67.50,61.25,66.25,71.25,62.50,66.77,60.00,63.75,67.50,67.50,65.00,64.38,46.88,45.63,49.38,51.88,58.75,62.50,58.60,63.75,72.50,75.00,66.25,61.25,68.75,60.00,60.00,61.58,60.53,62.64,65.27,64.79
....North Cotabato,"MONGGO, GREEN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....North Cotabato,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Saranggani,"RAW PEANUT, SHELLED, 1 KG",63.75,63.75,74.75,74.75,73.22,73.99,74.76,74.76,74.76,74.76,77.72,77.72,73.22,75.47,75.47,75.47,75.47,75.47,74.75,77.00,79.20,78.48,76.23,76.23,77.00,76.35,77.72,79.97,79.97,78.49,75.48,76.25,76.25,76.25,76.25,76.25,76.25,76.25,77.12,76.25,77.00,77.00,79.00,77.00,77.00,77.00,77.00,81.00,81.00,81.00,82.50,78.56,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,84.17,84.17,84.17,81.79,84.17,84.17,84.17,84.17,84.17,85.83,85.83,85.83,86.67,86.67,86.67,86.67,85.42,86.67,86.67,86.67,86.67,86.67,87.00,92.50,91.67,94.17,93.33,93.33,90.00,89.61,91.67,91.67,90.00,90.00,90.00,90.00,90.00,91.25,92.50,91.25,92.50,92.50,91.11,92.50,92.50,92.50,92.50,89.38,94.38,97.50,97.50,97.50,100.00,97.50,97.50,95.11,95.00,95.00,96.00,94.75,94.75,95.00,95.00,97.50,95.63,95.63,100.53,101.34,96.34
....Saranggani,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Saranggani,"BAGUIO BEANS, 1 KG",83.28,47.85,46.07,46.07,40.76,43.44,40.34,40.34,45.24,40.77,39.92,47.87,46.83,51.40,54.08,53.19,50.55,49.66,49.66,51.41,49.66,51.87,55.87,55.87,55.40,52.39,53.19,58.51,59.40,53.19,51.40,49.65,50.54,48.75,48.75,47.50,47.50,48.75,51.43,48.75,52.50,52.50,53.13,55.00,56.25,53.75,51.25,56.25,56.25,56.25,62.50,54.53,58.75,58.75,56.25,58.75,58.75,58.75,56.25,56.25,57.50,62.50,61.25,60.00,58.65,60.00,60.00,60.00,58.75,61.25,65.00,65.00,63.75,62.50,62.50,62.50,67.50,62.40,72.50,64.75,63.50,67.50,66.25,63.75,67.50,62.50,58.75,67.50,63.75,65.00,65.27,70.00,72.50,74.38,80.63,79.38,80.63,78.75,77.50,73.75,68.75,75.00,67.50,74.90,61.88,68.75,65.00,72.50,72.50,68.75,67.50,66.25,66.25,70.00,75.63,77.88,69.41,93.13,93.13,83.13,80.63,80.00,76.25,78.75,75.00,60.00,61.88,66.25,83.75,77.66
....Saranggani,"MONGGO, GREEN, 1 KG",72.30,73.94,73.94,73.13,71.88,67.50,65.63,67.50,66.88,64.38,65.63,64.38,68.92,66.25,66.25,71.25,72.50,71.88,70.00,69.38,70.63,70.00,71.88,70.00,76.88,70.58,78.13,77.50,78.13,80.00,78.26,75.00,73.75,75.00,74.38,76.25,79.38,78.75,77.04,80.00,78.75,78.75,81.25,78.75,75.00,82.50,83.75,81.25,81.25,81.88,81.25,80.37,78.75,79.38,80.00,80.00,83.13,79.38,78.75,77.50,78.75,78.75,80.00,81.25,79.64,77.50,74.38,80.63,77.50,75.63,78.75,75.00,79.38,81.25,81.25,80.00,78.75,78.34,80.00,78.75,81.25,78.75,76.88,76.25,79.38,76.88,78.75,75.00,72.50,75.00,77.45,73.13,71.88,73.75,72.50,74.38,73.75,75.63,76.25,78.75,75.00,76.88,80.00,75.16,80.00,77.50,79.38,75.00,73.75,73.75,77.50,83.75,77.50,77.50,75.63,79.13,77.53,80.00,85.00,87.50,85.38,83.50,81.63,79.38,83.13,81.88,81.25,80.00,81.88,82.54
....Saranggani,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....South Cotabato,"RAW PEANUT, SHELLED, 1 KG",90.47,90.47,90.47,90.13,90.13,90.13,90.13,89.50,89.50,89.50,89.50,89.50,89.95,89.50,89.50,89.50,89.50,88.88,87.63,87.63,87.88,87.88,86.63,86.63,87.50,88.22,87.50,87.50,87.50,87.50,76.63,66.13,66.13,66.13,66.38,85.75,85.13,85.13,78.95,85.13,84.50,89.75,89.75,91.00,91.00,91.00,91.00,94.50,94.50,94.50,91.88,90.71,92.13,89.75,94.25,94.00,92.25,93.63,96.63,97.88,89.50,87.38,89.63,94.38,92.62,94.63,93.00,90.25,86.13,84.13,84.50,89.13,85.13,83.75,83.38,80.88,81.88,86.40,81.38,79.13,79.63,81.38,84.75,87.63,88.63,90.13,91.63,94.38,96.63,96.50,87.65,90.88,88.00,85.75,85.88,89.00,87.25,87.25,87.25,89.50,92.00,93.50,93.50,89.15,94.75,91.63,90.38,90.38,86.63,88.63,91.63,92.25,89.75,88.13,84.81,85.50,89.54,77.50,78.75,81.75,81.25,85.25,90.75,92.13,99.00,100.38,101.75,101.75,102.00,91.02
....South Cotabato,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....South Cotabato,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....South Cotabato,"MONGGO, GREEN, 1 KG",92.76,92.76,92.76,89.80,83.47,83.47,85.10,83.47,83.47,83.47,83.47,80.00,86.17,80.00,85.11,85.11,80.00,67.74,66.41,66.51,66.51,67.74,65.19,66.82,70.29,72.29,70.70,70.70,74.89,86.02,77.44,75.81,77.44,80.00,83.13,81.88,77.88,85.63,78.46,85.00,85.63,85.63,84.38,74.38,75.63,74.50,74.75,66.00,66.00,79.67,80.50,77.67,85.38,82.38,85.88,82.63,77.75,74.25,78.75,79.50,79.88,82.25,85.00,83.75,81.45,85.00,92.75,88.50,82.00,79.38,79.38,79.00,81.63,82.88,86.25,89.00,84.38,84.18,84.38,83.38,82.00,80.00,77.00,73.63,77.13,75.75,75.13,76.00,79.63,79.38,78.62,79.13,76.88,80.00,78.75,75.63,68.50,66.38,73.63,74.50,77.38,79.50,79.75,75.84,80.38,76.63,78.38,76.83,74.13,73.13,74.75,73.25,76.38,77.50,79.00,81.63,76.83,82.63,90.38,91.38,79.00,78.88,76.38,83.38,84.75,83.88,85.13,83.25,84.88,83.66
....South Cotabato,"STRING BEANS, 1 KG",36.78,36.78,36.78,32.31,36.78,37.70,36.78,38.62,40.39,40.39,40.39,40.39,37.84,40.39,37.70,36.78,37.70,36.78,38.61,40.38,40.38,40.38,40.38,40.38,40.38,39.19,40.38,39.46,36.77,38.60,40.37,40.37,40.37,40.37,40.37,40.37,40.37,40.37,39.85,40.37,40.37,40.37,40.37,40.37,31.71,37.29,33.88,34.50,38.00,35.60,35.60,37.37,35.27,31.02,37.02,41.07,43.38,53.06,49.26,22.13,21.49,23.53,27.41,33.12,34.81,36.84,43.67,38.83,35.99,36.36,45.76,45.76,41.10,37.61,41.41,37.80,38.55,39.97,44.13,46.58,43.35,44.19,44.83,52.09,37.74,35.50,35.47,34.38,42.19,40.73,41.77,42.53,38.84,37.90,46.55,50.41,47.77,44.01,46.25,45.63,46.88,45.00,45.00,44.73,48.13,46.25,51.33,54.86,49.38,49.38,40.50,30.50,31.88,29.88,31.50,28.25,40.99,30.38,25.38,22.63,20.88,21.63,27.29,28.04,30.81,27.91,21.90,19.66,24.14,25.05
....Sultan Kudarat,"RAW PEANUT, SHELLED, 1 KG",66.78,65.45,64.12,68.60,71.00,71.00,71.00,71.00,66.00,66.00,66.00,66.00,67.75,65.00,66.00,66.00,68.40,70.00,70.00,70.00,68.60,66.00,66.00,66.00,65.60,67.30,68.20,66.20,66.20,67.40,62.60,61.00,66.60,68.20,67.00,67.00,66.20,68.20,66.23,71.60,77.60,77.60,77.60,78.80,78.20,78.20,78.20,78.20,78.20,87.00,90.00,79.27,92.00,80.00,80.00,84.00,84.00,90.00,90.00,86.40,78.00,73.00,72.00,72.00,81.78,79.00,81.80,79.40,79.00,78.40,75.20,72.20,69.20,69.20,68.20,68.20,69.20,74.08,70.00,68.00,67.60,67.40,66.40,66.40,74.00,74.00,75.00,77.00,79.00,79.80,72.05,82.60,82.00,81.67,83.50,84.33,83.00,87.33,88.33,89.17,89.17,90.33,94.50,86.33,94.00,91.67,85.00,82.50,83.33,84.17,87.50,87.50,82.50,80.00,76.67,72.50,83.95,73.33,73.33,75.00,77.50,84.50,86.67,93.17,87.25,89.25,89.75,89.75,88.50,84.00
....Sultan Kudarat,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Sultan Kudarat,"BAGUIO BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Sultan Kudarat,"MONGGO, GREEN, 1 KG",74.08,68.91,67.15,75.72,63.74,63.74,87.81,77.48,67.15,67.15,68.91,68.91,70.90,70.56,72.32,72.32,61.99,61.99,61.99,61.99,70.57,70.57,70.57,77.49,79.25,69.30,79.25,79.25,79.25,75.74,74.09,74.09,77.50,77.50,75.00,76.25,80.00,85.00,77.74,85.00,90.00,87.50,75.00,75.00,75.00,75.00,75.00,80.00,81.25,80.00,80.00,79.90,81.25,76.25,76.25,76.25,78.75,78.75,77.50,77.50,77.50,76.88,76.88,88.75,78.54,88.75,90.63,88.75,75.00,75.00,75.00,75.00,75.00,75.00,78.75,78.75,82.50,79.84,80.00,82.50,85.00,80.00,68.75,67.50,77.50,76.25,72.50,82.50,82.50,78.75,77.81,84.38,86.25,85.00,82.50,76.25,76.25,76.25,75.00,76.25,78.75,82.50,81.25,80.05,76.25,78.75,77.50,75.00,78.13,75.00,72.50,75.00,73.75,78.63,81.25,82.50,77.02,82.50,87.50,95.00,80.00,75.63,77.50,81.25,81.25,86.25,92.50,95.63,93.75,85.73
....Sultan Kudarat,"STRING BEANS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cotabato City,"RAW PEANUT, SHELLED, 1 KG",82.75,84.50,83.75,84.50,84.13,84.25,71.56,84.63,83.38,78.38,80.88,84.00,82.23,84.00,84.38,77.63,80.63,84.00,71.88,82.50,81.75,75.38,85.00,85.00,83.50,81.30,84.00,83.50,81.00,68.00,80.00,84.00,80.00,80.00,82.00,80.25,83.50,84.25,80.88,84.25,84.25,82.75,82.75,86.25,90.00,90.00,90.00,94.25,95.00,95.00,95.00,89.13,95.00,95.00,95.00,95.00,95.00,95.00,93.00,93.50,92.67,94.08,94.92,95.00,94.43,94.17,94.00,94.33,94.50,94.67,95.00,95.50,93.83,94.58,97.08,98.75,99.17,95.47,100.00,100.00,100.00,96.67,95.42,98.00,95.83,95.83,95.83,95.83,95.83,95.83,97.09,95.83,95.83,95.83,95.83,95.83,96.58,97.50,97.50,97.50,97.50,97.50,97.50,96.73,97.50,97.50,97.50,97.50,97.50,97.50,97.50,97.50,97.50,97.50,97.50,99.17,97.64,99.40,99.40,99.00,99.00,99.00,99.00,99.00,99.00,99.20,99.20,99.00,99.00,99.10
....Cotabato City,"RAW PEANUT, UNSHELLED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cotabato City,"BAGUIO BEANS, 1 KG",40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.64,40.00,40.00,40.64,40.11,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,45.42,50.83,40.00,40.00,40.00,40.00,40.00,40.00,41.35,40.00,40.00,40.00,40.00,40.00,62.50,59.17,59.17,49.17,49.17,49.17,49.17,48.13,49.17,49.17,50.83,55.00,55.00,55.00,55.00,50.83,50.83,50.83,50.83,50.83,51.94,50.83,50.83,56.25,66.67,75.42,77.50,80.83,85.58,82.81,82.81,81.62,81.62,72.73
....Cotabato City,"MONGGO, GREEN, 1 KG",33.00,33.00,33.00,27.75,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.56,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,75.00,76.25,75.00,75.00,45.10,78.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,79.83,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,86.08,88.83,83.33,83.33,83.33,83.33,83.33,83.33,84.02,83.33,83.33,83.33,83.33,83.33,81.50,80.67,80.67,80.67,80.67,80.67,80.67,81.85,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.67,80.67,76.83,75.25,79.90,76.83,69.17,79.67,82.17,86.33,87.17,87.17,87.17,87.17,87.17,87.56,87.56,83.76
