Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
....South Cotabato,"GINGER, 1 KG",51.46,51.46,56.24,53.17,46.01,44.13,42.25,47.36,49.40,47.72,48.75,46.01,48.66,46.01,44.66,44.66,42.94,43.97,43.97,45.69,45.69,52.48,51.13,50.80,52.48,47.04,54.20,61.03,68.68,82.34,98.50,136.01,132.94,127.50,108.75,103.75,103.75,103.75,98.43,100.00,96.25,91.25,98.25,105.25,162.50,162.50,157.63,152.75,138.75,156.67,157.50,131.61,126.25,120.25,71.25,70.63,76.13,85.38,87.50,85.00,81.50,76.88,65.63,56.88,83.61,58.00,54.25,48.75,47.75,45.63,48.13,48.00,48.00,48.63,45.00,45.63,47.50,48.77,51.38,44.13,38.75,44.25,48.38,56.00,55.38,57.50,58.38,61.00,67.13,67.63,54.16,74.88,73.50,78.50,88.00,110.63,137.00,121.25,134.25,119.00,109.00,101.50,99.00,103.88,103.25,106.13,122.75,188.67,181.75,172.25,153.63,136.00,120.63,103.25,92.00,88.25,130.71,90.13,87.00,88.13,92.25,96.25,94.88,101.25,98.13,91.88,89.38,78.25,82.63,90.85
....South Cotabato,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Sultan Kudarat,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Sultan Kudarat,"ONION RED CREOLE (BERMUDA RED), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Sultan Kudarat,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Sultan Kudarat,"GINGER, 1 KG",50.54,42.15,38.71,48.82,50.54,37.10,37.10,37.10,53.88,53.88,48.83,48.83,45.62,48.83,48.83,48.83,50.55,50.55,50.55,64.00,80.89,77.55,69.06,69.06,69.06,60.65,69.06,89.28,112.94,134.78,171.89,151.67,151.67,151.67,143.75,132.50,112.50,100.00,126.81,100.00,100.00,132.50,141.25,141.25,200.00,192.50,192.50,123.75,111.25,111.25,111.25,138.13,105.00,87.50,87.50,88.75,97.50,105.00,95.00,96.25,96.25,91.25,85.00,85.00,93.33,76.25,78.75,76.25,62.50,77.50,71.25,68.75,68.75,68.75,57.50,70.00,70.00,70.52,70.00,70.00,53.75,60.00,62.50,62.50,61.25,61.25,71.25,78.75,78.75,77.50,67.29,75.00,85.00,82.50,93.75,121.25,142.50,113.75,146.25,156.25,145.00,140.00,130.00,119.27,137.50,136.25,135.00,237.50,220.00,212.50,188.75,176.25,156.25,140.00,126.25,127.50,166.15,118.75,110.00,105.00,110.00,118.75,117.50,118.75,110.00,115.00,101.25,102.50,102.50,110.83
....Sultan Kudarat,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cotabato City,"GARLIC, NATIVE, 1 KG",82.52,77.52,72.52,72.52,70.92,87.16,107.00,100.84,95.16,97.68,100.00,88.52,87.70,81.68,80.00,90.00,90.00,100.00,181.68,100.00,100.00,95.00,90.00,85.00,110.00,100.28,110.00,110.00,92.52,127.52,190.00,300.00,240.00,110.00,102.50,100.00,110.00,110.00,141.88,102.50,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.21,153.33,115.00,120.00,153.33,153.33,153.33,153.33,153.33,153.33,153.33,153.33,153.33,147.36,153.33,153.33,153.33,153.33,153.33,153.33,153.33,130.00,130.00,130.00,120.00,120.00,141.94,110.00,100.00,100.00,100.00,115.00,120.00,124.50,124.50,124.50,124.50,110.00,110.00,113.58,110.00,92.50,93.33,100.00,100.00,114.17,128.33,128.33,113.33,113.33,113.33,113.33,110.00,113.33,135.00,135.00,149.17,157.50,157.92,156.67,148.33,155.83,153.33,157.50,156.08,147.97,157.50,147.08,145.83,145.83,147.08,147.50,144.17,144.17,144.17,144.17,145.00,145.00,146.46
....Cotabato City,"ONION RED CREOLE (BERMUDA RED), 1 KG",89.98,85.00,75.00,77.42,73.00,79.26,102.50,80.00,76.66,76.66,77.50,70.42,80.28,64.08,72.00,70.00,64.96,70.00,72.50,70.00,70.00,82.50,81.50,85.00,112.50,76.25,130.00,125.00,85.00,75.00,75.00,75.00,65.00,65.00,73.75,73.75,70.00,70.00,81.88,71.25,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.10,100.00,82.50,82.50,80.00,80.00,80.00,80.00,90.83,100.00,100.00,103.33,100.00,89.93,100.00,91.67,83.33,83.33,83.33,83.33,83.33,72.50,72.50,72.50,72.50,72.50,80.90,86.25,81.25,82.50,82.50,96.67,100.83,105.33,105.33,105.33,105.33,81.67,81.67,92.89,81.67,87.08,84.17,80.83,80.83,68.75,65.83,65.83,73.33,68.33,69.17,76.67,75.21,110.00,130.00,130.00,140.00,145.67,139.92,116.67,110.00,119.17,119.17,128.33,135.83,127.06,135.83,127.50,130.42,131.67,136.25,134.17,138.33,136.49,136.02,136.02,133.72,133.72,134.18
....Cotabato City,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cotabato City,"GINGER, 1 KG",93.90,102.99,93.90,84.81,96.99,45.45,45.45,45.45,45.45,52.27,45.45,45.45,66.46,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,45.45,77.27,90.91,90.91,90.91,136.36,136.36,100.00,100.00,100.00,100.00,100.00,97.35,97.50,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.63,84.17,84.17,84.17,84.17,84.17,84.17,84.17,84.17,84.17,81.67,79.17,84.17,83.55,84.17,84.17,84.17,84.17,84.17,84.17,84.17,84.17,84.17,84.17,84.17,84.17,84.17,84.17,84.17,84.17,84.17,90.83,97.50,48.33,48.33,48.33,48.33,48.33,48.33,67.92,65.42,82.50,82.50,90.00,89.58,100.00,110.83,112.50,99.17,89.17,89.17,89.17,91.67,89.17,89.17,89.17,107.50,119.17,115.00,115.00,108.33,98.75,85.83,87.50,87.92,99.38,90.00,86.25,84.58,97.50,99.58,100.00,107.50,107.50,107.50,107.50,114.02,114.02,101.33
....Cotabato City,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XIII (CARAGA),"GARLIC, NATIVE, 1 KG",109.87,109.87,109.87,100.79,104.34,104.24,105.40,107.18,101.78,101.43,101.07,98.62,104.54,102.85,99.85,99.85,100.91,95.64,96.94,99.51,99.51,101.97,103.83,105.69,106.05,101.05,117.64,127.80,122.08,124.72,138.20,217.09,252.60,237.96,234.68,200.86,194.61,195.58,180.32,182.96,178.95,158.78,156.51,136.29,135.77,125.20,130.07,133.20,136.19,134.94,139.80,145.72,136.05,150.02,155.42,165.63,171.88,182.50,183.13,186.88,185.00,182.50,185.00,181.88,172.16,186.88,191.25,193.75,193.75,195.00,193.75,193.75,183.75,192.50,179.07,165.00,164.38,186.07,166.25,153.57,156.88,136.25,131.25,133.13,128.13,123.75,122.50,119.75,121.88,115.00,134.03,120.00,126.25,126.50,133.75,135.00,142.50,148.13,153.13,144.38,144.38,140.00,143.13,138.10,138.13,185.00,192.50,189.17,189.79,174.38,146.88,135.63,145.00,151.88,135.63,137.50,160.12,127.82,132.50,128.48,119.02,121.57,110.63,123.13,125.63,127.50,127.50,130.00,135.00,125.73
..REGION XIII (CARAGA),"ONION RED CREOLE (BERMUDA RED), 1 KG",88.92,83.45,86.33,84.96,83.38,86.18,84.30,85.12,88.70,85.34,85.05,85.70,85.62,89.92,84.48,81.16,76.01,71.64,74.53,74.48,74.49,75.57,80.96,80.79,104.12,80.68,103.33,108.71,90.72,81.90,73.62,72.38,65.67,76.94,75.16,76.03,74.16,75.41,81.17,79.32,86.72,70.02,66.85,67.31,68.13,72.50,75.50,74.22,83.89,94.90,107.19,78.88,117.50,108.13,99.38,92.50,93.13,104.28,110.81,118.13,121.41,124.38,116.88,107.50,109.50,103.75,101.25,99.53,93.60,88.28,85.63,87.35,89.85,91.41,96.94,97.97,116.25,95.98,130.00,123.13,105.94,104.22,106.41,105.31,112.19,117.50,117.97,110.63,105.94,106.56,112.15,108.44,108.13,99.53,93.13,85.31,86.56,85.31,87.19,86.25,86.41,110.16,168.75,100.43,215.94,173.44,134.38,134.58,131.88,126.88,122.19,120.63,142.81,160.31,181.56,175.94,151.71,150.94,131.10,161.88,127.50,115.16,112.19,131.25,128.03,134.01,132.50,165.31,191.49,140.11
..REGION XIII (CARAGA),"ONION WHITE (YELLOW GRANEX), 1 KG",71.85,70.54,69.88,78.60,80.90,84.93,83.20,83.20,83.20,82.67,82.67,68.83,78.37,70.41,73.56,70.41,70.41,70.41,72.51,75.67,76.20,77.77,77.77,76.72,78.30,74.18,78.82,80.92,75.67,69.37,69.37,68.85,71.65,72.52,74.27,75.15,75.15,75.15,73.91,76.02,76.02,71.64,72.52,72.52,69.46,72.08,72.08,67.27,76.02,75.14,74.27,72.92,76.02,75.58,75.15,75.58,75.15,80.83,81.71,82.14,83.46,82.14,76.89,74.27,78.24,74.27,74.27,74.27,72.52,73.83,73.61,72.02,73.40,75.15,81.27,82.14,88.27,76.25,95.49,94.83,101.39,106.64,88.27,89.58,84.33,85.64,87.61,88.93,83.02,81.71,90.62,83.02,83.90,83.02,81.27,87.39,87.39,88.27,88.27,85.77,85.14,104.38,105.85,88.64,122.19,115.13,107.42,110.32,103.17,92.63,98.52,107.19,110.85,119.63,112.38,103.25,108.56,103.25,101.25,110.00,102.38,100.63,94.25,96.38,97.88,99.25,96.88,101.25,111.50,101.24
..REGION XIII (CARAGA),"GINGER, 1 KG",69.82,69.82,67.42,67.40,66.57,65.10,65.14,63.87,61.90,61.55,61.55,61.76,65.16,64.05,64.05,63.16,62.52,65.36,70.36,75.42,76.04,76.26,76.26,76.19,75.32,70.42,73.76,79.70,84.26,93.84,100.09,116.36,136.15,118.08,117.04,101.29,102.96,105.52,102.42,104.69,104.48,103.54,121.46,139.80,173.14,164.39,158.55,155.64,124.00,105.05,95.97,129.23,96.38,95.09,91.80,94.18,95.99,104.42,96.52,94.85,94.44,91.11,91.73,87.90,94.53,88.27,84.48,84.54,80.84,77.49,78.75,79.58,78.96,80.63,83.21,80.00,79.17,81.33,78.33,75.63,75.42,72.71,72.92,77.08,78.33,76.88,92.50,91.88,87.72,91.43,80.90,92.92,92.08,94.17,122.79,155.83,159.58,145.00,149.17,143.96,136.25,132.08,130.00,129.49,127.50,132.08,141.25,202.78,188.06,182.50,162.08,166.88,140.83,138.33,135.42,125.83,153.63,131.25,119.17,117.50,111.25,111.25,114.58,122.08,122.81,119.55,117.38,124.85,109.89,118.46
..REGION XIII (CARAGA),"GARLIC, IMPORTED, 1 KG",104.79,104.79,104.79,101.84,101.84,111.31,111.31,111.31,111.31,120.78,120.78,123.14,110.67,127.88,134.99,139.73,142.09,137.36,132.62,130.25,123.14,123.14,123.14,125.51,125.51,130.45,132.62,132.62,130.25,127.88,126.68,126.68,134.98,166.05,168.57,123.28,110.70,123.28,133.63,135.86,130.83,106.93,106.93,98.12,103.15,103.15,108.18,114.47,115.73,113.21,120.76,113.11,113.21,134.18,144.24,162.27,169.82,188.69,189.95,194.98,194.98,194.98,194.98,188.69,172.58,191.21,193.73,193.73,193.73,196.25,196.25,197.50,176.25,157.50,142.50,142.50,148.75,177.49,148.75,156.25,141.25,136.25,118.13,125.63,125.63,105.63,118.13,136.88,128.13,120.63,130.11,120.63,112.50,107.50,117.50,121.25,142.50,153.75,148.75,158.75,160.00,147.50,150.00,136.72,156.25,190.00,188.75,196.67,181.25,182.50,161.25,150.00,153.75,157.50,146.25,148.75,167.74,155.00,133.75,141.25,136.25,137.50,132.50,132.50,135.89,132.50,135.89,151.18,139.30,138.63
....Agusan del Norte,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Agusan del Norte,"ONION RED CREOLE (BERMUDA RED), 1 KG",71.38,64.38,72.16,66.72,63.59,69.03,69.03,77.56,79.12,76.03,65.94,77.89,71.07,89.98,72.15,68.24,60.50,55.85,61.29,62.85,64.38,63.60,75.26,69.04,89.08,69.35,94.66,96.19,66.73,62.07,47.32,47.32,51.19,64.38,63.75,68.75,68.75,63.13,66.19,70.00,71.25,60.00,49.38,56.25,55.63,60.00,65.00,65.00,82.50,100.00,98.75,69.48,106.25,88.75,85.00,82.50,82.50,93.75,93.75,93.75,96.25,108.75,102.50,106.25,95.00,101.25,82.50,75.00,75.00,70.63,67.50,75.00,75.00,77.50,82.50,84.38,108.75,81.25,121.25,117.50,102.50,103.75,117.50,98.75,110.00,117.50,109.38,100.63,101.25,100.00,108.33,100.00,98.75,91.88,87.50,77.50,77.50,76.25,76.25,82.50,85.00,106.88,165.00,93.75,221.25,168.75,120.00,110.00,112.50,105.00,115.00,112.50,136.25,158.75,175.00,177.50,142.71,152.50,123.13,161.25,122.50,117.50,116.25,128.75,118.38,128.88,121.25,147.11,199.08,136.38
....Agusan del Norte,"ONION WHITE (YELLOW GRANEX), 1 KG",72.20,69.57,68.26,64.32,68.92,76.98,73.51,73.51,73.51,72.46,72.46,66.16,70.99,69.31,75.61,69.31,69.31,69.31,73.51,79.81,80.86,84.01,84.01,81.91,85.06,76.84,86.11,90.31,79.81,67.21,67.21,66.16,71.76,73.51,77.01,78.76,78.76,78.76,76.28,80.51,80.51,71.75,73.50,73.50,67.38,72.63,72.63,63.00,80.50,78.75,77.00,74.31,80.51,79.63,78.76,79.63,78.76,90.13,91.88,92.75,95.38,92.75,82.25,77.00,84.95,77.00,77.00,77.00,73.50,76.13,75.69,72.51,75.26,78.76,91.01,92.75,105.00,80.97,119.44,118.13,131.25,141.75,105.00,107.63,97.13,99.75,103.69,106.32,94.51,91.88,109.71,94.51,96.26,94.51,91.01,103.25,103.25,105.00,105.00,100.00,98.75,106.88,111.25,100.81,142.50,125.00,121.25,118.33,108.75,86.25,93.75,112.50,121.25,131.25,118.75,102.50,115.17,102.50,112.50,120.00,118.75,111.25,102.50,108.75,103.75,112.50,108.75,112.50,125.00,111.56
....Agusan del Norte,"GINGER, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Agusan del Norte,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Agusan del Sur,"GARLIC, NATIVE, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Agusan del Sur,"ONION RED CREOLE (BERMUDA RED), 1 KG",96.28,89.80,91.90,87.52,86.02,90.02,88.14,84.39,92.52,83.77,88.77,82.52,88.47,82.52,82.52,76.89,76.26,71.26,69.88,73.13,70.38,71.13,80.38,81.63,126.14,80.18,111.64,119.14,90.39,79.76,63.88,64.88,68.13,70.88,69.13,70.38,66.63,76.63,79.29,74.13,71.50,66.34,59.25,59.25,59.38,61.25,62.00,68.38,73.75,82.50,111.25,70.75,122.50,117.50,101.25,92.50,93.13,107.50,116.25,113.75,128.75,128.75,110.00,87.50,109.95,86.25,95.00,91.88,83.13,85.00,82.50,81.25,84.38,90.63,100.00,98.75,122.50,91.77,125.00,116.25,100.00,100.63,96.25,105.00,111.25,120.00,120.63,107.50,105.00,101.25,109.06,105.00,103.75,98.75,92.50,86.25,83.75,90.00,91.25,85.00,86.25,117.50,181.25,101.77,231.25,166.25,122.50,148.33,141.25,133.75,121.25,121.25,147.50,168.75,181.25,181.25,155.38,148.75,130.00,163.75,131.25,105.00,105.00,130.00,130.00,125.89,130.00,177.89,180.63,138.18
....Agusan del Sur,"ONION WHITE (YELLOW GRANEX), 1 KG",71.50,71.50,71.50,92.88,92.88,92.88,92.88,92.88,92.88,92.88,92.88,71.50,85.75,71.50,71.50,71.50,71.50,71.50,71.50,71.52,71.53,71.53,71.53,71.53,71.53,71.51,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,71.53,101.87,100.44,76.47,101.87,105.26,93.59,102.31,97.58,99.01,103.29,101.87,100.44,108.00,106.00,104.00,101.94,104.00,90.00,100.00,86.00,90.00,86.00,84.00,92.00,86.00,85.00,90.00,98.00,90.92
....Agusan del Sur,"GINGER, 1 KG",51.04,51.04,44.67,46.26,45.01,45.01,50.64,50.64,49.39,48.76,48.76,48.76,48.33,53.76,51.26,51.26,51.89,58.14,66.89,76.27,76.27,76.27,76.27,76.27,73.77,65.69,67.52,83.77,97.52,127.52,145.02,183.40,182.52,150.64,132.51,115.01,120.01,117.51,126.91,115.01,114.38,112.50,142.50,183.75,222.50,196.25,178.75,170.00,141.63,110.63,100.00,148.99,96.25,96.25,96.25,97.50,91.25,95.00,92.50,92.50,90.00,80.00,81.88,73.75,90.26,75.00,70.00,72.50,71.25,68.75,67.50,67.50,65.00,68.75,73.75,65.00,70.00,69.58,62.50,64.38,67.50,58.13,55.00,62.50,63.75,66.25,80.00,80.00,76.25,76.25,67.71,76.25,80.00,85.00,112.50,130.00,147.50,136.25,138.75,137.50,118.75,115.00,116.25,116.15,107.50,121.25,125.00,176.67,191.25,182.50,155.00,147.50,111.25,101.25,105.00,108.75,136.08,118.75,108.75,102.50,100.00,103.75,107.50,106.25,106.25,92.97,92.97,92.97,88.14,101.73
....Agusan del Sur,"GARLIC, IMPORTED, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Surigao del Norte,"GARLIC, NATIVE, 1 KG",46.12,46.12,46.12,49.67,56.77,58.90,58.90,62.45,58.90,58.19,57.48,57.48,54.76,61.03,64.58,64.58,66.71,66.00,66.00,68.83,68.83,68.83,70.25,71.67,72.38,67.47,92.96,96.51,97.22,97.58,97.94,116.04,134.13,165.00,167.50,122.50,110.00,122.50,118.32,135.00,130.00,106.25,106.25,97.50,102.50,102.50,107.50,113.75,115.00,112.50,120.00,112.40,112.50,133.33,143.33,161.25,168.75,187.50,188.75,193.75,193.75,193.75,193.75,187.50,171.49,190.00,192.50,192.50,192.50,195.00,195.00,195.00,207.50,211.25,203.13,175.00,173.75,193.59,180.00,177.50,162.50,131.25,122.50,126.25,121.25,116.25,110.00,104.50,110.00,97.50,129.96,102.50,107.50,115.50,122.50,126.25,133.75,151.25,156.25,138.75,151.25,148.75,155.00,134.10,145.00,171.25,191.25,196.67,193.33,185.00,146.25,133.75,145.00,155.00,148.75,146.25,163.13,124.38,126.25,125.71,114.29,117.50,105.00,127.50,130.00,130.00,127.50,133.75,138.75,125.05
....Surigao del Norte,"ONION RED CREOLE (BERMUDA RED), 1 KG",96.58,93.13,93.13,97.45,94.52,93.14,93.14,92.28,93.14,89.69,94.87,94.87,93.83,93.42,92.00,92.00,84.79,81.93,81.93,81.93,81.93,81.93,81.93,86.25,86.25,85.52,92.01,92.01,92.01,92.01,92.01,89.83,54.61,86.25,82.75,76.25,73.75,73.13,83.05,78.13,112.86,68.75,71.25,73.75,73.75,78.75,85.00,75.63,84.29,98.33,111.25,84.31,122.50,108.75,102.50,102.50,100.63,110.00,126.25,128.75,132.50,131.25,131.25,120.00,118.07,121.25,121.25,118.75,116.25,103.75,103.75,103.75,106.25,105.00,105.25,107.50,125.00,111.48,135.00,136.25,111.25,106.25,102.50,107.50,115.00,117.50,120.00,115.63,112.50,107.50,115.57,110.00,115.00,107.50,98.75,95.00,100.00,88.75,92.50,92.50,90.00,98.75,143.75,102.71,188.75,175.00,165.00,136.67,130.00,127.50,115.00,115.00,130.00,145.00,188.75,178.75,149.62,148.75,140.00,158.75,125.00,115.00,110.00,130.00,132.50,142.50,143.75,166.25,200.00,142.71
....Surigao del Norte,"ONION WHITE (YELLOW GRANEX), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
