Region/Province,Commodity,2012 January,2012 February,2012 March,2012 April,2012 May,2012 June,2012 July,2012 August,2012 September,2012 October,2012 November,2012 December,2012 Annual,2013 January,2013 February,2013 March,2013 April,2013 May,2013 June,2013 July,2013 August,2013 September,2013 October,2013 November,2013 December,2013 Annual,2014 January,2014 February,2014 March,2014 April,2014 May,2014 June,2014 July,2014 August,2014 September,2014 October,2014 November,2014 December,2014 Annual,2015 January,2015 February,2015 March,2015 April,2015 May,2015 June,2015 July,2015 August,2015 September,2015 October,2015 November,2015 December,2015 Annual,2016 January,2016 February,2016 March,2016 April,2016 May,2016 June,2016 July,2016 August,2016 September,2016 October,2016 November,2016 December,2016 Annual,2017 January,2017 February,2017 March,2017 April,2017 May,2017 June,2017 July,2017 August,2017 September,2017 October,2017 November,2017 December,2017 Annual,2018 January,2018 February,2018 March,2018 April,2018 May,2018 June,2018 July,2018 August,2018 September,2018 October,2018 November,2018 December,2018 Annual,2019 January,2019 February,2019 March,2019 April,2019 May,2019 June,2019 July,2019 August,2019 September,2019 October,2019 November,2019 December,2019 Annual,2020 January,2020 February,2020 March,2020 April,2020 May,2020 June,2020 July,2020 August,2020 September,2020 October,2020 November,2020 December,2020 Annual,2021 January,2021 February,2021 March,2021 April,2021 May,2021 June,2021 July,2021 August,2021 September,2021 October,2021 November,2021 December,2021 Annual
..REGION XII (SOCCSKSARGEN),"FRESH, BEEF, MEAT WITH BONES, 1 KG",156.46,156.46,156.46,157.75,158.07,158.57,158.57,158.71,158.71,158.71,158.46,158.71,157.97,158.35,158.85,158.72,158.72,158.99,159.13,159.13,158.71,158.99,159.37,159.12,159.37,158.95,159.23,158.98,158.73,159.82,160.52,160.37,160.98,161.33,161.75,161.50,160.25,159.50,160.25,161.00,161.75,162.00,161.75,161.50,161.38,161.25,161.25,163.50,162.50,163.50,162.25,161.97,164.13,161.38,161.50,161.75,162.50,162.75,162.25,163.75,163.63,163.50,165.00,169.75,163.49,169.88,173.29,174.62,175.12,175.87,178.74,181.32,182.64,184.67,185.42,180.97,187.67,179.18,188.83,189.58,190.58,191.33,192.17,193.00,189.92,190.25,191.21,191.83,193.25,194.00,191.33,195.00,199.25,197.50,198.58,198.58,199.08,199.86,199.22,199.05,199.05,199.55,199.55,198.69,199.05,199.80,201.66,204.18,204.87,205.54,205.97,205.97,202.44,200.68,202.06,203.03,202.94,207.93,221.95,232.83,233.42,238.75,240.58,240.58,241.10,240.58,244.61,247.06,247.39,236.40
..REGION XII (SOCCSKSARGEN),"FRESH, BEEF, PURE MEAT, 1 KG",187.11,187.11,187.11,187.38,189.05,188.21,188.21,188.42,188.42,188.42,188.42,188.42,188.02,189.11,188.63,188.42,188.47,189.26,189.46,189.46,188.42,189.26,189.73,189.73,189.73,189.14,189.44,189.52,189.52,191.04,192.08,191.67,192.52,192.92,192.92,195.30,196.13,196.55,192.47,196.34,196.76,196.76,196.76,196.96,196.96,196.96,196.96,196.96,196.76,198.10,197.35,196.97,196.73,197.56,197.56,197.56,197.14,197.14,197.70,198.24,198.35,198.35,200.78,208.15,198.77,210.77,211.53,212.76,215.50,217.82,219.19,220.85,220.02,219.60,220.99,220.04,222.44,217.63,229.11,229.29,229.64,231.43,233.51,236.85,235.04,234.62,234.62,234.62,241.85,242.32,234.41,247.32,252.74,231.11,230.69,230.69,238.89,245.00,246.94,246.39,248.06,249.31,249.31,243.04,251.39,250.14,251.39,252.64,252.08,252.92,252.08,252.08,249.17,246.81,247.64,248.47,250.57,251.94,257.22,266.25,270.42,277.64,279.58,279.72,283.47,283.19,284.29,298.19,300.91,277.74
..REGION XII (SOCCSKSARGEN),"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION XII (SOCCSKSARGEN),"FRESH, PORK, MEAT WITH BONES, 1 KG",143.00,142.59,142.59,141.78,143.12,143.59,143.59,143.74,143.74,143.74,144.06,143.90,143.29,143.90,143.90,143.90,144.52,146.88,146.88,147.66,147.50,147.50,147.50,147.50,147.50,146.26,146.88,148.60,148.28,153.60,155.11,155.47,157.97,157.97,156.57,158.60,159.22,158.91,154.77,158.44,158.60,158.44,158.75,158.75,157.97,157.97,157.97,157.97,157.97,155.94,156.25,157.92,151.41,154.69,155.00,154.85,155.00,155.00,155.31,155.31,153.75,153.60,153.91,150.47,154.03,151.25,152.08,152.76,153.86,154.79,158.39,160.11,161.04,161.04,160.73,161.04,165.52,157.72,168.44,167.19,168.44,169.69,172.03,172.19,171.15,171.98,173.65,174.58,174.90,175.52,171.65,176.15,175.21,175.94,176.25,175.31,174.58,174.17,172.29,172.29,171.36,172.29,172.87,174.06,172.24,172.08,173.41,173.62,173.72,173.41,173.10,172.47,173.44,174.27,181.75,188.47,175.17,197.85,227.14,231.88,239.48,242.61,237.19,234.58,234.58,232.69,235.05,240.72,249.55,233.61
..REGION XII (SOCCSKSARGEN),"FRESH, PORK, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....North Cotabato,"FRESH, BEEF, MEAT WITH BONES, 1 KG",143.73,143.73,143.73,144.43,144.43,143.73,143.73,144.43,144.43,144.43,144.43,144.43,144.14,145.14,145.14,144.43,144.43,145.84,146.54,146.54,144.43,145.84,145.84,145.84,145.84,145.49,145.14,145.14,145.14,148.66,152.19,150.78,150.78,155.00,156.25,156.25,156.25,157.50,151.59,157.50,161.25,161.25,160.00,160.00,159.38,158.75,158.75,165.00,160.00,160.00,152.50,159.53,149.38,148.13,147.50,147.50,147.50,150.00,147.50,147.50,147.50,147.50,148.75,148.75,148.13,151.88,151.88,151.88,151.88,153.13,157.50,163.75,162.50,162.50,163.75,163.75,165.00,158.28,165.00,165.00,166.25,167.50,167.50,167.50,168.75,167.50,167.50,167.50,167.50,167.50,167.08,167.50,168.75,168.75,167.50,167.50,167.50,170.00,172.50,173.75,173.75,173.75,173.75,170.42,175.00,175.00,177.50,177.50,177.50,180.00,180.00,180.00,180.00,180.00,178.75,178.75,178.33,178.75,198.75,203.75,201.25,203.75,208.75,206.25,206.25,210.00,210.00,208.33,213.33,204.10
....North Cotabato,"FRESH, BEEF, PURE MEAT, 1 KG",167.93,167.93,167.93,168.75,168.75,167.50,167.50,168.13,168.13,168.13,168.13,168.13,168.08,168.75,168.75,168.13,168.13,170.63,171.25,171.25,168.13,170.63,170.63,170.63,170.63,169.80,170.00,170.00,170.00,173.13,176.25,175.00,175.00,178.75,178.75,178.75,181.25,182.50,175.78,181.88,183.13,183.13,183.13,183.75,183.75,183.75,183.75,183.75,183.13,190.00,190.63,184.48,188.75,191.25,191.25,191.25,190.00,190.00,190.00,188.75,186.25,186.25,191.88,195.63,190.11,195.63,196.25,196.25,196.25,197.50,198.75,203.75,203.75,205.00,205.00,205.00,208.75,200.99,218.75,215.00,217.50,220.00,226.25,226.25,227.50,226.25,226.25,226.25,226.25,226.25,223.54,226.25,227.50,227.50,227.50,227.50,227.50,227.50,227.50,227.50,231.25,235.00,235.00,228.96,241.25,237.50,236.25,236.67,235.00,237.50,235.00,235.00,235.00,235.00,232.50,232.50,235.76,232.50,241.25,248.75,248.75,251.25,256.25,253.75,253.75,253.75,257.03,255.39,261.07,251.12
....North Cotabato,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....North Cotabato,"FRESH, PORK, MEAT WITH BONES, 1 KG",137.50,137.50,137.50,137.50,138.13,138.75,138.75,139.38,139.38,139.38,140.63,140.00,138.70,140.00,140.00,140.00,140.00,140.00,141.25,143.13,142.50,142.50,142.50,142.50,142.50,141.41,141.25,141.88,141.88,142.50,144.38,145.00,148.75,148.75,148.75,150.00,151.25,150.63,146.25,149.38,150.63,150.00,151.25,151.25,150.63,150.63,150.63,150.63,150.63,152.50,152.50,150.89,149.38,147.50,147.50,147.50,147.50,147.50,147.50,147.50,145.00,146.25,147.50,148.75,147.45,148.75,148.75,148.75,150.00,153.75,160.00,158.75,160.00,158.75,156.25,156.25,156.25,154.69,158.75,158.75,163.75,166.25,171.88,171.25,170.00,171.25,171.25,170.00,171.25,171.25,167.97,171.25,171.25,172.50,172.50,172.50,171.25,170.00,168.75,168.75,167.50,167.50,167.50,170.10,167.50,168.75,167.50,168.33,168.75,168.75,165.00,165.00,163.75,165.00,175.63,178.75,168.56,185.00,211.25,221.25,225.00,236.25,230.00,228.75,215.00,211.25,241.88,258.75,263.75,227.34
....North Cotabato,"FRESH, PORK, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Saranggani,"FRESH, BEEF, MEAT WITH BONES, 1 KG",160.51,160.51,160.51,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,162.94,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,162.50,163.75,163.65,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,161.25,163.75,163.75,163.75,163.54,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,163.75,167.50,174.38,173.75,173.75,173.75,167.45,172.50,171.25,171.25,172.50,172.50,172.50,177.50,180.00,181.25,182.50,182.50,186.25,176.88,186.25,186.25,188.75,188.75,188.75,192.50,192.50,192.50,192.50,195.00,196.25,196.25,191.35,196.25,208.75,208.75,207.50,207.50,207.50,208.75,208.75,208.75,208.75,208.75,208.75,207.40,205.00,207.50,208.75,213.33,212.50,212.50,213.75,213.75,212.50,214.25,214.38,218.75,212.25,233.75,260.00,266.25,258.75,265.00,266.25,267.50,263.75,261.25,277.68,269.46,269.46,263.26
....Saranggani,"FRESH, BEEF, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Saranggani,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Saranggani,"FRESH, PORK, MEAT WITH BONES, 1 KG",134.04,132.40,132.40,127.50,127.50,127.50,127.50,127.50,127.50,127.50,127.50,127.50,128.86,127.50,127.50,127.50,130.00,130.00,128.75,130.00,130.00,130.00,130.00,130.00,130.00,129.27,130.00,135.00,133.75,142.50,144.16,145.00,145.00,145.00,139.38,146.25,147.50,147.50,141.75,146.88,147.50,147.50,147.50,147.50,147.50,147.50,147.50,147.50,147.50,147.50,148.75,147.55,147.50,147.50,148.75,148.13,148.75,150.00,150.00,150.00,146.25,144.38,144.38,144.38,147.50,148.75,153.75,153.75,153.75,151.25,156.88,158.75,158.75,160.00,161.25,162.50,162.50,156.82,162.50,161.25,161.25,161.25,165.00,167.50,166.25,166.25,168.75,173.75,173.75,176.25,166.98,178.75,175.00,175.00,176.25,173.75,173.75,172.50,172.50,175.00,173.75,175.00,175.63,174.74,175.63,173.75,173.63,173.63,173.63,172.38,172.38,173.63,173.75,173.75,181.88,190.63,175.72,211.88,244.38,256.25,258.75,257.50,255.00,255.00,265.00,255.00,245.07,246.71,263.27,251.15
....Saranggani,"FRESH, PORK, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....South Cotabato,"FRESH, BEEF, MEAT WITH BONES, 1 KG",157.53,157.53,157.53,160.00,158.75,162.50,162.50,162.50,162.50,162.50,161.25,162.50,160.63,160.00,162.50,162.50,162.50,162.50,162.50,162.50,162.50,162.50,162.50,162.50,162.50,162.29,162.50,161.25,160.00,160.00,160.00,160.63,161.25,161.25,161.25,161.25,161.25,158.75,160.78,162.50,163.75,165.00,165.00,163.75,163.75,163.75,163.75,163.75,163.75,168.75,170.00,164.79,167.50,168.75,168.75,170.00,173.75,175.00,175.00,173.75,173.75,173.75,177.50,182.50,173.33,181.25,182.50,184.13,185.38,187.88,187.88,189.50,194.87,198.75,200.00,200.00,200.00,191.01,202.50,206.25,207.50,210.00,207.50,208.75,208.75,210.00,213.13,213.75,213.75,215.00,209.74,215.00,217.50,223.75,225.00,225.00,223.75,222.63,219.00,219.00,219.00,219.00,219.00,220.64,219.00,220.25,216.63,222.17,224.75,225.63,226.50,226.50,215.13,208.75,211.75,212.25,219.11,213.00,231.00,261.25,258.75,258.75,261.25,261.25,263.85,262.49,263.72,268.67,265.34,255.78
....South Cotabato,"FRESH, BEEF, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....South Cotabato,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....South Cotabato,"FRESH, PORK, MEAT WITH BONES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....South Cotabato,"FRESH, PORK, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Sultan Kudarat,"FRESH, BEEF, MEAT WITH BONES, 1 KG",177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,177.85,179.76,179.76,179.76,178.33,179.76,179.76,179.76,181.67,181.67,181.67,183.58,181.67,185.00,181.25,175.00,172.50,180.27,172.50,175.00,175.00,175.00,175.00,175.00,175.00,175.00,180.00,180.00,180.00,180.00,176.46,180.00,181.25,182.50,182.50,182.50,180.00,180.00,185.00,177.50,177.50,180.00,183.75,181.04,183.75,187.50,192.50,192.50,192.50,202.50,202.50,202.50,207.50,207.50,185.25,213.75,197.52,213.75,213.75,213.75,213.75,213.75,216.25,206.25,206.25,206.25,206.25,206.25,208.75,210.42,208.75,208.75,208.75,208.75,208.75,211.25,211.25,208.75,206.25,206.25,208.75,208.75,208.75,208.75,208.75,213.75,213.75,213.75,213.75,213.75,213.75,216.25,218.75,223.75,223.75,215.21,227.50,231.25,231.25,232.50,242.50,242.50,243.75,247.50,245.00,247.50,251.25,251.25,241.15
....Sultan Kudarat,"FRESH, BEEF, PURE MEAT, 1 KG",187.14,187.14,187.14,187.14,187.14,187.14,187.14,187.14,187.14,187.14,187.14,187.14,187.14,188.57,187.14,187.14,187.14,187.14,187.14,187.14,187.14,187.14,188.57,188.57,188.57,187.62,188.33,188.57,188.57,190.00,190.00,190.00,191.43,190.00,190.00,197.14,197.14,197.14,191.53,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.14,197.14,194.29,191.43,196.43,191.43,191.43,191.43,191.43,191.43,191.43,191.43,194.29,197.14,197.14,197.14,197.14,193.57,200.00,200.00,202.86,208.57,214.29,217.14,217.14,217.14,217.14,217.14,214.29,218.57,212.02,228.57,232.86,231.43,234.29,234.29,234.29,234.29,234.29,234.29,234.29,234.29,235.71,233.57,235.71,235.71,232.50,231.25,231.25,237.50,237.50,242.50,240.00,241.25,241.25,241.25,237.31,241.25,241.25,241.25,241.25,241.25,241.25,241.25,241.25,245.00,246.25,251.25,253.75,243.85,260.00,266.25,262.50,262.50,275.00,275.00,276.25,287.50,285.00,285.00,287.50,290.00,276.04
....Sultan Kudarat,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Sultan Kudarat,"FRESH, PORK, MEAT WITH BONES, 1 KG",154.57,154.57,154.57,156.25,156.25,157.50,157.50,157.50,157.50,157.50,157.50,157.50,156.56,157.50,157.50,157.50,157.50,157.50,157.50,157.50,157.50,157.50,157.50,157.50,157.50,157.50,156.25,157.50,157.50,169.38,171.88,171.88,178.13,178.13,178.13,178.13,178.13,177.50,171.05,177.50,176.25,176.25,176.25,176.25,173.75,173.75,173.75,173.75,173.75,163.75,163.75,173.23,163.75,163.75,163.75,163.75,163.75,162.50,163.75,163.75,163.75,163.75,163.75,163.75,163.65,162.50,157.50,161.88,165.00,167.50,170.00,176.25,178.75,178.75,178.75,178.75,186.25,171.82,186.25,182.50,182.50,185.00,185.00,185.00,177.50,178.75,183.75,183.75,183.75,183.75,183.13,183.75,183.75,183.75,183.75,182.50,175.00,175.00,168.75,166.25,165.00,167.50,167.50,175.21,165.00,165.00,165.00,165.00,165.00,165.00,167.50,163.75,163.75,170.00,182.50,197.50,169.58,203.75,245.00,240.00,261.25,260.00,246.25,238.75,242.50,237.50,226.25,228.75,242.50,239.38
....Sultan Kudarat,"FRESH, PORK, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cotabato City,"FRESH, BEEF, MEAT WITH BONES, 1 KG",142.70,142.70,142.70,142.70,145.57,145.00,145.00,145.00,145.00,145.00,145.00,145.00,144.28,145.00,145.00,145.06,145.06,145.00,145.00,145.00,145.00,145.00,145.00,145.00,145.00,145.01,145.00,145.00,145.00,145.00,145.00,145.00,145.52,145.00,145.00,145.00,145.00,145.00,145.04,148.75,145.00,145.00,145.00,145.00,145.00,145.00,145.00,145.00,145.00,145.00,145.00,145.31,160.00,145.00,145.00,145.00,145.00,145.00,145.00,145.00,145.00,145.00,145.00,160.00,147.50,160.00,173.33,173.33,173.33,173.33,173.33,173.33,173.33,173.33,173.33,173.33,173.33,172.22,176.67,176.67,176.67,176.67,183.33,180.00,173.33,175.00,176.67,176.67,182.50,182.50,178.06,187.50,192.50,177.50,184.17,184.17,185.42,186.67,187.08,187.50,187.50,187.50,187.50,186.25,187.50,187.50,191.67,194.17,195.83,195.83,195.83,195.83,188.33,181.67,181.67,181.67,189.79,186.67,188.75,201.67,215.83,223.75,224.17,224.17,224.17,224.17,224.17,237.58,237.58,217.72
....Cotabato City,"FRESH, BEEF, PURE MEAT, 1 KG",206.25,206.25,206.25,206.25,211.25,210.00,210.00,210.00,210.00,210.00,210.00,210.00,208.85,210.00,210.00,210.00,210.13,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.01,210.00,210.00,210.00,210.00,210.00,210.00,211.13,210.00,210.00,210.00,210.00,210.00,210.09,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,211.67,211.67,211.67,211.67,213.33,231.67,212.64,236.67,238.33,239.17,241.67,241.67,241.67,241.67,239.17,236.67,240.83,240.83,240.00,239.86,240.00,240.00,240.00,240.00,240.00,250.00,243.33,243.33,243.33,243.33,265.00,265.00,246.11,280.00,295.00,233.33,233.33,233.33,251.67,270.00,270.83,271.67,271.67,271.67,271.67,262.85,271.67,271.67,276.67,280.00,280.00,280.00,280.00,280.00,267.50,259.17,259.17,259.17,272.09,263.33,264.17,287.50,300.00,306.67,307.50,309.17,309.17,310.83,310.83,351.67,351.67,306.04
....Cotabato City,"FRESH, PORK PATA (FORE/FRONT), 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
....Cotabato City,"FRESH, PORK, MEAT WITH BONES, 1 KG",145.88,145.88,145.88,145.88,150.59,150.59,150.59,150.59,150.59,150.59,150.59,150.59,149.02,150.59,150.59,150.59,150.59,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,156.86,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,145.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,145.00,157.50,145.00,148.33,146.67,146.67,146.67,146.67,146.67,146.67,146.67,146.67,146.67,157.08,147.54,166.25,166.25,166.25,166.25,166.25,165.00,170.83,171.67,170.83,170.83,170.83,170.83,168.51,170.83,170.83,172.50,172.50,172.50,178.33,179.17,179.17,179.17,179.17,179.17,180.83,176.18,180.83,180.83,187.50,187.50,187.50,187.50,187.50,187.50,192.50,188.33,187.00,187.00,186.79,190.75,207.92,210.00,212.92,216.67,217.50,215.83,215.83,227.00,227.00,228.67,228.67,216.56
....Cotabato City,"FRESH, PORK, PURE MEAT, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
